,mirna,lncrna,Label,pair_index,mirna_id,lncrna_id
6456,ath-miR8181,lcl_Athaliana_AT2G10614.1,1,6456,46,-3436
6457,ath-miR779.2,CNT2086273,0,6457,939,-4020
6458,mtr-miR399a,lcl_Mtruncatula_Medtr8g016490.1,1,6458,339,-4021
6459,mtr-miR5560-5p,lcl_Mtruncatula_Medtr1g107440.5,0,6459,1280,-169
6460,gma-miR172h-5p,lcl_Gmax_Glyma.02G093300.1,1,6460,528,-4022
6461,gma-miR5761a,lcl_Gmax_Glyma.18G290700.3,0,6461,490,-29
6462,ath-miR8181,lcl_Athaliana_AT3G48450.1,1,6462,46,-4023
6463,ath-miR402,CNT2084910,0,6463,52,-4024
6464,mtr-miR399s-5p,lcl_Mtruncatula_Medtr1g013350.1,1,6464,513,-4025
6465,mtr-miR5759,lcl_Mtruncatula_Medtr4g035885.1,0,6465,901,-267
6466,gma-miR168a,lcl_Gmax_Glyma.08G194800.1,1,6466,482,-4026
6467,gma-miR1520q,lcl_Gmax_Glyma.U035100.2,0,6467,1202,-502
6468,ath-miR447a-3p,CNT2086344,1,6468,207,-1736
6469,ath-miR5648-5p,CNT2086609,0,6469,373,-4027
6470,mtr-miR164a,lcl_Mtruncatula_Medtr3g082355.1,1,6470,633,-4028
6471,mtr-miR5247,lcl_Mtruncatula_Medtr7g108080.1,0,6471,108,-496
6472,gma-miR10196,lcl_Gmax_Glyma.04G197800.1,1,6472,1213,-4029
6473,gma-miR6299,lcl_Gmax_Glyma.14G013200.1,0,6473,402,-921
6474,ath-miR169a-5p,CNT2085664,1,6474,480,-4030
6475,ath-miR161.1,lcl_Athaliana_AT5G39693.1,0,6475,151,-4031
6476,mtr-miR2616,lcl_Mtruncatula_Medtr8g073880.1,1,6476,278,-4032
6477,mtr-miR5217,lcl_Mtruncatula_Medtr0016s0040.1,0,6477,1197,-10
6478,gma-miR394b-5p,lcl_Gmax_Glyma.05G004800.1,1,6478,236,-4033
6479,gma-miR5036,lcl_Gmax_Glyma.05G080300.4,0,6479,318,-546
6480,ath-miR822-5p,CNT2088120,1,6480,293,-4034
6481,ath-miR403-3p,NONATHT002203,0,6481,359,-4035
6482,mtr-miR2087-5p,lcl_Mtruncatula_Medtr3g065120.1,1,6482,1204,-4036
6483,mtr-miR171a,lcl_Mtruncatula_Medtr0152s0100.1,0,6483,291,-152
6484,gma-miR319n,lcl_Gmax_Glyma.17G056000.1,1,6484,1210,-4037
6485,gma-miR4387c,lcl_Gmax_Glyma.20G104100.1,0,6485,70,-1293
6486,ath-miR414,lcl_Athaliana_AT1G24580.1,1,6486,503,-4038
6487,ath-miR156a-5p,CNT2088149,0,6487,171,-4039
6488,mtr-miR171c,lcl_Mtruncatula_Medtr4g107140.1,1,6488,146,-4040
6489,mtr-miR2668,lcl_Mtruncatula_Medtr0152s0100.1,0,6489,78,-152
6490,gma-miR1511,lcl_Gmax_Glyma.19G206600.1,1,6490,363,-4041
6491,gma-miR2108b,lcl_Gmax_Glyma.20G169700.1,0,6491,1193,-1759
6492,ath-miR2936,CNT2087541,1,6492,943,-4042
6493,ath-miR829-5p,lcl_Athaliana_AT4G06493.1,0,6493,428,-4043
6494,mtr-miR5205a,lcl_Mtruncatula_Medtr7g092960.1,1,6494,418,-4044
6495,mtr-miR396a-5p,lcl_Mtruncatula_Medtr2g105230.5,0,6495,153,-1252
6496,gma-miR319h,lcl_Gmax_Glyma.05G110800.1,1,6496,274,-4045
6497,gma-miR1520k,lcl_Gmax_Glyma.08G202400.1,0,6497,1266,-804
6498,ath-miR8181,CNT2085569,1,6498,46,-4046
6499,ath-miR415,CNT2087834,0,6499,809,-4047
6500,mtr-miR164d,lcl_Mtruncatula_Medtr2g076260.1,1,6500,252,-4048
6501,mtr-miR2670a,lcl_Mtruncatula_Medtr2g023920.2,0,6501,572,-661
6502,gma-miR169i-5p,lcl_Gmax_Glyma.01G095800.1,1,6502,343,-4049
6503,gma-miR1520m,lcl_Gmax_Glyma.06G023700.1,0,6503,651,-427
6504,ath-miR853,CNT2087861,1,6504,431,-2640
6505,ath-miR8166,lcl_Athaliana_AT1G42888.1,0,6505,765,-4050
6506,mtr-miR5224b,lcl_Mtruncatula_Medtr0024s0120.1,1,6506,1022,-4051
6507,mtr-miR2676a,lcl_Mtruncatula_Medtr1g086180.1,0,6507,897,-524
6508,gma-miR319a,lcl_Gmax_Glyma.10G087900.1,1,6508,91,-4052
6509,gma-miR5035-5p,lcl_Gmax_Glyma.18G165100.1,0,6509,721,-364
6510,ath-miR858b,CNT2088589,1,6510,72,-4053
6511,ath-miR394a,CNT2087253,0,6511,716,-4054
6512,mtr-miR5225b,lcl_Mtruncatula_Medtr3g450610.1,1,6512,461,-633
6513,mtr-miR2662,lcl_Mtruncatula_Medtr8g022770.3,0,6513,1080,-288
6514,gma-miR5037d,lcl_Gmax_Glyma.10G010600.1,1,6514,85,-4055
6515,gma-miR4348b,lcl_Gmax_Glyma.19G119500.1,0,6515,1286,-349
6516,ath-miR2934-5p,NONATHT002389,1,6516,688,-4056
6517,ath-miR169b-3p,NONATHT003489,0,6517,558,-1529
6518,mtr-miR164a,lcl_Mtruncatula_Medtr6g038080.1,1,6518,633,-4057
6519,mtr-miR2635,lcl_Mtruncatula_Medtr5g084410.3,0,6519,136,-848
6520,gma-miR169i-3p,lcl_Gmax_Glyma.13G284500.1,1,6520,532,-4058
6521,gma-miR1519,lcl_Gmax_Glyma.20G157000.2,0,6521,835,-1918
6522,ath-miR168a-3p,lcl_Athaliana_AT2G11623.2,1,6522,167,-4059
6523,ath-miR8174,lcl_Athaliana_AT4G08016.1,0,6523,211,-4060
6524,mtr-miR5266,lcl_Mtruncatula_Medtr4g078770.4,1,6524,481,-4061
6525,mtr-miR5273,lcl_Mtruncatula_Medtr2g105240.5,0,6525,588,-406
6526,gma-miR4414b,lcl_Gmax_Glyma.11G196500.2,1,6526,165,-4062
6527,gma-miR9753,lcl_Gmax_Glyma.01G129800.1,0,6527,801,-125
6528,ath-miR8181,CNT2085961,1,6528,46,-4063
6529,ath-miR5648-5p,CNT2085371,0,6529,373,-4064
6530,mtr-miR399s-5p,lcl_Mtruncatula_Medtr3g108210.1,1,6530,513,-4065
6531,mtr-miR398a-5p,lcl_Mtruncatula_Medtr0105s0070.1,0,6531,720,-530
6532,gma-miR167e,lcl_Gmax_Glyma.02G114900.1,1,6532,1020,-4066
6533,gma-miR5042-5p,lcl_Gmax_Glyma.02G106000.7,0,6533,1214,-258
6534,ath-miR8181,lcl_Athaliana_AT4G08013.1,1,6534,46,-1502
6535,ath-miR167c-5p,CNT2088781,0,6535,739,-4067
6536,mtr-miR168b,lcl_Mtruncatula_Medtr6g036483.1,1,6536,158,-4068
6537,mtr-miR171a,lcl_Mtruncatula_Medtr7g102320.4,0,6537,291,-535
6538,gma-miR5032,lcl_Gmax_Glyma.15G225700.1,1,6538,485,-1842
6539,gma-miR1520l,lcl_Gmax_Glyma.18G165100.1,0,6539,1025,-364
6540,ath-miR8181,CNT2086579,1,6540,46,-4069
6541,ath-miR5024-5p,lcl_Athaliana_AT1G49440.1,0,6541,542,-4070
6542,mtr-miR5750,lcl_Mtruncatula_Medtr0115s0030.1,1,6542,798,-4071
6543,mtr-miR2088-3p,lcl_Mtruncatula_Medtr2g031430.1,0,6543,1050,-581
6544,gma-miR1517,lcl_Gmax_Glyma.12G037300.2,1,6544,932,-4072
6545,gma-miR5369,lcl_Gmax_Glyma.11G018900.1,0,6545,1094,-1386
6546,ath-miR157a-3p,lcl_Athaliana_AT3G18217.1,1,6546,649,-989
6547,ath-miR842,lcl_Athaliana_AT1G42727.1,0,6547,255,-4073
6548,mtr-miR5283,lcl_Mtruncatula_Medtr5g066220.1,1,6548,789,-4074
6549,mtr-miR5267a,lcl_Mtruncatula_Medtr2g105230.5,0,6549,316,-1252
6550,gma-miR4387b,lcl_Gmax_Glyma.09G007800.1,1,6550,137,-1440
6551,gma-miR1520n,lcl_Gmax_Glyma.11G013200.1,0,6551,1287,-1515
6552,ath-miR5638b,CNT2088506,1,6552,498,-4075
6553,ath-miR831-5p,lcl_Athaliana_AT5G42410.1,0,6553,460,-2404
6554,mtr-miR5284h,lcl_Mtruncatula_Medtr0083s0050.1,1,6554,465,-4076
6555,mtr-miR2680a,lcl_Mtruncatula_Medtr6g007970.1,0,6555,395,-454
6556,gma-miR9760,lcl_Gmax_Glyma.05G084000.1,1,6556,703,-4077
6557,gma-miR398b-5p,lcl_Gmax_Glyma.04G179600.1,0,6557,50,-756
6558,ath-miR164b-3p,lcl_Athaliana_AT3G48115.1,1,6558,752,-4078
6559,ath-miR846-3p,CNT2087616,0,6559,515,-4079
6560,mtr-miR2111g-3p,lcl_Mtruncatula_Medtr0291s0060.1,1,6560,1061,-906
6561,mtr-miR2638a,lcl_Mtruncatula_Medtr4g106400.1,0,6561,621,-180
6562,gma-miR169d,lcl_Gmax_Glyma.12G186100.1,1,6562,430,-4080
6563,gma-miR9731,lcl_Gmax_Glyma.15G240200.1,0,6563,1116,-316
6564,ath-miR172c,CNT2086673,1,6564,643,-4081
6565,ath-miR8184,CNT2087566,0,6565,1151,-4082
6566,mtr-miR2643a,lcl_Mtruncatula_Medtr2g014370.4,1,6566,1119,-4083
6567,mtr-miR1509b,lcl_Mtruncatula_Medtr7g096640.2,0,6567,1098,-544
6568,gma-miR5776,lcl_Gmax_Glyma.02G219600.1,1,6568,535,-4084
6569,gma-miR2109-3p,lcl_Gmax_Glyma.18G290700.3,0,6569,1229,-29
6570,ath-miR169f-3p,NONATHT001910,1,6570,737,-3026
6571,ath-miR827,lcl_Athaliana_AT4G33467.2,0,6571,519,-4085
6572,mtr-miR399b,lcl_Mtruncatula_Medtr8g099205.1,1,6572,579,-4007
6573,mtr-miR5284b,lcl_Mtruncatula_Medtr2g105240.5,0,6573,1000,-406
6574,gma-miR9752,lcl_Gmax_Glyma.04G025200.1,1,6574,469,-4086
6575,gma-miR5380c,lcl_Gmax_Glyma.15G180100.1,0,6575,1288,-137
6576,ath-miR773a,NONATHT002912,1,6576,826,-4087
6577,ath-miR5996,NONATHT001417,0,6577,566,-4088
6578,mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr5g078700.1,1,6578,715,-4089
6579,mtr-miR1509b,lcl_Mtruncatula_Medtr0101s0020.4,0,6579,1098,-92
6580,gma-miR396d,lcl_Gmax_Glyma.19G112000.1,1,6580,875,-4090
6581,gma-miR4409,lcl_Gmax_Glyma.10G256500.2,0,6581,149,-442
6582,ath-miR167d,NONATHT002929,1,6582,238,-4091
6583,ath-miR866-3p,CNT2088446,0,6583,537,-4092
6584,mtr-miR5741a,lcl_Mtruncatula_Medtr5g018540.1,1,6584,978,-4093
6585,mtr-miR5750,lcl_Mtruncatula_Medtr1g107440.5,0,6585,798,-169
6586,gma-miR4340,lcl_Gmax_Glyma.02G179200.1,1,6586,419,-4094
6587,gma-miR9722,lcl_Gmax_Glyma.16G092300.1,0,6587,1289,-201
6588,ath-miR8181,NONATHT002557,1,6588,46,-3233
6589,ath-miR5642a,CNT2086549,0,6589,916,-3353
6590,mtr-miR160a,lcl_Mtruncatula_Medtr4g070030.2,1,6590,152,-4095
6591,mtr-miR395g,lcl_Mtruncatula_Medtr0101s0020.3,0,6591,740,-676
6592,gma-miR1513a-5p,lcl_Gmax_Glyma.03G039000.1,1,6592,758,-4096
6593,gma-miR530a,lcl_Gmax_Glyma.06G038300.1,0,6593,411,-296
6594,ath-miR8168,CNT2088722,1,6594,221,-1289
6595,ath-miR861-3p,CNT2085893,0,6595,432,-4097
6596,mtr-miR171c,lcl_Mtruncatula_Medtr4g014100.1,1,6596,146,-462
6597,mtr-miR156d-3p,lcl_Mtruncatula_Medtr4g072130.1,0,6597,408,-671
6598,gma-miR482e,lcl_Gmax_Glyma.07G009200.1,1,6598,313,-4098
6599,gma-miR4389,lcl_Gmax_Glyma.10G187600.1,0,6599,170,-774
6600,ath-miR838,lcl_Athaliana_AT1G19396.3,1,6600,117,-4099
6601,ath-miR851-3p,NONATHT001579,0,6601,324,-4100
6602,mtr-miR1507-3p,lcl_Mtruncatula_Medtr4g051508.1,1,6602,569,-4101
6603,mtr-miR1509b,lcl_Mtruncatula_Medtr4g049300.2,0,6603,1098,-129
6604,gma-miR530a,lcl_Gmax_Glyma.12G056700.1,1,6604,411,-4102
6605,gma-miR166h-3p,lcl_Gmax_Glyma.02G160000.1,0,6605,466,-6
6606,ath-miR2938,CNT2088683,1,6606,708,-4103
6607,ath-miR5648-5p,CNT2086687,0,6607,373,-4104
6608,mtr-miR5298a,lcl_Mtruncatula_Medtr1g116290.1,1,6608,705,-4105
6609,mtr-miR5554a-5p,lcl_Mtruncatula_Medtr7g096640.2,0,6609,1114,-544
6610,gma-miR1524,lcl_Gmax_Glyma.13G141300.1,1,6610,444,-1758
6611,gma-miR167h,lcl_Gmax_Glyma.02G160000.1,0,6611,717,-6
6612,ath-miR839-5p,lcl_Athaliana_AT5G35490.1,1,6612,382,-4106
6613,ath-miR5999,lcl_Athaliana_AT5G55450.1,0,6613,1014,-4107
6614,mtr-miR156g-5p,lcl_Mtruncatula_Medtr2g014570.1,1,6614,360,-4108
6615,mtr-miR2644,lcl_Mtruncatula_Medtr5g081650.3,0,6615,1227,-56
6616,gma-miR4389,lcl_Gmax_Glyma.19G144300.1,1,6616,170,-4109
6617,gma-miR1520p,lcl_Gmax_Glyma.03G198900.1,0,6617,639,-597
6618,ath-miR8171,lcl_Athaliana_AT1G62075.1,1,6618,406,-4110
6619,ath-miR824-5p,NONATHT000181,0,6619,8,-3363
6620,mtr-miR5562-3p,lcl_Mtruncatula_Medtr7g095490.1,1,6620,9,-4111
6621,mtr-miR7697-3p,lcl_Mtruncatula_Medtr3g466420.1,0,6621,839,-210
6622,gma-miR168a,lcl_Gmax_Glyma.19G257100.1,1,6622,482,-4112
6623,gma-miR172b-5p,lcl_Gmax_Glyma.03G143300.1,0,6623,336,-176
6624,ath-miR779.1,CNT2085475,1,6624,582,-602
6625,ath-miR169g-3p,lcl_Athaliana_AT3G22022.1,0,6625,600,-4113
6626,mtr-miR166g-5p,lcl_Mtruncatula_Medtr5g020880.1,1,6626,894,-4114
6627,mtr-miR172d-5p,lcl_Mtruncatula_Medtr8g043400.3,0,6627,527,-62
6628,gma-miR10407d,lcl_Gmax_Glyma.14G047600.1,1,6628,1219,-1945
6629,gma-miR9737,lcl_Gmax_Glyma.02G143900.2,0,6629,510,-412
6630,ath-miR156i,lcl_Athaliana_AT3G18217.1,1,6630,1253,-989
6631,ath-miR856,lcl_Athaliana_AT1G47680.1,0,6631,731,-4115
6632,mtr-miR5247,lcl_Mtruncatula_Medtr2g059035.1,1,6632,108,-4116
6633,mtr-miR2597,lcl_Mtruncatula_Medtr8g087480.1,0,6633,601,-45
6634,gma-miR9748,lcl_Gmax_Glyma.14G086700.1,1,6634,517,-4117
6635,gma-miR319g,lcl_Gmax_Glyma.13G202700.1,0,6635,645,-217
6636,ath-miR408-5p,CNT2088089,1,6636,808,-4118
6637,ath-miR403-3p,NONATHT001749,0,6637,359,-4119
6638,mtr-miR164d,lcl_Mtruncatula_Medtr5g040060.1,1,6638,252,-392
6639,mtr-miR171h,lcl_Mtruncatula_Medtr1g107440.2,0,6639,1039,-141
6640,gma-miR9752,lcl_Gmax_Glyma.02G183200.1,1,6640,469,-4120
6641,gma-miR5668,lcl_Gmax_Glyma.02G248900.1,0,6641,1246,-2517
6642,ath-miR408-3p,NONATHT002815,1,6642,1185,-4121
6643,ath-miR8174,CNT2085785,0,6643,211,-4122
6644,mtr-miR2675,lcl_Mtruncatula_Medtr7g092350.1,1,6644,59,-4123
6645,mtr-miR4414a-5p,lcl_Mtruncatula_Medtr7g078390.1,0,6645,516,-294
6646,gma-miR5782,lcl_Gmax_Glyma.08G175300.1,1,6646,1222,-3201
6647,gma-miR5670a,lcl_Gmax_Glyma.07G051900.1,0,6647,1255,-937
6648,ath-miR2934-5p,CNT2086825,1,6648,688,-1490
6649,ath-miR156i,lcl_Athaliana_AT2G45860.1,0,6649,1253,-4124
6650,mtr-miR5556-5p,lcl_Mtruncatula_Medtr5g061260.1,1,6650,522,-4125
6651,mtr-miR2088-5p,lcl_Mtruncatula_Medtr2g031430.1,0,6651,1089,-581
6652,gma-miR5380c,lcl_Gmax_Glyma.11G205800.1,1,6652,1288,-4126
6653,gma-miR10442,lcl_Gmax_Glyma.20G107000.1,0,6653,796,-4002
6654,ath-miR8172,CNT2085297,1,6654,276,-4127
6655,ath-miR413,NONATHT003458,0,6655,1138,-4128
6656,mtr-miR2600b,lcl_Mtruncatula_Medtr8g106720.1,1,6656,335,-3734
6657,mtr-miR5285a,lcl_Mtruncatula_Medtr4g106400.1,0,6657,710,-180
6658,gma-miR4995,lcl_Gmax_Glyma.20G246000.1,1,6658,175,-4129
6659,gma-miR172i-3p,lcl_Gmax_Glyma.03G198900.1,0,6659,723,-597
6660,ath-miR779.1,CNT2086109,1,6660,582,-4130
6661,ath-miR827,CNT2086893,0,6661,519,-4131
6662,mtr-miR2644,lcl_Mtruncatula_Medtr2g022500.1,1,6662,1227,-4132
6663,mtr-miR7701-5p,lcl_Mtruncatula_Medtr2g009910.2,0,6663,1290,-74
6664,gma-miR4365,lcl_Gmax_Glyma.U003100.1,1,6664,416,-4133
6665,gma-miR1508a,lcl_Gmax_Glyma.05G010400.1,0,6665,992,-115
6666,ath-miR414,lcl_Athaliana_AT3G59860.1,1,6666,503,-4134
6667,ath-miR3932a,CNT2085791,0,6667,256,-4135
6668,mtr-miR2673a,lcl_Mtruncatula_Medtr4g052710.1,1,6668,31,-4136
6669,mtr-miR7697-3p,lcl_Mtruncatula_Medtr2g105230.5,0,6669,839,-1252
6670,gma-miR319g,lcl_Gmax_Glyma.01G171500.1,1,6670,645,-666
6671,gma-miR1531-5p,lcl_Gmax_Glyma.13G315600.1,0,6671,748,-478
6672,ath-miR170-3p,lcl_Athaliana_AT2G10730.1,1,6672,980,-4137
6673,ath-miR156b-3p,CNT2085650,0,6673,1073,-4138
6674,mtr-miR530,lcl_Mtruncatula_Medtr6g024000.1,1,6674,218,-4139
6675,mtr-miR2660,lcl_Mtruncatula_Medtr2g105240.5,0,6675,647,-406
6676,gma-miR399m,lcl_Gmax_Glyma.17G160200.1,1,6676,127,-4140
6677,gma-miR5675,lcl_Gmax_Glyma.18G210200.1,0,6677,699,-630
6678,ath-miR774a,CNT2086981,1,6678,145,-4141
6679,ath-miR8171,lcl_Athaliana_AT3G55570.1,0,6679,406,-4142
6680,mtr-miR5206a,lcl_Mtruncatula_Medtr2g451100.1,1,6680,257,-4143
6681,mtr-miR166g-5p,lcl_Mtruncatula_Medtr3g053460.2,0,6681,894,-107
6682,gma-miR4348d,lcl_Gmax_Glyma.18G156200.1,1,6682,1001,-3351
6683,gma-miR5780a,lcl_Gmax_Glyma.01G175700.1,0,6683,937,-18
6684,ath-miR172c,lcl_Athaliana_AT3G56500.1,1,6684,643,-4144
6685,ath-miR8121,NONATHT000940,0,6685,99,-4145
6686,mtr-miR408-5p,lcl_Mtruncatula_Medtr2g049680.1,1,6686,445,-4146
6687,mtr-miR395g,lcl_Mtruncatula_Medtr2g009910.2,0,6687,740,-74
6688,gma-miR5037c,lcl_Gmax_Glyma.09G058500.1,1,6688,885,-4147
6689,gma-miR10405a,lcl_Gmax_Glyma.12G173100.1,0,6689,557,-2059
6690,ath-miR168a-3p,CNT2085666,1,6690,167,-663
6691,ath-miR8178,CNT2089031,0,6691,896,-4148
6692,mtr-miR5284a,lcl_Mtruncatula_Medtr7g035440.1,1,6692,907,-4149
6693,mtr-miR2601,lcl_Mtruncatula_Medtr4g006610.1,0,6693,499,-262
6694,gma-miR5037a,lcl_Gmax_Glyma.16G153500.1,1,6694,661,-4150
6695,gma-miR4356,lcl_Gmax_Glyma.12G082900.1,0,6695,365,-1157
6696,ath-miR8168,lcl_Athaliana_AT1G28815.1,1,6696,221,-4151
6697,ath-miR844-5p,CNT2088352,0,6697,1291,-281
6698,mtr-miR2673a,lcl_Mtruncatula_Medtr1g070260.1,1,6698,31,-4152
6699,mtr-miR2607,lcl_Mtruncatula_Medtr7g102320.4,0,6699,694,-535
6700,gma-miR171c-3p,lcl_Gmax_Glyma.12G098500.1,1,6700,843,-4153
6701,gma-miR4402,lcl_Gmax_Glyma.08G328700.1,0,6701,1018,-1254
6702,ath-miR167d,lcl_Athaliana_AT5G24655.1,1,6702,238,-4154
6703,ath-miR166a-3p,CNT2086040,0,6703,1044,-4155
6704,mtr-miR399t-5p,lcl_Mtruncatula_Medtr3g082450.1,1,6704,243,-4156
6705,mtr-miR408-3p,lcl_Mtruncatula_Medtr4g115740.7,0,6705,990,-1018
6706,gma-miR156a,lcl_Gmax_Glyma.18G293400.2,1,6706,351,-880
6707,gma-miR1507b,lcl_Gmax_Glyma.02G106000.7,0,6707,368,-258
6708,ath-miR162a-5p,CNT2087427,1,6708,87,-2777
6709,ath-miR1886.2,CNT2085556,0,6709,530,-4157
6710,mtr-miR5233,lcl_Mtruncatula_Medtr8g041130.1,1,6710,452,-4158
6711,mtr-miR5253,lcl_Mtruncatula_Medtr2g031430.1,0,6711,1043,-581
6712,gma-miR164b,lcl_Gmax_Glyma.16G013700.1,1,6712,11,-1390
6713,gma-miR5670b,lcl_Gmax_Glyma.02G087300.1,0,6713,1150,-165
6714,ath-miR771,CNT2088020,1,6714,123,-4159
6715,ath-miR8170-5p,CNT2085156,0,6715,549,-4160
6716,mtr-miR5290,lcl_Mtruncatula_Medtr7g006440.1,1,6716,543,-1352
6717,mtr-miR2593e,lcl_Mtruncatula_Medtr4g059760.1,0,6717,458,-113
6718,gma-miR396g,lcl_Gmax_Glyma.11G224300.1,1,6718,547,-4161
6719,gma-miR9756,lcl_Gmax_Glyma.12G132700.1,0,6719,857,-686
6720,ath-miR8175,lcl_Athaliana_AT4G30450.1,1,6720,260,-4162
6721,ath-miR5998a,CNT2088344,0,6721,614,-4163
6722,mtr-miR172d-5p,lcl_Mtruncatula_Medtr5g040715.1,1,6722,527,-4164
6723,mtr-miR5283,lcl_Mtruncatula_Medtr0101s0020.2,0,6723,789,-39
6724,gma-miR169l-3p,lcl_Gmax_Glyma.09G189700.1,1,6724,28,-4165
6725,gma-miR172d,lcl_Gmax_Glyma.01G129800.1,0,6725,1263,-125
6726,ath-miR164a,NONATHT002868,1,6726,106,-4166
6727,ath-miR397a,lcl_Athaliana_AT5G44540.1,0,6727,690,-4167
6728,mtr-miR5276,lcl_Mtruncatula_Medtr2g102380.1,1,6728,298,-4168
6729,mtr-miR169a,lcl_Mtruncatula_Medtr0105s0070.1,0,6729,331,-530
6730,gma-miR160a-3p,lcl_Gmax_Glyma.07G194100.1,1,6730,1118,-4169
6731,gma-miR9760,lcl_Gmax_Glyma.10G187600.1,0,6731,703,-774
6732,ath-miR168a-5p,CNT2085807,1,6732,177,-4170
6733,ath-miR5014a-5p,CNT2088174,0,6733,404,-2085
6734,mtr-miR2663,lcl_Mtruncatula_Medtr7g012550.1,1,6734,561,-4171
6735,mtr-miR7696c-3p,lcl_Mtruncatula_Medtr4g043720.3,0,6735,509,-320
6736,gma-miR5764b,lcl_Gmax_Glyma.19G204900.1,1,6736,722,-1206
6737,gma-miR4374b,lcl_Gmax_Glyma.15G180100.1,0,6737,1192,-137
6738,ath-miR8169,CNT2088042,1,6738,884,-4172
6739,ath-miR420,CNT2088762,0,6739,456,-4173
6740,mtr-miR5557-3p,lcl_Mtruncatula_Medtr1g106935.1,1,6740,1117,-4174
6741,mtr-miR5227,lcl_Mtruncatula_Medtr7g090430.1,0,6741,1059,-33
6742,gma-miR169d,lcl_Gmax_Glyma.16G122900.1,1,6742,430,-4175
6743,gma-miR408a-5p,lcl_Gmax_Glyma.16G002000.1,0,6743,148,-2100
6744,ath-miR156a-5p,lcl_Athaliana_AT2G40085.1,1,6744,171,-3377
6745,ath-miR426,CNT2087155,0,6745,977,-4176
6746,mtr-miR5298b,lcl_Mtruncatula_Medtr2g100480.1,1,6746,1026,-4177
6747,mtr-miR5252,lcl_Mtruncatula_Medtr0101s0020.2,0,6747,682,-39
6748,gma-miR10442,lcl_Gmax_Glyma.20G068000.1,1,6748,796,-4178
6749,gma-miR4348c,lcl_Gmax_Glyma.06G214300.1,0,6749,1173,-154
6750,ath-miR771,CNT2088711,1,6750,123,-2301
6751,ath-miR5648-5p,CNT2087627,0,6751,373,-4179
6752,mtr-miR168a,lcl_Mtruncatula_Medtr7g052025.1,1,6752,73,-4180
6753,mtr-miR2651,lcl_Mtruncatula_Medtr4g049300.2,0,6753,603,-129
6754,gma-miR319n,lcl_Gmax_Glyma.13G114100.1,1,6754,1210,-4181
6755,gma-miR169s-5p,lcl_Gmax_Glyma.10G080700.1,0,6755,1292,-339
6756,ath-miR399e,CNT2087810,1,6756,785,-4182
6757,ath-miR8181,lcl_Athaliana_AT1G32928.1,0,6757,46,-4183
6758,mtr-miR164a,lcl_Mtruncatula_Medtr1728s0010.1,1,6758,633,-2246
6759,mtr-miR7696a-3p,lcl_Mtruncatula_Medtr8g074520.1,0,6759,147,-230
6760,gma-miR171i-3p,lcl_Gmax_Glyma.04G244500.1,1,6760,1198,-1023
6761,gma-miR482c-3p,lcl_Gmax_Glyma.02G248900.1,0,6761,258,-2517
6762,ath-miR8176,CNT2085241,1,6762,369,-4184
6763,ath-miR2936,lcl_Athaliana_AT5G28927.1,0,6763,943,-1287
6764,mtr-miR5270a,lcl_Mtruncatula_Medtr5g007080.1,1,6764,164,-4185
6765,mtr-miR2638a,lcl_Mtruncatula_Medtr7g111640.2,0,6765,621,-309
6766,gma-miR5036,lcl_Gmax_Glyma.10G188800.1,1,6766,318,-4186
6767,gma-miR4364a,lcl_Gmax_Glyma.15G108500.1,0,6767,768,-993
6768,ath-miR394b-3p,lcl_Athaliana_AT5G62575.2,1,6768,1030,-4187
6769,ath-miR829-5p,CNT2088865,0,6769,428,-4188
6770,mtr-miR5742,lcl_Mtruncatula_Medtr8g062630.1,1,6770,930,-4189
6771,mtr-miR5284h,lcl_Mtruncatula_Medtr1g086180.1,0,6771,465,-524
6772,gma-miR156k,lcl_Gmax_Glyma.14G146300.1,1,6772,902,-4190
6773,gma-miR10186a,lcl_Gmax_Glyma.15G108500.1,0,6773,245,-993
6774,ath-miR5020c,lcl_Athaliana_AT2G09790.1,1,6774,216,-4191
6775,ath-miR395a,NONATHT003459,0,6775,88,-4192
6776,mtr-miR2586a,lcl_Mtruncatula_Medtr7g022840.1,1,6776,15,-4193
6777,mtr-miR5214-5p,lcl_Mtruncatula_Medtr6g066100.2,0,6777,949,-376
6778,gma-miR9750-3p,lcl_Gmax_Glyma.16G004700.3,1,6778,962,-564
6779,gma-miR482c-5p,lcl_Gmax_Glyma.06G137500.1,0,6779,296,-52
6780,ath-miR156f-3p,CNT2086078,1,6780,951,-4194
6781,ath-miR163,lcl_Athaliana_AT2G09850.1,0,6781,662,-1097
6782,mtr-miR2600e,lcl_Mtruncatula_Medtr0421s0020.1,1,6782,1268,-4195
6783,mtr-miR5555-5p,lcl_Mtruncatula_Medtr8g095630.2,0,6783,1212,-147
6784,gma-miR5042-5p,lcl_Gmax_Glyma.19G075900.1,1,6784,1214,-2430
6785,gma-miR396h,lcl_Gmax_Glyma.10G052100.1,0,6785,92,-730
6786,ath-miR157c-3p,lcl_Athaliana_AT1G30975.1,1,6786,227,-4196
6787,ath-miR838,CNT2088948,0,6787,117,-4197
6788,mtr-miR5213-5p,lcl_Mtruncatula_Medtr4g077720.1,1,6788,1203,-4198
6789,mtr-miR2590h,lcl_Mtruncatula_Medtr1g054150.1,0,6789,1223,-22
6790,gma-miR319a,lcl_Gmax_Glyma.16G054000.1,1,6790,91,-2990
