,A,B,Label
8019,>mtr-miR2086-3p,>lcl|Mtruncatula_Medtr4g006610.1,0
8020,>gma-miR319n,>lcl|Gmax_Glyma.17G256800.1,1
8021,>gma-miR5780d,>lcl|Gmax_Glyma.10G256500.2,0
8022,>ath-miR394b-3p,>lcl|Athaliana_AT2G11460.1,1
8023,>ath-miR861-3p,>CNT2087456,0
8024,>mtr-miR2592bm-5p,>lcl|Mtruncatula_Medtr7g013900.1,1
8025,>mtr-miR7699-3p,>lcl|Mtruncatula_Medtr2g023920.2,0
8026,>gma-miR169s-5p,>lcl|Gmax_Glyma.20G080400.1,1
8027,>gma-miR1511,>lcl|Gmax_Glyma.19G234700.1,0
8028,>ath-miR5020c,>lcl|Athaliana_AT4G08135.1,1
8029,>ath-miR866-5p,>CNT2084832,0
8030,>mtr-miR4414a-5p,>lcl|Mtruncatula_Medtr1g051685.1,1
8031,>mtr-miR393a,>lcl|Mtruncatula_Medtr2g009910.2,0
8032,>gma-miR4416c-5p,>lcl|Gmax_Glyma.07G261100.1,1
8033,>gma-miR172b-5p,>lcl|Gmax_Glyma.06G207900.2,0
8034,>ath-miR838,>CNT2087442,1
8035,>ath-miR829-3p.2,>lcl|Athaliana_AT5G25570.2,0
8036,>mtr-miR319c-3p,>lcl|Mtruncatula_Medtr0030s0120.1,1
8037,>mtr-miR2645,>lcl|Mtruncatula_Medtr7g096640.2,0
8038,>gma-miR9749,>lcl|Gmax_Glyma.12G051600.1,1
8039,>gma-miR164b,>lcl|Gmax_Glyma.10G242900.1,0
8040,>ath-miR8181,>lcl|Athaliana_AT5G44578.1,1
8041,>ath-miR8178,>CNT2087863,0
8042,>mtr-miR4414a-3p,>lcl|Mtruncatula_Medtr1g008630.1,1
8043,>mtr-miR5206a,>lcl|Mtruncatula_Medtr2g009910.1,0
8044,>gma-miR390e,>lcl|Gmax_Glyma.14G082400.1,1
8045,>gma-miR4413b,>lcl|Gmax_Glyma.08G328700.1,0
8046,>ath-miR167a-5p,>CNT2085378,1
8047,>ath-miR5014a-3p,>NONATHT001563,0
8048,>mtr-miR2592bl-5p,>lcl|Mtruncatula_Medtr2g022400.1,1
8049,>mtr-miR5749,>lcl|Mtruncatula_Medtr7g096640.2,0
8050,>gma-miR4367,>lcl|Gmax_Glyma.16G055500.1,1
8051,>gma-miR5031,>lcl|Gmax_Glyma.04G106700.1,0
8052,>ath-miR157a-3p,>CNT2085823,1
8053,>ath-miR5641,>NONATHT001269,0
8054,>mtr-miR5214-3p,>lcl|Mtruncatula_Medtr3g008525.1,1
8055,>mtr-miR5219,>lcl|Mtruncatula_Medtr2g023920.2,0
8056,>gma-miR168a,>lcl|Gmax_Glyma.14G158400.1,1
8057,>gma-miR1520j,>lcl|Gmax_Glyma.05G080300.2,0
8058,>ath-miR8172,>lcl|Athaliana_AT4G04276.1,1
8059,>ath-miR869.1,>CNT2086311,0
8060,>mtr-miR156g-3p,>lcl|Mtruncatula_Medtr8g072145.1,1
8061,>mtr-miR2677,>lcl|Mtruncatula_Medtr8g087480.1,0
8062,>gma-miR172h-5p,>lcl|Gmax_Glyma.07G169300.1,1
8063,>gma-miR1529,>lcl|Gmax_Glyma.15G103000.1,0
8064,>ath-miR319a,>lcl|Athaliana_AT2G13180.1,1
8065,>ath-miR8121,>lcl|Athaliana_AT5G32037.1,0
8066,>mtr-miR166b,>lcl|Mtruncatula_Medtr5g092780.1,1
8067,>mtr-miR2590a,>lcl|Mtruncatula_Medtr3g109685.1,0
8068,>gma-miR1520f-5p,>lcl|Gmax_Glyma.02G050000.1,1
8069,>gma-miR1517,>lcl|Gmax_Glyma.02G106000.7,0
8070,>ath-miR5665,>NONATHT001239,1
8071,>ath-miR416,>CNT2089097,0
8072,>mtr-miR168a,>lcl|Mtruncatula_Medtr7g024830.1,1
8073,>mtr-miR5563-3p,>lcl|Mtruncatula_Medtr5g081650.3,0
8074,>gma-miR4995,>lcl|Gmax_Glyma.20G147500.1,1
8075,>gma-miR4378a,>lcl|Gmax_Glyma.16G020900.1,0
8076,>ath-miR8168,>CNT2087486,1
8077,>ath-miR834,>CNT2088264,0
8078,>mtr-miR168a,>lcl|Mtruncatula_Medtr3g050560.1,1
8079,>mtr-miR169f,>lcl|Mtruncatula_Medtr3g053460.2,0
8080,>gma-miR168b,>lcl|Gmax_Glyma.19G257100.1,1
8081,>gma-miR4349-3p,>lcl|Gmax_Glyma.05G080300.3,0
8082,>ath-miR832-5p,>NONATHT000187,1
8083,>ath-miR408-5p,>lcl|Athaliana_AT5G27035.1,0
8084,>mtr-miR396b-5p,>lcl|Mtruncatula_Medtr3g464800.1,1
8085,>mtr-miR2616,>lcl|Mtruncatula_Medtr7g096640.2,0
8086,>gma-miR167a,>lcl|Gmax_Glyma.12G143500.1,1
8087,>gma-miR171d,>lcl|Gmax_Glyma.01G175700.9,0
8088,>ath-miR167a-5p,>CNT2088265,1
8089,>ath-miR5019,>lcl|Athaliana_AT1G34792.1,0
8090,>mtr-miR399t-5p,>lcl|Mtruncatula_Medtr8g089560.1,1
8091,>mtr-miR396a-3p,>lcl|Mtruncatula_Medtr3g109685.1,0
8092,>gma-miR408d,>lcl|Gmax_Glyma.19G078500.1,1
8093,>gma-miR4404,>lcl|Gmax_Glyma.10G242900.1,0
8094,>ath-miR167a-5p,>CNT2086333,1
8095,>ath-miR5660,>lcl|Athaliana_AT5G28937.1,0
8096,>mtr-miR5270a,>lcl|Mtruncatula_Medtr5g012140.1,1
8097,>mtr-miR164d,>lcl|Mtruncatula_Medtr5g074570.1,0
8098,>gma-miR171h,>lcl|Gmax_Glyma.01G077800.1,1
8099,>gma-miR319a,>lcl|Gmax_Glyma.18G073900.1,0
8100,>ath-miR156c-3p,>CNT2088574,1
8101,>ath-miR426,>NONATHT000559,0
8102,>mtr-miR168b,>lcl|Mtruncatula_Medtr7g077323.1,1
8103,>mtr-miR5286b,>lcl|Mtruncatula_Medtr7g078390.1,0
8104,>gma-miR319d,>lcl|Gmax_Glyma.02G266500.1,1
8105,>gma-miR408b-5p,>lcl|Gmax_Glyma.07G051900.1,0
8106,>ath-miR8181,>NONATHT001359,1
8107,>ath-miR4240,>CNT2086802,0
8108,>mtr-miR5233,>lcl|Mtruncatula_Medtr1g045660.2,1
8109,>mtr-miR167b-3p,>lcl|Mtruncatula_Medtr4g049300.2,0
8110,>gma-miR172h-5p,>lcl|Gmax_Glyma.03G154300.1,1
8111,>gma-miR5678,>lcl|Gmax_Glyma.07G054300.1,0
8112,>ath-miR5020b,>CNT2086822,1
8113,>ath-miR426,>CNT2087823,0
8114,>mtr-miR2673a,>lcl|Mtruncatula_Medtr3g437750.1,1
8115,>mtr-miR5744,>lcl|Mtruncatula_Medtr4g115740.7,0
8116,>gma-miR530a,>lcl|Gmax_Glyma.13G227500.1,1
8117,>gma-miR1514a-3p,>lcl|Gmax_Glyma.16G055000.2,0
8118,>ath-miR856,>CNT2086220,1
8119,>ath-miR8167a,>lcl|Athaliana_AT2G19146.1,0
8120,>mtr-miR2602a,>lcl|Mtruncatula_Medtr7g076630.1,1
8121,>mtr-miR5232,>lcl|Mtruncatula_Medtr0105s0070.1,0
8122,>gma-miR393h,>lcl|Gmax_Glyma.18G068600.1,1
8123,>gma-miR171n,>lcl|Gmax_Glyma.02G143900.2,0
8124,>ath-miR5660,>CNT2087449,1
8125,>ath-miR5017-5p,>CNT2087871,0
8126,>mtr-miR5266,>lcl|Mtruncatula_Medtr1g051945.1,1
8127,>mtr-miR5298d,>lcl|Mtruncatula_Medtr1g095390.2,0
8128,>gma-miR169e,>lcl|Gmax_Glyma.18G091900.1,1
8129,>gma-miR159d,>lcl|Gmax_Glyma.01G175700.7,0
8130,>ath-miR160a-5p,>lcl|Athaliana_AT5G19710.1,1
8131,>ath-miR415,>CNT2086942,0
8132,>mtr-miR7697-3p,>lcl|Mtruncatula_Medtr2g023190.1,1
8133,>mtr-miR5209,>lcl|Mtruncatula_Medtr7g111640.3,0
8134,>gma-miR166a-3p,>lcl|Gmax_Glyma.08G077000.1,1
8135,>gma-miR9722,>lcl|Gmax_Glyma.05G013600.1,0
8136,>ath-miR8168,>CNT2088263,1
8137,>ath-miR158a-5p,>NONATHT002727,0
8138,>mtr-miR2586b,>lcl|Mtruncatula_Medtr1539s0010.1,1
8139,>mtr-miR2598,>lcl|Mtruncatula_Medtr1g086180.1,0
8140,>gma-miR5766,>lcl|Gmax_Glyma.17G123200.1,1
8141,>gma-miR2111a,>lcl|Gmax_Glyma.01G129800.1,0
8142,>ath-miR162a-5p,>CNT2087916,1
8143,>ath-miR8179,>lcl|Athaliana_AT5G28464.1,0
8144,>mtr-miR4414a-5p,>lcl|Mtruncatula_Medtr7g115320.1,1
8145,>mtr-miR2662,>lcl|Mtruncatula_Medtr0101s0020.3,0
8146,>gma-miR4397-5p,>lcl|Gmax_Glyma.11G156000.1,1
8147,>gma-miR156e,>lcl|Gmax_Glyma.01G175700.9,0
8148,>ath-miR5653,>CNT2086641,1
8149,>ath-miR162a-5p,>CNT2085604,0
8150,>mtr-miR5284a,>lcl|Mtruncatula_Medtr3g065605.1,1
8151,>mtr-miR2642,>lcl|Mtruncatula_Medtr3g466420.1,0
8152,>gma-miR5673,>lcl|Gmax_Glyma.01G034500.1,1
8153,>gma-miR5374-3p,>lcl|Gmax_Glyma.01G175700.8,0
8154,>ath-miR159c,>CNT2085957,1
8155,>ath-miR870-5p,>lcl|Athaliana_AT4G22800.1,0
8156,>mtr-miR2620,>lcl|Mtruncatula_Medtr4g007450.1,1
8157,>mtr-miR169d-3p,>lcl|Mtruncatula_Medtr3g050170.1,0
8158,>gma-miR1520n,>lcl|Gmax_Glyma.10G140600.1,1
8159,>gma-miR169l-3p,>lcl|Gmax_Glyma.03G199800.1,0
8160,>ath-miR5020a,>CNT2088823,1
8161,>ath-miR841b-5p,>CNT2086014,0
8162,>mtr-miR168c-3p,>lcl|Mtruncatula_Medtr8g464730.1,1
8163,>mtr-miR5222,>lcl|Mtruncatula_Medtr4g115740.7,0
8164,>gma-miR4398,>lcl|Gmax_Glyma.10G189800.1,1
8165,>gma-miR168a,>lcl|Gmax_Glyma.15G110100.1,0
8166,>ath-miR771,>CNT2088701,1
8167,>ath-miR822-3p,>CNT2085625,0
8168,>mtr-miR2600e,>lcl|Mtruncatula_Medtr6g048240.1,1
8169,>mtr-miR5225b,>lcl|Mtruncatula_Medtr4g053180.2,0
8170,>gma-miR2118a-5p,>lcl|Gmax_Glyma.16G113400.1,1
8171,>gma-miR4378b,>lcl|Gmax_Glyma.04G163500.1,0
8172,>ath-miR398a-5p,>NONATHT000214,1
8173,>ath-miR4245,>CNT2087814,0
8174,>mtr-miR5276,>lcl|Mtruncatula_Medtr7g014710.1,1
8175,>mtr-miR172c-5p,>lcl|Mtruncatula_Medtr5g015470.1,0
8176,>gma-miR395d,>lcl|Gmax_Glyma.08G091100.1,1
8177,>gma-miR4408,>lcl|Gmax_Glyma.02G310500.1,0
8178,>ath-miR8176,>CNT2087948,1
8179,>ath-miR829-3p.2,>lcl|Athaliana_AT2G09810.1,0
8180,>mtr-miR2086-5p,>lcl|Mtruncatula_Medtr7g099670.1,1
8181,>mtr-miR2621,>lcl|Mtruncatula_Medtr5g048060.2,0
8182,>gma-miR1510a-3p,>lcl|Gmax_Glyma.19G140500.1,1
8183,>gma-miR9724b,>lcl|Gmax_Glyma.07G094600.1,0
8184,>ath-miR5020c,>lcl|Athaliana_AT3G21352.1,1
8185,>ath-miR5666,>lcl|Athaliana_AT5G32510.2,0
8186,>mtr-miR166c,>lcl|Mtruncatula_Medtr3g437420.2,1
8187,>mtr-miR2612,>lcl|Mtruncatula_Medtr0101s0020.3,0
8188,>gma-miR4355,>lcl|Gmax_Glyma.01G000500.1,1
8189,>gma-miR390b-3p,>lcl|Gmax_Glyma.01G071500.1,0
8190,>ath-miR832-5p,>NONATHT000541,1
8191,>ath-miR5024-5p,>lcl|Athaliana_AT4G06632.1,0
8192,>mtr-miR482-5p,>lcl|Mtruncatula_Medtr7g034205.1,1
8193,>mtr-miR5251,>lcl|Mtruncatula_Medtr0152s0100.1,0
8194,>gma-miR9763,>lcl|Gmax_Glyma.04G153100.1,1
8195,>gma-miR172k,>lcl|Gmax_Glyma.06G248000.1,0
8196,>ath-miR5022,>CNT2086046,1
8197,>ath-miR852,>NONATHT001938,0
8198,>mtr-miR168b,>lcl|Mtruncatula_Medtr2g037820.1,1
8199,>mtr-miR5562-3p,>lcl|Mtruncatula_Medtr7g096640.2,0
8200,>gma-miR10427a,>lcl|Gmax_Glyma.01G119000.1,1
8201,>gma-miR4377,>lcl|Gmax_Glyma.06G137500.1,0
8202,>ath-miR845a,>CNT2085965,1
8203,>ath-miR868-3p,>CNT2085409,0
8204,>mtr-miR2656a,>lcl|Mtruncatula_Medtr0292s0020.1,1
8205,>mtr-miR5239,>lcl|Mtruncatula_Medtr4g059760.1,0
8206,>gma-miR2118a-5p,>lcl|Gmax_Glyma.19G204900.1,1
8207,>gma-miR10193e,>lcl|Gmax_Glyma.19G197400.1,0
8208,>ath-miR169f-3p,>lcl|Athaliana_AT3G26813.1,1
8209,>ath-miR426,>lcl|Athaliana_AT4G05340.1,0
8210,>mtr-miR5233,>lcl|Mtruncatula_Medtr6g075925.1,1
8211,>mtr-miR1509a-3p,>lcl|Mtruncatula_Medtr1g054150.1,0
8212,>gma-miR4393b,>lcl|Gmax_Glyma.03G139400.1,1
8213,>gma-miR5761a,>lcl|Gmax_Glyma.20G157000.2,0
8214,>ath-miR408-5p,>CNT2086663,1
8215,>ath-miR5641,>NONATHT001452,0
8216,>mtr-miR169f,>lcl|Mtruncatula_Medtr2g090495.1,1
8217,>mtr-miR530,>lcl|Mtruncatula_Medtr3g117730.1,0
8218,>gma-miR482e,>lcl|Gmax_Glyma.06G298700.1,1
8219,>gma-miR5776,>lcl|Gmax_Glyma.13G278900.4,0
8220,>ath-miR835-3p,>lcl|Athaliana_AT1G44414.1,1
8221,>ath-miR852,>CNT2087950,0
8222,>mtr-miR399s-5p,>lcl|Mtruncatula_Medtr3g098700.1,1
8223,>mtr-miR5554a-3p,>lcl|Mtruncatula_Medtr8g087480.1,0
8224,>gma-miR172d,>lcl|Gmax_Glyma.12G057500.1,1
8225,>gma-miR1519,>lcl|Gmax_Glyma.19G045000.1,0
8226,>ath-miR159a,>lcl|Athaliana_AT1G63960.1,1
8227,>ath-miR5019,>CNT2088073,0
8228,>mtr-miR2589,>lcl|Mtruncatula_Medtr0807s0010.1,1
8229,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr0101s0020.3,0
8230,>gma-miR167e,>lcl|Gmax_Glyma.08G219600.1,1
8231,>gma-miR4390,>lcl|Gmax_Glyma.01G071500.1,0
8232,>ath-miR173-5p,>lcl|Athaliana_AT5G53650.1,1
8233,>ath-miR170-5p,>CNT2088351,0
8234,>mtr-miR5562-3p,>lcl|Mtruncatula_Medtr7g114230.1,1
8235,>mtr-miR2662,>lcl|Mtruncatula_Medtr5g081650.3,0
8236,>gma-miR482e,>lcl|Gmax_Glyma.01G038900.1,1
8237,>gma-miR1514a-5p,>lcl|Gmax_Glyma.16G121100.1,0
8238,>ath-miR401,>NONATHT001806,1
8239,>ath-miR5628,>CNT2087337,0
8240,>mtr-miR482-5p,>lcl|Mtruncatula_Medtr4g064580.1,1
8241,>mtr-miR156g-5p,>lcl|Mtruncatula_Medtr0105s0070.1,0
8242,>gma-miR319a,>lcl|Gmax_Glyma.15G058500.1,1
8243,>gma-miR5786,>lcl|Gmax_Glyma.01G175700.8,0
8244,>ath-miR1886.1,>CNT2088053,1
8245,>ath-miR160c-3p,>CNT2087870,0
8246,>mtr-miR2608,>lcl|Mtruncatula_Medtr2g050100.1,1
8247,>mtr-miR2609a,>lcl|Mtruncatula_Medtr0016s0040.1,0
8248,>gma-miR399l,>lcl|Gmax_Glyma.08G177700.1,1
8249,>gma-miR395d,>lcl|Gmax_Glyma.10G256400.1,0
8250,>ath-miR8167a,>CNT2088695,1
8251,>ath-miR861-3p,>lcl|Athaliana_AT3G27027.1,0
8252,>mtr-miR5746,>lcl|Mtruncatula_Medtr7g024590.1,1
8253,>mtr-miR2661,>lcl|Mtruncatula_Medtr0105s0070.1,0
8254,>gma-miR5037d,>lcl|Gmax_Glyma.03G046200.1,1
8255,>gma-miR398b-5p,>lcl|Gmax_Glyma.01G015700.1,0
8256,>ath-miR5020b,>lcl|Athaliana_AT3G54085.1,1
8257,>ath-miR8182,>lcl|Athaliana_AT4G16935.1,0
8258,>mtr-miR156g-3p,>lcl|Mtruncatula_Medtr8g039850.1,1
8259,>mtr-miR5563-5p,>lcl|Mtruncatula_Medtr0105s0070.1,0
8260,>gma-miR1507c-5p,>lcl|Gmax_Glyma.13G249500.1,1
8261,>gma-miR10447,>lcl|Gmax_Glyma.01G175700.3,0
8262,>ath-miR854a,>CNT2088314,1
8263,>ath-miR419,>CNT2086163,0
8264,>mtr-miR171d,>lcl|Mtruncatula_Medtr4g132873.1,1
8265,>mtr-miR171f,>lcl|Mtruncatula_Medtr4g059760.1,0
8266,>gma-miR5786,>lcl|Gmax_Glyma.14G124600.1,1
8267,>gma-miR10407c,>lcl|Gmax_Glyma.10G033300.1,0
8268,>ath-miR5644,>lcl|Athaliana_AT2G24285.1,1
8269,>ath-miR865-5p,>CNT2085702,0
8270,>mtr-miR2617a,>lcl|Mtruncatula_Medtr4g461090.1,1
8271,>mtr-miR396a-3p,>lcl|Mtruncatula_Medtr2g031430.1,0
8272,>gma-miR10191,>lcl|Gmax_Glyma.10G206700.1,1
8273,>gma-miR1512a-3p,>lcl|Gmax_Glyma.15G168400.1,0
8274,>ath-miR854a,>CNT2085877,1
8275,>ath-miR415,>lcl|Athaliana_AT1G55205.1,0
8276,>mtr-miR2591,>lcl|Mtruncatula_Medtr8g079930.1,1
8277,>mtr-miR2588a,>lcl|Mtruncatula_Medtr1g107440.2,0
8278,>gma-miR10199,>lcl|Gmax_Glyma.10G016800.1,1
8279,>gma-miR9759,>lcl|Gmax_Glyma.04G014200.1,0
8280,>ath-miR165a-3p,>CNT2088085,1
8281,>ath-miR406,>lcl|Athaliana_AT3G51075.1,0
8282,>mtr-miR399d,>lcl|Mtruncatula_Medtr6g045593.1,1
8283,>mtr-miR2592bm-3p,>lcl|Mtruncatula_Medtr2g031430.1,0
8284,>gma-miR9754,>lcl|Gmax_Glyma.15G195300.1,1
8285,>gma-miR169n-3p,>lcl|Gmax_Glyma.10G256500.1,0
8286,>ath-miR164c-5p,>lcl|Athaliana_AT5G02580.1,1
8287,>ath-miR158a-5p,>CNT2085415,0
8288,>mtr-miR5229a,>lcl|Mtruncatula_Medtr4g093810.1,1
8289,>mtr-miR5222,>lcl|Mtruncatula_Medtr7g096640.2,0
8290,>gma-miR5037c,>lcl|Gmax_Glyma.13G025400.1,1
8291,>gma-miR5037b,>lcl|Gmax_Glyma.20G157000.2,0
8292,>ath-miR771,>CNT2088708,1
8293,>ath-miR413,>lcl|Athaliana_AT2G11504.1,0
8294,>mtr-miR399q,>lcl|Mtruncatula_Medtr5g032920.1,1
8295,>mtr-miR167b-3p,>lcl|Mtruncatula_Medtr1g086180.2,0
8296,>gma-miR160a-5p,>lcl|Gmax_Glyma.04G038300.1,1
8297,>gma-miR5372,>lcl|Gmax_Glyma.17G124000.1,0
8298,>ath-miR160c-3p,>NONATHT002369,1
8299,>ath-miR867,>lcl|Athaliana_AT5G31821.1,0
8300,>mtr-miR399j,>lcl|Mtruncatula_Medtr1g017330.1,1
8301,>mtr-miR2670f,>lcl|Mtruncatula_Medtr4g072130.1,0
8302,>gma-miR482b-5p,>lcl|Gmax_Glyma.08G004000.1,1
8303,>gma-miR4345,>lcl|Gmax_Glyma.03G199800.1,0
8304,>ath-miR1886.2,>lcl|Athaliana_AT1G62886.1,1
8305,>ath-miR867,>CNT2086861,0
8306,>mtr-miR5286a,>lcl|Mtruncatula_Medtr3g435560.1,1
8307,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr5g081650.3,0
8308,>gma-miR2606a,>lcl|Gmax_Glyma.10G129300.1,1
8309,>gma-miR9741,>lcl|Gmax_Glyma.16G055000.2,0
8310,>ath-miR156b-3p,>lcl|Athaliana_AT5G26233.1,1
8311,>ath-miR5027,>CNT2088136,0
8312,>mtr-miR399s-5p,>lcl|Mtruncatula_Medtr7g085380.1,1
8313,>mtr-miR2636,>lcl|Mtruncatula_Medtr7g111640.3,0
8314,>gma-miR399m,>lcl|Gmax_Glyma.16G067100.1,1
8315,>gma-miR5785,>lcl|Gmax_Glyma.18G078100.1,0
8316,>ath-miR8182,>lcl|Athaliana_AT2G41231.2,1
8317,>ath-miR1887,>CNT2088488,0
8318,>mtr-miR156g-3p,>lcl|Mtruncatula_Medtr5g053850.1,1
8319,>mtr-miR7701-5p,>lcl|Mtruncatula_Medtr1g054150.1,0
8320,>gma-miR319a,>lcl|Gmax_Glyma.18G277700.1,1
8321,>gma-miR10426,>lcl|Gmax_Glyma.12G061000.1,0
8322,>ath-miR401,>CNT2085193,1
8323,>ath-miR827,>NONATHT003514,0
8324,>mtr-miR2673a,>lcl|Mtruncatula_Medtr7g064050.1,1
8325,>mtr-miR2591,>lcl|Mtruncatula_Medtr4g035885.1,0
8326,>gma-miR5044,>lcl|Gmax_Glyma.04G216800.1,1
8327,>gma-miR164a,>lcl|Gmax_Glyma.06G137500.1,0
8328,>ath-miR394b-3p,>CNT2087713,1
8329,>ath-miR841a-3p,>NONATHT002034,0
8330,>mtr-miR1510a-3p,>lcl|Mtruncatula_Medtr3g092425.1,1
8331,>mtr-miR2604,>lcl|Mtruncatula_Medtr5g048060.2,0
8332,>gma-miR169c,>lcl|Gmax_Glyma.20G080400.1,1
8333,>gma-miR4409,>lcl|Gmax_Glyma.12G162900.1,0
8334,>ath-miR397b,>CNT2087839,1
8335,>ath-miR8179,>CNT2086241,0
8336,>mtr-miR5266,>lcl|Mtruncatula_Medtr6g033500.1,1
8337,>mtr-miR169g,>lcl|Mtruncatula_Medtr5g084410.2,0
8338,>gma-miR5044,>lcl|Gmax_Glyma.05G201600.1,1
8339,>gma-miR4393a,>lcl|Gmax_Glyma.12G132700.1,0
8340,>ath-miR831-5p,>lcl|Athaliana_AT1G69050.1,1
8341,>ath-miR5648-5p,>lcl|Athaliana_AT3G43528.1,0
8342,>mtr-miR2673a,>lcl|Mtruncatula_Medtr8g092425.1,1
8343,>mtr-miR5285a,>lcl|Mtruncatula_Medtr3g117730.1,0
8344,>gma-miR319f,>lcl|Gmax_Glyma.19G035000.1,1
8345,>gma-miR10407a,>lcl|Gmax_Glyma.03G084100.2,0
8346,>ath-miR472-3p,>lcl|Athaliana_AT2G20597.1,1
8347,>ath-miR5641,>CNT2088203,0
8348,>mtr-miR2640,>lcl|Mtruncatula_Medtr1g476010.1,1
8349,>mtr-miR2597,>lcl|Mtruncatula_Medtr4g006610.1,0
8350,>gma-miR482e,>lcl|Gmax_Glyma.13G065100.1,1
8351,>gma-miR4387e,>lcl|Gmax_Glyma.06G207900.2,0
8352,>ath-miR168a-3p,>lcl|Athaliana_AT3G09280.1,1
8353,>ath-miR844-3p,>CNT2088970,0
8354,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr4g130260.1,1
8355,>mtr-miR156h-3p,>lcl|Mtruncatula_Medtr0152s0100.1,0
8356,>gma-miR2118a-5p,>lcl|Gmax_Glyma.08G342700.1,1
8357,>gma-miR4997,>lcl|Gmax_Glyma.04G106700.1,0
8358,>ath-miR160a-3p,>CNT2085309,1
8359,>ath-miR829-3p.2,>lcl|Athaliana_AT1G72645.1,0
8360,>mtr-miR2647a,>lcl|Mtruncatula_Medtr4g086230.1,1
8361,>mtr-miR5239,>lcl|Mtruncatula_Medtr3g050170.1,0
8362,>gma-miR398a,>lcl|Gmax_Glyma.18G174300.1,1
8363,>gma-miR408b-5p,>lcl|Gmax_Glyma.10G052100.1,0
8364,>ath-miR854a,>lcl|Athaliana_AT4G14548.1,1
8365,>ath-miR1887,>lcl|Athaliana_AT2G02205.1,0
8366,>mtr-miR169a,>lcl|Mtruncatula_Medtr5g087270.1,1
8367,>mtr-miR156c-3p,>lcl|Mtruncatula_Medtr4g006610.1,0
8368,>gma-miR1523b,>lcl|Gmax_Glyma.12G176700.1,1
8369,>gma-miR9729,>lcl|Gmax_Glyma.03G179400.1,0
8370,>ath-miR162a-5p,>CNT2087258,1
8371,>ath-miR5664,>lcl|Athaliana_AT2G31902.1,0
8372,>mtr-miR5254,>lcl|Mtruncatula_Medtr6g464700.1,1
8373,>mtr-miR5224a,>lcl|Mtruncatula_Medtr0101s0020.2,0
8374,>gma-miR169l-3p,>lcl|Gmax_Glyma.02G189900.1,1
8375,>gma-miR4406,>lcl|Gmax_Glyma.13G202700.1,0
8376,>ath-miR8176,>CNT2087943,1
8377,>ath-miR403-5p,>CNT2087478,0
8378,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr5g020830.1,1
8379,>mtr-miR5279,>lcl|Mtruncatula_Medtr8g087480.1,0
8380,>gma-miR167k,>lcl|Gmax_Glyma.10G144400.1,1
8381,>gma-miR5772,>lcl|Gmax_Glyma.06G137500.1,0
8382,>ath-miR8181,>lcl|Athaliana_AT5G09445.1,1
8383,>ath-miR5631,>CNT2086433,0
8384,>mtr-miR5233,>lcl|Mtruncatula_Medtr2g438560.1,1
8385,>mtr-miR2621,>lcl|Mtruncatula_Medtr2g031430.1,0
8386,>gma-miR5774a,>lcl|Gmax_Glyma.14G081900.1,1
8387,>gma-miR5762,>lcl|Gmax_Glyma.11G157900.1,0
8388,>ath-miR2112-5p,>NONATHT001733,1
8389,>ath-miR418,>CNT2087252,0
8390,>mtr-miR172a,>lcl|Mtruncatula_Medtr6g086365.1,1
8391,>mtr-miR5242,>lcl|Mtruncatula_Medtr4g106400.1,0
8392,>gma-miR5767,>lcl|Gmax_Glyma.17G075600.1,1
8393,>gma-miR171n,>lcl|Gmax_Glyma.01G175700.8,0
8394,>ath-miR780.2,>lcl|Athaliana_AT5G55290.2,1
8395,>ath-miR169b-3p,>CNT2085125,0
8396,>mtr-miR5291a,>lcl|Mtruncatula_Medtr7g095620.1,1
8397,>mtr-miR5555-3p,>lcl|Mtruncatula_Medtr5g048060.2,0
8398,>gma-miR167g,>lcl|Gmax_Glyma.12G143500.1,1
8399,>gma-miR5770c,>lcl|Gmax_Glyma.14G072000.1,0
8400,>ath-miR157c-3p,>CNT2085981,1
8401,>ath-miR8174,>lcl|Athaliana_AT2G27775.1,0
8402,>mtr-miR5215,>lcl|Mtruncatula_Medtr2g090275.1,1
8403,>mtr-miR5254,>lcl|Mtruncatula_Medtr0152s0100.1,0
8404,>gma-miR5380c,>lcl|Gmax_Glyma.09G215500.1,1
8405,>gma-miR1507c-3p,>lcl|Gmax_Glyma.18G018700.1,0
8406,>ath-miR845b,>CNT2084939,1
8407,>ath-miR168b-3p,>lcl|Athaliana_AT1G43195.1,0
8408,>mtr-miR159b,>lcl|Mtruncatula_Medtr6g052040.1,1
8409,>mtr-miR5037a,>lcl|Mtruncatula_Medtr2g105230.5,0
8410,>gma-miR408d,>lcl|Gmax_Glyma.19G064400.1,1
8411,>gma-miR5762,>lcl|Gmax_Glyma.13G138800.1,0
8412,>ath-miR5665,>NONATHT003095,1
8413,>ath-miR400,>lcl|Athaliana_AT5G18850.1,0
8414,>mtr-miR5273,>lcl|Mtruncatula_Medtr0001s0560.1,1
8415,>mtr-miR5274b-5p,>lcl|Mtruncatula_Medtr6g066100.2,0
8416,>gma-miR319q,>lcl|Gmax_Glyma.01G065900.1,1
8417,>gma-miR393h,>lcl|Gmax_Glyma.01G175700.8,0
8418,>ath-miR319a,>lcl|Athaliana_AT3G09860.1,1
