,A,B,A_seq,B_seq,Label,pair_seq
17840,>hsa-miR-106b-5p,>ENST00000420006.5,,,0,
17841,>hsa-miR-4306,>ENST00000445551.1,,,1,
17842,>hsa-miR-195-5p,>ENST00000592161.1,,,1,
17843,>hsa-miR-506-3p,>ENST00000454935.1,,,0,
17844,>hsa-miR-28-5p,>ENST00000567961.5,,,0,
17845,>hsa-miR-497-5p,>ENST00000548631.5,,,1,
17846,>hsa-miR-18a-5p,>ENST00000411429.5,,,0,
17847,>hsa-miR-214-3p,>ENST00000567068.1,,,1,
17848,>hsa-miR-520d-3p,>ENST00000628924.1,,,1,
17849,>hsa-miR-372-3p,>ENST00000414603.1,,,0,
17850,>hsa-miR-152-3p,>ENST00000602422.1,,,1,
17851,>hsa-miR-4429,>ENST00000560706.5,,,1,
17852,>hsa-miR-424-5p,>ENST00000591223.5,,,1,
17853,>hsa-miR-27a-3p,>ENST00000588286.1,,,1,
17854,>hsa-miR-519d-3p,>ENST00000595302.1,,,0,
17855,>hsa-miR-374b-5p,>ENST00000508968.1,,,1,
17856,>hsa-miR-20a-5p,>ENST00000358073.2,,,0,
17857,>hsa-miR-30d-5p,>ENST00000424205.1,,,0,
17858,>hsa-miR-27a-3p,>ENST00000501122.2,,,1,
17859,>hsa-miR-18b-5p,>ENST00000468575.1,,,0,
17860,>hsa-miR-551a,>ENST00000454488.5,,,1,
17861,>hsa-miR-376b-3p,>ENST00000559357.5,,,0,
17862,>hsa-miR-653-5p,>ENST00000506485.1,,,1,
17863,>hsa-miR-367-3p,>ENST00000585065.1,,,0,
17864,>hsa-miR-122-5p,>ENST00000434399.5,,,1,
17865,>hsa-miR-23b-3p,>ENST00000439494.1,,,0,
17866,>hsa-miR-17-5p,>ENST00000460754.1,,,1,
17867,>hsa-miR-27a-3p,>ENST00000588803.1,,,0,
17868,>hsa-miR-429,>ENST00000469301.1,,,1,
17869,>hsa-miR-520d-3p,>ENST00000437730.5,,,0,
17870,>hsa-miR-30c-5p,>ENST00000443037.1,,,1,
17871,>hsa-miR-15a-5p,>ENST00000545308.5,,,1,
17872,>hsa-miR-181a-5p,>ENST00000426529.6,,,1,
17873,>hsa-miR-302c-3p,>ENST00000594557.1,,,0,
17874,>hsa-miR-29c-3p,>ENST00000591332.5,,,0,
17875,>hsa-miR-205-5p,>ENST00000556225.1,,,1,
17876,>hsa-miR-26b-5p,>ENST00000529811.5,,,0,
17877,>hsa-miR-363-3p,>ENST00000531024.1,,,1,
17878,>hsa-miR-874-3p,>ENST00000577661.1,,,1,
17879,>hsa-miR-454-3p,>ENST00000527627.5,,,0,
17880,>hsa-miR-148a-3p,>ENST00000554532.2,,,0,
17881,>hsa-miR-145-5p,>ENST00000533684.1,,,1,
17882,>hsa-miR-599,>ENST00000440347.5,,,0,
17883,>hsa-miR-196b-5p,>ENST00000456293.5,,,1,
17884,>hsa-miR-130b-3p,>ENST00000414894.1,,,1,
17885,>hsa-miR-185-5p,>ENST00000528549.1,,,0,
17886,>hsa-miR-135a-5p,>ENST00000561289.1,,,0,
17887,>hsa-miR-221-3p,>ENST00000571975.1,,,1,
17888,>hsa-miR-17-5p,>ENST00000561622.1,,,0,
17889,>hsa-miR-30c-5p,>ENST00000481898.5,,,0,
17890,>hsa-miR-3167,>ENST00000449289.5,,,1,
17891,>hsa-miR-3139,>ENST00000602077.5,,,0,
17892,>hsa-miR-125a-3p,>ENST00000454968.5,,,1,
17893,>hsa-miR-135a-5p,>ENST00000501715.6,,,1,
17894,>hsa-miR-93-5p,>ENST00000492922.1,,,0,
17895,>hsa-miR-29c-3p,>ENST00000546682.5,,,0,
17896,>hsa-miR-4770,>ENST00000382215.3,,,1,
17897,>hsa-miR-451a,>ENST00000514288.5,,,0,
17898,>hsa-miR-346,>ENST00000457390.1,,,0,
17899,>hsa-miR-302e,>ENST00000589842.5,,,0,
17900,>hsa-miR-134-5p,>ENST00000513406.1,,,1,
17901,>hsa-miR-4262,>ENST00000584621.5,,,1,
17902,>hsa-miR-21-5p,>ENST00000540865.5,,,1,
17903,>hsa-miR-18b-5p,>ENST00000412882.5,,,1,
17904,>hsa-miR-32-5p,>ENST00000499418.2,,,0,
17905,>hsa-miR-338-3p,>ENST00000577700.5,,,1,
17906,>hsa-miR-329-3p,>ENST00000564206.1,,,1,
17907,>hsa-miR-26a-5p,>ENST00000468186.5,,,1,
17908,>hsa-miR-153-3p,>ENST00000545226.5,,,0,
17909,>hsa-miR-32-5p,>ENST00000507963.5,,,1,
17910,>hsa-miR-18b-5p,>ENST00000455838.5,,,1,
17911,>hsa-miR-519d-3p,>ENST00000630598.1,,,1,
17912,>hsa-miR-191-5p,>ENST00000573860.1,,,0,
17913,>hsa-miR-424-5p,>ENST00000484411.1,,,0,
17914,>hsa-miR-519d-3p,>ENST00000398216.2,,,0,
17915,>hsa-miR-200a-3p,>ENST00000565069.5,,,0,
17916,>hsa-miR-181b-5p,>ENST00000596303.5,,,1,
17917,>hsa-miR-96-5p,>ENST00000512077.5,,,1,
17918,>hsa-miR-520c-3p,>ENST00000460754.1,,,1,
17919,>hsa-miR-23c,>ENST00000414600.1,,,0,
17920,>hsa-miR-3666,>ENST00000590369.1,,,1,
17921,>hsa-miR-92b-3p,>ENST00000414175.1,,,1,
17922,>hsa-miR-346,>ENST00000416952.5,,,1,
17923,>hsa-miR-16-5p,>ENST00000589360.1,,,0,
17924,>hsa-miR-330-5p,>ENST00000428584.5,,,0,
17925,>hsa-miR-135b-5p,>ENST00000422183.5,,,1,
17926,>hsa-miR-22-3p,>ENST00000425112.1,,,1,
17927,>hsa-miR-202-3p,>ENST00000589360.1,,,0,
17928,>hsa-miR-543,>ENST00000553149.1,,,1,
17929,>hsa-miR-9-5p,>ENST00000575139.1,,,0,
17930,>hsa-miR-135a-5p,>ENST00000450589.5,,,1,
17931,>hsa-miR-320d,>ENST00000579125.1,,,1,
17932,>hsa-miR-34c-5p,>ENST00000600103.1,,,0,
17933,>hsa-miR-142-3p,>ENST00000521369.2,,,1,
17934,>hsa-miR-302c-3p,>ENST00000585882.5,,,1,
17935,>hsa-miR-365a-3p,>ENST00000452883.5,,,0,
17936,>hsa-miR-153-3p,>ENST00000582564.1,,,0,
17937,>hsa-miR-708-5p,>ENST00000429865.5,,,0,
17938,>hsa-miR-338-3p,>ENST00000429859.5,,,1,
17939,>hsa-miR-301a-3p,>ENST00000453875.5,,,1,
17940,>hsa-miR-16-5p,>ENST00000554639.5,,,0,
17941,>hsa-miR-190a-5p,>ENST00000563750.1,,,1,
17942,>hsa-miR-497-5p,>ENST00000444966.1,,,1,
17943,>hsa-miR-129-5p,>ENST00000430166.5,,,1,
17944,>hsa-miR-152-3p,>ENST00000450804.3,,,0,
17945,>hsa-miR-3167,>ENST00000396588.6,,,0,
17946,>hsa-miR-100-5p,>ENST00000568314.1,,,1,
17947,>hsa-miR-18a-5p,>ENST00000540865.5,,,1,
17948,>hsa-miR-29b-3p,>ENST00000521267.5,,,1,
17949,>hsa-miR-101-3p,>ENST00000540865.5,,,1,
17950,>hsa-miR-193a-3p,>ENST00000419680.6,,,1,
17951,>hsa-miR-148a-3p,>ENST00000548978.2,,,0,
17952,>hsa-miR-18b-5p,>ENST00000484285.2,,,0,
17953,>hsa-miR-124-3p,>ENST00000542086.5,,,0,
17954,>hsa-miR-146a-5p,>ENST00000523995.1,,,0,
17955,>hsa-miR-320b,>ENST00000560170.1,,,1,
17956,>hsa-miR-16-5p,>ENST00000483436.5,,,1,
17957,>hsa-miR-328-3p,>ENST00000416572.1,,,1,
17958,>hsa-miR-214-3p,>ENST00000447424.5,,,1,
17959,>hsa-miR-19a-3p,>ENST00000592716.1,,,1,
17960,>hsa-miR-363-3p,>ENST00000412749.1,,,1,
17961,>hsa-miR-30c-5p,>ENST00000589451.1,,,1,
17962,>hsa-miR-93-5p,>ENST00000563750.1,,,1,
17963,>hsa-miR-320c,>ENST00000560706.5,,,1,
17964,>hsa-miR-26b-5p,>ENST00000523354.1,,,1,
17965,>hsa-miR-196b-5p,>ENST00000577557.1,,,0,
17966,>hsa-miR-195-5p,>ENST00000539975.5,,,1,
17967,>hsa-miR-181d-5p,>ENST00000589907.5,,,0,
17968,>hsa-miR-613,>ENST00000623598.1,,,1,
17969,>hsa-miR-4770,>ENST00000547799.5,,,0,
17970,>hsa-miR-519d-3p,>ENST00000551146.5,,,0,
17971,>hsa-miR-424-5p,>ENST00000593065.5,,,0,
17972,>hsa-miR-9-5p,>ENST00000601395.1,,,1,
17973,>hsa-miR-454-3p,>ENST00000427022.1,,,0,
17974,>hsa-miR-153-3p,>ENST00000589842.5,,,1,
17975,>hsa-miR-4500,>ENST00000453289.1,,,1,
17976,>hsa-miR-192-5p,>ENST00000469301.1,,,0,
17977,>hsa-miR-211-5p,>ENST00000548978.2,,,0,
17978,>hsa-miR-15b-5p,>ENST00000594370.5,,,1,
17979,>hsa-miR-379-5p,>ENST00000530422.1,,,1,
17980,>hsa-miR-376c-3p,>ENST00000454596.1,,,0,
17981,>hsa-miR-873-5p,>ENST00000492922.1,,,0,
17982,>hsa-miR-27b-3p,>ENST00000379640.1,,,0,
17983,>hsa-miR-448,>ENST00000457853.1,,,0,
17984,>hsa-miR-107,>ENST00000602498.1,,,1,
17985,>hsa-miR-302b-3p,>ENST00000451424.1,,,0,
17986,>hsa-miR-27b-3p,>ENST00000590932.5,,,1,
17987,>hsa-miR-148b-3p,>ENST00000499418.2,,,0,
17988,>hsa-miR-4306,>ENST00000400436.6,,,0,
17989,>hsa-miR-496,>ENST00000602319.1,,,1,
17990,>hsa-miR-302d-3p,>ENST00000628924.1,,,1,
17991,>hsa-miR-338-3p,>ENST00000580458.5,,,1,
17992,>hsa-miR-224-5p,>ENST00000558929.5,,,0,
17993,>hsa-miR-320b,>ENST00000449717.1,,,0,
17994,>hsa-miR-373-3p,>ENST00000521242.1,,,0,
17995,>hsa-miR-328-3p,>ENST00000423031.1,,,0,
17996,>hsa-miR-148b-3p,>ENST00000444126.5,,,1,
17997,>hsa-miR-128-3p,>ENST00000456812.6,,,1,
17998,>hsa-miR-182-5p,>ENST00000535436.5,,,0,
17999,>hsa-miR-182-5p,>ENST00000545440.5,,,1,
18000,>hsa-miR-20b-5p,>ENST00000436126.5,,,1,
18001,>hsa-miR-376b-3p,>ENST00000592182.5,,,1,
18002,>hsa-miR-149-5p,>ENST00000583558.1,,,0,
18003,>hsa-miR-424-5p,>ENST00000581398.1,,,1,
18004,>hsa-miR-326,>ENST00000546798.5,,,1,
18005,>hsa-miR-520d-3p,>ENST00000513752.5,,,1,
18006,>hsa-miR-107,>ENST00000416381.1,,,1,
18007,>hsa-miR-320d,>ENST00000502390.5,,,0,
18008,>hsa-miR-124-3p,>ENST00000457870.5,,,1,
18009,>hsa-miR-199b-5p,>ENST00000591920.5,,,1,
18010,>hsa-miR-424-5p,>ENST00000522618.1,,,0,
18011,>hsa-miR-155-5p,>ENST00000413202.1,,,1,
18012,>hsa-miR-196b-5p,>ENST00000526243.1,,,0,
18013,>hsa-miR-19b-3p,>ENST00000414894.1,,,1,
18014,>hsa-miR-30d-5p,>ENST00000438589.1,,,0,
18015,>hsa-miR-128-3p,>ENST00000499583.1,,,0,
18016,>hsa-miR-330-5p,>ENST00000436126.5,,,1,
18017,>hsa-miR-7-5p,>ENST00000455531.1,,,1,
18018,>hsa-miR-363-3p,>ENST00000514255.1,,,1,
18019,>hsa-miR-96-5p,>ENST00000520068.5,,,0,
18020,>hsa-miR-29c-3p,>ENST00000455640.5,,,1,
18021,>hsa-miR-499a-5p,>ENST00000586232.5,,,0,
18022,>hsa-miR-519d-3p,>ENST00000591956.1,,,1,
18023,>hsa-miR-590-3p,>ENST00000582096.1,,,1,
18024,>hsa-miR-320d,>ENST00000568853.1,,,0,
18025,>hsa-miR-218-5p,>ENST00000553657.5,,,1,
18026,>hsa-miR-92a-3p,>ENST00000447898.5,,,0,
18027,>hsa-miR-301a-3p,>ENST00000450713.1,,,1,
18028,>hsa-miR-302d-3p,>ENST00000508913.5,,,0,
18029,>hsa-miR-520d-3p,>ENST00000556407.5,,,0,
18030,>hsa-miR-200c-3p,>ENST00000517641.1,,,0,
18031,>hsa-miR-20a-5p,>ENST00000590369.1,,,1,
18032,>hsa-miR-4735-3p,>ENST00000564206.1,,,1,
18033,>hsa-miR-10a-5p,>ENST00000531565.1,,,1,
18034,>hsa-miR-424-5p,>ENST00000454129.5,,,1,
18035,>hsa-miR-520c-3p,>ENST00000593438.1,,,1,
18036,>hsa-miR-125b-5p,>ENST00000550601.5,,,0,
18037,>hsa-miR-186-5p,>ENST00000628924.1,,,1,
18038,>hsa-miR-424-5p,>ENST00000513868.6,,,1,
18039,>hsa-miR-4500,>ENST00000602322.1,,,1,
18040,>hsa-miR-373-3p,>ENST00000600379.5,,,0,
18041,>hsa-miR-136-5p,>ENST00000442293.5,,,1,
18042,>hsa-miR-613,>ENST00000596665.5,,,0,
18043,>hsa-miR-383-5p,>ENST00000457870.5,,,0,
18044,>hsa-miR-135a-5p,>ENST00000448955.1,,,0,
18045,>hsa-miR-424-5p,>ENST00000597578.1,,,1,
18046,>hsa-miR-148a-3p,>ENST00000514109.1,,,1,
18047,>hsa-miR-23c,>ENST00000505541.1,,,0,
18048,>hsa-miR-485-5p,>ENST00000441283.1,,,1,
18049,>hsa-miR-3666,>ENST00000417704.5,,,0,
18050,>hsa-miR-30b-5p,>ENST00000600376.5,,,1,
18051,>hsa-miR-4770,>ENST00000414659.5,,,1,
18052,>hsa-miR-200a-3p,>ENST00000433001.1,,,1,
18053,>hsa-miR-30c-5p,>ENST00000560812.5,,,1,
18054,>hsa-miR-378i,>ENST00000600047.1,,,1,
18055,>hsa-miR-140-5p,>ENST00000515419.5,,,0,
18056,>hsa-miR-761,>ENST00000508745.1,,,1,
18057,>hsa-miR-340-5p,>ENST00000602975.1,,,0,
18058,>hsa-miR-16-5p,>ENST00000433920.5,,,1,
18059,>hsa-miR-520d-3p,>ENST00000427691.5,,,0,
18060,>hsa-miR-506-3p,>ENST00000413436.5,,,1,
18061,>hsa-miR-134-5p,>ENST00000604666.1,,,0,
18062,>hsa-miR-196b-5p,>ENST00000602516.1,,,1,
18063,>hsa-miR-876-5p,>ENST00000513893.5,,,0,
18064,>hsa-miR-539-5p,>ENST00000543817.1,,,1,
18065,>hsa-miR-202-3p,>ENST00000524035.5,,,0,
18066,>hsa-miR-346,>ENST00000596259.3,,,0,
18067,>hsa-miR-15b-5p,>ENST00000453722.6,,,1,
18068,>hsa-miR-497-5p,>ENST00000502758.1,,,1,
18069,>hsa-miR-140-5p,>ENST00000588803.1,,,0,
18070,>hsa-miR-421,>ENST00000568314.1,,,0,
18071,>hsa-miR-153-3p,>ENST00000504409.3,,,0,
18072,>hsa-miR-143-3p,>ENST00000420074.1,,,1,
18073,>hsa-miR-15a-5p,>ENST00000420651.2,,,1,
18074,>hsa-miR-93-5p,>ENST00000454129.5,,,1,
18075,>hsa-miR-107,>ENST00000441075.1,,,0,
18076,>hsa-miR-216a-5p,>ENST00000590932.5,,,0,
18077,>hsa-miR-23c,>ENST00000501211.2,,,0,
18078,>hsa-miR-1297,>ENST00000588244.5,,,0,
18079,>hsa-miR-92a-3p,>ENST00000560706.5,,,1,
18080,>hsa-miR-20b-5p,>ENST00000441749.1,,,0,
18081,>hsa-miR-212-3p,>ENST00000580623.1,,,0,
18082,>hsa-miR-125a-3p,>ENST00000588318.1,,,0,
18083,>hsa-miR-613,>ENST00000414175.1,,,1,
18084,>hsa-miR-26a-5p,>ENST00000449289.5,,,1,
18085,>hsa-miR-424-5p,>ENST00000590932.5,,,1,
18086,>hsa-miR-342-3p,>ENST00000512287.1,,,1,
18087,>hsa-miR-653-5p,>ENST00000505731.5,,,0,
18088,>hsa-miR-543,>ENST00000561226.5,,,1,
18089,>hsa-miR-107,>ENST00000443946.1,,,1,
18090,>hsa-miR-454-3p,>ENST00000450304.1,,,0,
18091,>hsa-miR-3118,>ENST00000547492.1,,,0,
18092,>hsa-miR-20b-5p,>ENST00000593928.5,,,0,
18093,>hsa-miR-23b-3p,>ENST00000586232.5,,,1,
18094,>hsa-miR-125b-5p,>ENST00000601523.5,,,0,
18095,>hsa-miR-302b-3p,>ENST00000512067.5,,,0,
18096,>hsa-miR-491-5p,>ENST00000452429.5,,,0,
18097,>hsa-miR-425-5p,>ENST00000428584.5,,,1,
18098,>hsa-miR-488-3p,>ENST00000414603.1,,,0,
18099,>hsa-miR-708-5p,>ENST00000414142.5,,,0,
18100,>hsa-miR-28-5p,>ENST00000581958.5,,,0,
18101,>hsa-miR-139-5p,>ENST00000532922.1,,,0,
18102,>hsa-miR-376c-3p,>ENST00000580438.1,,,1,
18103,>hsa-miR-221-3p,>ENST00000416099.1,,,1,
18104,>hsa-miR-377-3p,>ENST00000538266.5,,,1,
18105,>hsa-miR-135a-5p,>ENST00000437681.1,,,1,
18106,>hsa-miR-455-5p,>ENST00000600002.5,,,0,
18107,>hsa-miR-214-3p,>ENST00000560067.1,,,0,
18108,>hsa-miR-20b-5p,>ENST00000427306.2,,,1,
18109,>hsa-miR-339-5p,>ENST00000555562.1,,,0,
18110,>hsa-miR-106b-5p,>ENST00000522618.1,,,0,
18111,>hsa-miR-24-3p,>ENST00000600056.1,,,1,
18112,>hsa-miR-103a-3p,>ENST00000565266.1,,,1,
18113,>hsa-miR-149-5p,>ENST00000590628.1,,,1,
18114,>hsa-miR-326,>ENST00000538266.5,,,1,
18115,>hsa-miR-874-3p,>ENST00000585279.1,,,1,
18116,>hsa-miR-497-5p,>ENST00000413791.5,,,0,
18117,>hsa-miR-26b-5p,>ENST00000574411.5,,,1,
18118,>hsa-miR-365a-3p,>ENST00000358772.8,,,1,
18119,>hsa-miR-140-5p,>ENST00000498905.2,,,1,
18120,>hsa-miR-876-5p,>ENST00000526091.1,,,0,
18121,>hsa-miR-4429,>ENST00000555037.1,,,1,
18122,>hsa-miR-520c-3p,>ENST00000621428.1,,,0,
18123,>hsa-miR-22-3p,>ENST00000563249.1,,,0,
18124,>hsa-miR-140-5p,>ENST00000445003.5,,,0,
18125,>hsa-miR-4735-3p,>ENST00000563837.1,,,0,
18126,>hsa-miR-195-5p,>ENST00000553657.5,,,0,
18127,>hsa-miR-425-5p,>ENST00000512213.5,,,0,
18128,>hsa-miR-26a-5p,>ENST00000560545.1,,,1,
18129,>hsa-miR-195-5p,>ENST00000423178.6,,,1,
18130,>hsa-miR-302d-3p,>ENST00000590780.5,,,1,
18131,>hsa-miR-197-3p,>ENST00000500036.2,,,0,
18132,>hsa-miR-302b-3p,>ENST00000527067.1,,,0,
18133,>hsa-miR-497-5p,>ENST00000523825.1,,,0,
18134,>hsa-miR-454-3p,>ENST00000539987.1,,,0,
18135,>hsa-miR-4429,>ENST00000560170.1,,,1,
18136,>hsa-miR-373-3p,>ENST00000490441.1,,,0,
18137,>hsa-miR-338-3p,>ENST00000427022.1,,,0,
18138,>hsa-miR-15b-5p,>ENST00000564194.5,,,0,
18139,>hsa-miR-98-5p,>ENST00000577163.1,,,0,
18140,>hsa-miR-129-5p,>ENST00000513220.1,,,0,
18141,>hsa-miR-424-5p,>ENST00000418062.1,,,1,
18142,>hsa-miR-301a-3p,>ENST00000502041.2,,,1,
18143,>hsa-miR-142-3p,>ENST00000439794.6,,,1,
18144,>hsa-miR-15a-5p,>ENST00000425476.5,,,0,
18145,>hsa-miR-200c-3p,>ENST00000443799.5,,,0,
18146,>hsa-miR-30a-5p,>ENST00000533996.5,,,1,
18147,>hsa-miR-4306,>ENST00000590479.5,,,1,
18148,>hsa-miR-424-5p,>ENST00000453015.1,,,0,
18149,>hsa-miR-103a-3p,>ENST00000598150.5,,,0,
18150,>hsa-miR-124-3p,>ENST00000581398.1,,,0,
18151,>hsa-miR-130a-3p,>ENST00000578730.1,,,0,
18152,>hsa-miR-141-3p,>ENST00000525534.1,,,0,
18153,>hsa-miR-10b-5p,>ENST00000500733.6,,,0,
18154,>hsa-miR-301a-3p,>ENST00000421733.1,,,0,
18155,>hsa-miR-216b-5p,>ENST00000439558.5,,,0,
18156,>hsa-miR-30b-5p,>ENST00000525909.1,,,1,
18157,>hsa-miR-19a-3p,>ENST00000414894.1,,,1,
18158,>hsa-miR-194-5p,>ENST00000506314.1,,,0,
18159,>hsa-miR-138-5p,>ENST00000427300.1,,,0,
18160,>hsa-miR-378h,>ENST00000523859.1,,,0,
18161,>hsa-miR-107,>ENST00000484550.1,,,0,
18162,>hsa-miR-320b,>ENST00000557412.1,,,1,
18163,>hsa-miR-146a-5p,>ENST00000415236.1,,,0,
18164,>hsa-miR-708-5p,>ENST00000518591.1,,,0,
18165,>hsa-miR-485-5p,>ENST00000529908.1,,,1,
18166,>hsa-miR-30a-5p,>ENST00000595997.5,,,0,
18167,>hsa-miR-223-3p,>ENST00000593672.5,,,1,
18168,>hsa-miR-448,>ENST00000454596.1,,,0,
18169,>hsa-miR-18b-5p,>ENST00000561275.5,,,1,
18170,>hsa-miR-129-5p,>ENST00000562866.1,,,0,
18171,>hsa-miR-194-5p,>ENST00000444966.1,,,1,
18172,>hsa-miR-103a-3p,>ENST00000589355.1,,,1,
18173,>hsa-miR-4644,>ENST00000431767.5,,,0,
18174,>hsa-miR-136-5p,>ENST00000593427.1,,,1,
18175,>hsa-miR-320c,>ENST00000448374.5,,,0,
18176,>hsa-miR-361-5p,>ENST00000422207.5,,,1,
18177,>hsa-miR-329-3p,>ENST00000415780.1,,,0,
18178,>hsa-miR-101-3p,>ENST00000440778.5,,,0,
18179,>hsa-miR-28-5p,>ENST00000614277.1,,,0,
18180,>hsa-miR-544a,>ENST00000414894.1,,,1,
18181,>hsa-miR-20b-5p,>ENST00000587278.1,,,1,
18182,>hsa-miR-519d-3p,>ENST00000553985.1,,,0,
18183,>hsa-miR-4770,>ENST00000414894.1,,,1,
18184,>hsa-miR-30b-5p,>ENST00000422740.1,,,1,
18185,>hsa-miR-124-3p,>ENST00000423402.5,,,1,
18186,>hsa-miR-204-5p,>ENST00000437615.1,,,0,
18187,>hsa-miR-25-3p,>ENST00000415536.5,,,0,
18188,>hsa-miR-30c-5p,>ENST00000439024.1,,,0,
18189,>hsa-miR-153-3p,>ENST00000602478.1,,,0,
18190,>hsa-miR-92a-3p,>ENST00000437730.5,,,0,
18191,>hsa-miR-3529-5p,>ENST00000523995.1,,,1,
18192,>hsa-miR-18a-5p,>ENST00000547799.5,,,0,
18193,>hsa-miR-539-5p,>ENST00000417942.5,,,1,
18194,>hsa-miR-363-3p,>ENST00000453876.1,,,1,
18195,>hsa-miR-34a-5p,>ENST00000413791.5,,,1,
18196,>hsa-miR-378c,>ENST00000547799.5,,,0,
18197,>hsa-miR-448,>ENST00000442765.1,,,1,
18198,>hsa-miR-495-3p,>ENST00000398804.7,,,0,
18199,>hsa-miR-133a-3p,>ENST00000418149.1,,,0,
18200,>hsa-miR-449a,>ENST00000411429.5,,,1,
18201,>hsa-miR-539-5p,>ENST00000597318.5,,,1,
18202,>hsa-miR-302e,>ENST00000429227.1,,,0,
18203,>hsa-miR-214-3p,>ENST00000431025.1,,,0,
18204,>hsa-miR-520a-3p,>ENST00000457898.1,,,0,
18205,>hsa-miR-339-5p,>ENST00000412788.5,,,1,
18206,>hsa-miR-139-5p,>ENST00000590807.5,,,1,
18207,>hsa-miR-205-5p,>ENST00000455838.5,,,1,
18208,>hsa-miR-139-5p,>ENST00000594959.5,,,0,
18209,>hsa-miR-146a-5p,>ENST00000414282.5,,,1,
18210,>hsa-miR-302b-3p,>ENST00000548760.2,,,0,
18211,>hsa-miR-301a-3p,>ENST00000477392.1,,,0,
18212,>hsa-miR-30e-5p,>ENST00000602319.1,,,1,
18213,>hsa-miR-22-3p,>ENST00000478925.5,,,0,
18214,>hsa-miR-374b-5p,>ENST00000510655.1,,,1,
18215,>hsa-miR-499a-5p,>ENST00000520306.1,,,0,
18216,>hsa-miR-376c-3p,>ENST00000455131.5,,,1,
18217,>hsa-miR-34c-5p,>ENST00000537498.1,,,0,
18218,>hsa-miR-183-5p,>ENST00000510764.1,,,0,
18219,>hsa-miR-487b-3p,>ENST00000427022.1,,,1,
18220,>hsa-miR-124-3p,>ENST00000449305.5,,,1,
18221,>hsa-miR-193b-3p,>ENST00000589137.5,,,0,
18222,>hsa-miR-302a-3p,>ENST00000587278.1,,,1,
18223,>hsa-miR-302b-3p,>ENST00000546798.5,,,0,
18224,>hsa-miR-148a-3p,>ENST00000602422.1,,,1,
18225,>hsa-miR-874-3p,>ENST00000533179.1,,,0,
18226,>hsa-miR-148b-3p,>ENST00000472494.1,,,0,
18227,>hsa-miR-27a-3p,>ENST00000518591.1,,,0,
18228,>hsa-miR-15b-5p,>ENST00000577889.1,,,1,
18229,>hsa-miR-202-3p,>ENST00000591332.5,,,0,
18230,>hsa-miR-200a-3p,>ENST00000582564.1,,,0,
18231,>hsa-miR-103a-3p,>ENST00000456104.5,,,1,
18232,>hsa-miR-224-5p,>ENST00000475197.1,,,0,
18233,>hsa-miR-181c-5p,>ENST00000444375.1,,,0,
18234,>hsa-miR-206,>ENST00000588223.5,,,0,
18235,>hsa-miR-152-3p,>ENST00000442293.5,,,0,
18236,>hsa-miR-320c,>ENST00000579201.1,,,0,
18237,>hsa-miR-16-5p,>ENST00000550601.5,,,1,
18238,>hsa-miR-362-3p,>ENST00000486954.1,,,0,
18239,>hsa-miR-3118,>ENST00000389897.3,,,1,
18240,>hsa-miR-153-3p,>ENST00000504409.3,,,0,
18241,>hsa-miR-378d,>ENST00000424516.1,,,0,
18242,>hsa-miR-340-5p,>ENST00000446880.5,,,1,
18243,>hsa-miR-128-3p,>ENST00000476405.1,,,1,
18244,>hsa-miR-141-3p,>ENST00000561226.5,,,1,
18245,>hsa-miR-195-5p,>ENST00000508590.1,,,1,
18246,>hsa-miR-154-5p,>ENST00000563750.1,,,1,
18247,>hsa-miR-21-5p,>ENST00000558267.1,,,1,
18248,>hsa-miR-128-3p,>ENST00000565861.1,,,1,
18249,>hsa-miR-204-5p,>ENST00000423255.5,,,1,
18250,>hsa-miR-141-3p,>ENST00000589360.1,,,0,
18251,>hsa-miR-302d-3p,>ENST00000589137.5,,,0,
18252,>hsa-miR-497-5p,>ENST00000569449.1,,,1,
18253,>hsa-miR-200a-3p,>ENST00000458228.5,,,0,
18254,>hsa-miR-30b-5p,>ENST00000580467.5,,,0,
18255,>hsa-miR-141-3p,>ENST00000591956.1,,,1,
18256,>hsa-miR-186-5p,>ENST00000540684.5,,,0,
18257,>hsa-miR-421,>ENST00000587743.1,,,1,
18258,>hsa-miR-193b-3p,>ENST00000422740.1,,,1,
18259,>hsa-miR-15a-5p,>ENST00000435921.6,,,1,
18260,>hsa-miR-376a-3p,>ENST00000585625.5,,,1,
18261,>hsa-miR-206,>ENST00000553149.1,,,1,
18262,>hsa-miR-377-3p,>ENST00000577055.5,,,0,
18263,>hsa-miR-433-3p,>ENST00000425771.5,,,1,
18264,>hsa-miR-103a-3p,>ENST00000457853.1,,,0,
18265,>hsa-miR-329-3p,>ENST00000435523.5,,,1,
18266,>hsa-miR-29a-3p,>ENST00000504280.1,,,0,
18267,>hsa-miR-194-5p,>ENST00000417942.5,,,1,
18268,>hsa-miR-141-3p,>ENST00000523825.1,,,0,
18269,>hsa-miR-181d-5p,>ENST00000559285.1,,,0,
18270,>hsa-miR-181c-5p,>ENST00000426529.6,,,1,
18271,>hsa-miR-302d-3p,>ENST00000430166.5,,,1,
18272,>hsa-miR-29b-3p,>ENST00000454813.1,,,1,
18273,>hsa-miR-24-3p,>ENST00000562983.1,,,1,
18274,>hsa-miR-3666,>ENST00000538335.1,,,1,
18275,>hsa-miR-873-5p,>ENST00000420006.5,,,0,
