,Seqname,0,1,2,3,4,5,6,7,8
959,ENST00000657516.1,-0.061694,-0.071283,0.86549,-0.055947,-0.058456,0.95709,-665.7,0.107254,-0.344537
960,ENST00000669415.1,-0.130335,-0.160863,0.810222,-0.143586,-0.154272,0.930735,-481.5,0.102857,-0.458135
961,ENST00000419368.1,-0.398563,-0.419341,0.950451,-0.305105,-0.307921,0.990855,-214.9,0.119508,-0.377018
962,ENST00000439759.6,-0.171633,-0.169813,1.010717,-0.154618,-0.146913,1.052448,-236.1,0.108247,-0.243151
963,ENST00000579945.1,-0.160779,-0.166351,0.966502,-0.154476,-0.151702,1.018284,-259.1,0.107914,-0.266016
964,ENST00000445414.1,-0.26923,-0.268844,1.001437,-0.292562,-0.287578,1.017332,-147.1,0.107438,-0.242739
965,ENST00000542084.1,-0.417254,-0.417955,0.998325,-0.419957,-0.417196,1.006617,-120.9,0.120267,-0.268667
966,ENST00000438873.1,-0.03937,-0.043058,0.914339,-0.042427,-0.041786,1.015344,-819.5,0.113908,-0.338078
967,ENST00000414046.3,-0.00837,-0.010704,0.781941,-0.007937,-0.008717,0.910538,-3188.4,0.113371,-0.348524
968,ENST00000666495.2,-0.074994,-0.078674,0.953223,-0.057223,-0.057035,1.003301,-670.7,0.11976,-0.334514
969,ENST00000467369.2,-0.1353,-0.143893,0.940284,-0.115878,-0.116151,0.997647,-318.5,0.124145,-0.311035
970,ENST00000674016.1,-0.950847,-0.943728,1.007544,-0.747054,-0.734086,1.017665,-81.2,0.109272,-0.267987
971,ENST00000515734.2,-0.052944,-0.053476,0.990047,-0.051512,-0.05062,1.017612,-644.5,0.103583,-0.250487
972,ENST00000661844.1,-0.014414,-0.016306,0.883941,-0.018917,-0.019454,0.972413,-1608.2,0.109655,-0.266744
973,ENST00000667192.1,-0.035772,-0.038319,0.933545,-0.035274,-0.035133,1.004017,-727.15,0.108834,-0.256499
974,ENST00000663388.1,-0.193257,-0.213973,0.903183,-0.16818,-0.167648,1.003172,-261.6,0.111356,-0.287115
975,ENST00000506884.2,-0.042302,-0.045889,0.921835,-0.038981,-0.038501,1.01247,-965.3,0.103736,-0.297932
976,ENST00000674007.1,-0.049561,-0.051459,0.963115,-0.047727,-0.045788,1.042341,-614.8,0.11294,-0.280987
977,ENST00000673670.1,-0.047607,-0.050004,0.952054,-0.044301,-0.044469,0.996219,-734.7,0.114575,-0.28621
978,ENST00000673825.1,-0.030302,-0.032053,0.945375,-0.030702,-0.030827,0.995947,-1088.1,0.109128,-0.277084
979,ENST00000674024.1,-0.026898,-0.028349,0.948821,-0.027416,-0.027435,0.999287,-1085.5,0.115434,-0.279547
980,ENST00000664492.1,-0.383812,-0.39804,0.964256,-0.349441,-0.350064,0.998222,-159,0.111888,-0.277487
981,ENST00000675214.1,-0.01516,-0.01957,0.774647,-0.018413,-0.01983,0.928565,-1771.4,0.107234,-0.349074
982,ENST00000675671.1,-0.013496,-0.019973,0.675675,-0.01902,-0.021191,0.897534,-1605.2,0.112616,-0.362184
983,ENST00000674913.1,-0.012336,-0.021251,0.580472,-0.021286,-0.023734,0.896849,-1555.2,0.119571,-0.406801
984,ENST00000438934.5,-0.013743,-0.019421,0.707669,-0.015877,-0.017442,0.910237,-2136.7,0.111273,-0.389057
985,ENST00000675978.1,-0.016748,-0.024321,0.688604,-0.020717,-0.022585,0.917297,-1449.5,0.117063,-0.378657
986,ENST00000440005.6,-0.106874,-0.128808,0.829712,-0.110316,-0.114451,0.963878,-497.6,0.121726,-0.383064
987,ENST00000424407.1,-0.262879,-0.272946,0.963117,-0.201078,-0.201765,0.996596,-193.09,0.116037,-0.251419
988,ENST00000609839.2,-0.16503,-0.179182,0.921021,-0.157413,-0.157453,0.999746,-334.37,0.098507,-0.332376
989,ENST00000357168.6,-0.075277,-0.081241,0.926582,-0.062878,-0.063424,0.991392,-604.2,0.120227,-0.311604
990,ENST00000460130.5,-0.154906,-0.164549,0.941399,-0.146121,-0.146978,0.994167,-283.4,0.125275,-0.311087
991,ENST00000483087.5,-0.050634,-0.054362,0.931421,-0.057068,-0.057129,0.99894,-697.9,0.108527,-0.318095
992,ENST00000459662.5,-0.022486,-0.026426,0.850914,-0.036439,-0.036536,0.997351,-1067.3,0.108893,-0.32274
993,ENST00000467865.5,-0.012669,-0.017848,0.709838,-0.024127,-0.025013,0.964556,-1222.1,0.118241,-0.333634
994,ENST00000352367.10,-0.03376,-0.037954,0.889504,-0.036358,-0.037179,0.977916,-1084.9,0.109508,-0.319276
995,ENST00000497248.5,-0.026092,-0.029884,0.873131,-0.025336,-0.026385,0.960246,-1378.1,0.111794,-0.325638
996,ENST00000486671.1,-0.048125,-0.054676,0.880192,-0.052633,-0.053464,0.984462,-779.5,0.106272,-0.311302
997,ENST00000465501.5,-0.064753,-0.071581,0.904612,-0.070208,-0.070423,0.99696,-691.6,0.110737,-0.33282
998,ENST00000495696.1,-0.240068,-0.251067,0.95619,-0.212708,-0.215076,0.988993,-258.2,0.106599,-0.32725
999,ENST00000623342.1,-0.039633,-0.040111,0.98809,-0.048728,-0.045888,1.061888,-690.9,0.114516,-0.278476
1000,ENST00000664962.1,-0.021642,-0.025422,0.851322,-0.032335,-0.032425,0.997207,-1076.1,0.11739,-0.313366
1001,ENST00000654746.1,-0.07396,-0.078444,0.942833,-0.085911,-0.082604,1.040036,-502.3,0.105507,-0.29102
1002,ENST00000670001.1,-0.084056,-0.084557,0.994077,-0.079528,-0.077174,1.030501,-515.9,0.103333,-0.286452
1003,ENST00000250805.5,-0.179183,-0.190295,0.941606,-0.169572,-0.168932,1.003789,-283.9,0.119912,-0.311319
1004,ENST00000445504.3,-0.100045,-0.120189,0.832401,-0.084638,-0.091882,0.921156,-754.8,0.119512,-0.459963
1005,ENST00000381361.4,-0.084737,-0.101277,0.836683,-0.070744,-0.075757,0.93383,-932.4,0.120272,-0.451963
1006,ENST00000381363.4,-0.093169,-0.109124,0.853797,-0.074707,-0.080788,0.924735,-847.3,0.112004,-0.45383
1007,ENST00000428207.4,-0.019047,-0.030942,0.615589,-0.03121,-0.034895,0.894393,-921.5,0.119266,-0.402402
1008,ENST00000443596.1,-0.138426,-0.145013,0.954573,-0.135988,-0.135631,1.002631,-280.2,0.114101,-0.30129
1009,ENST00000442119.6,-0.234654,-0.250244,0.9377,-0.213128,-0.216924,0.982497,-223,0.119516,-0.336858
1010,ENST00000590479.5,-0.342583,-0.352853,0.970893,-0.3047,-0.304864,0.999462,-153.8,0.119926,-0.283241
1011,ENST00000609228.1,-0.257022,-0.265333,0.968678,-0.262074,-0.261529,1.002083,-180,0.120861,-0.297521
1012,ENST00000609983.1,-0.328838,-0.334689,0.982518,-0.217726,-0.214885,1.013221,-183.4,0.118003,-0.277039
1013,ENST00000671444.1,-0.131622,-0.135929,0.968314,-0.15945,-0.158556,1.005641,-264.3,0.118436,-0.294978
1014,ENST00000656209.1,-0.038828,-0.04425,0.877484,-0.060246,-0.062329,0.966579,-635.2,0.120516,-0.355854
1015,ENST00000494911.5,-0.091123,-0.112306,0.811387,-0.092247,-0.099522,0.926898,-569.6,0.121304,-0.431515
1016,ENST00000395900.1,-0.006111,-0.014191,0.430635,-0.018173,-0.020436,0.889283,-1315.4,0.114711,-0.343626
1017,ENST00000459866.1,-0.930518,-0.980622,0.948906,-0.602017,-0.622576,0.966976,-123.5,0.131498,-0.376524
1018,ENST00000525436.1,-0.111795,-0.121122,0.922992,-0.120579,-0.121582,0.991755,-357.8,0.110136,-0.285327
1019,ENST00000442957.1,-0.550423,-0.590541,0.932066,-0.399329,-0.410383,0.973065,-177.3,0.110187,-0.367842
1020,ENST00000571434.1,-0.630563,-0.644833,0.97787,-0.472973,-0.470277,1.005733,-113,0.105263,-0.2825
1021,ENST00000454365.1,-0.288245,-0.301178,0.957059,-0.226603,-0.229407,0.987778,-173.2,0.131673,-0.307638
1022,ENST00000666106.1,-0.088928,-0.091042,0.976781,-0.073248,-0.071589,1.023167,-434.3,0.110909,-0.263053
1023,ENST00000382378.6,-0.024528,-0.027602,0.888629,-0.040827,-0.041231,0.990192,-1256.84,0.103253,-0.374684
1024,ENST00000650763.1,-0.056925,-0.063796,0.89229,-0.057518,-0.057158,1.006297,-596.6,0.119977,-0.337443
1025,ENST00000655231.1,-0.017531,-0.020155,0.869833,-0.027723,-0.027413,1.011334,-1263.8,0.104204,-0.251693
1026,ENST00000612326.5,-0.080796,-0.084668,0.954267,-0.070968,-0.070333,1.009038,-420.2,0.108488,-0.267985
1027,ENST00000669746.1,-0.039368,-0.043456,0.905929,-0.057786,-0.057596,1.003295,-511.1,0.116853,-0.299941
1028,ENST00000663888.1,-0.263115,-0.274266,0.959342,-0.248135,-0.249286,0.995384,-221.4,0.119318,-0.314043
1029,ENST00000556407.5,-0.355972,-0.378052,0.941595,-0.277927,-0.283297,0.981043,-239.6,0.118859,-0.379114
1030,ENST00000648456.1,-0.05898,-0.0724,0.814641,-0.064707,-0.068424,0.945674,-664.9,0.126675,-0.404687
1031,ENST00000429159.6,-0.061381,-0.076212,0.805399,-0.075235,-0.07918,0.950166,-660.1,0.121344,-0.41051
1032,ENST00000648802.1,-0.054591,-0.0685,0.796949,-0.063354,-0.067867,0.933512,-674.5,0.131595,-0.408788
1033,ENST00000650513.1,-0.063123,-0.077396,0.815576,-0.071073,-0.074763,0.950648,-666.9,0.125459,-0.40789
1034,ENST00000649036.1,-0.199812,-0.223491,0.89405,-0.161363,-0.171245,0.942294,-420.6,0.121531,-0.402103
1035,ENST00000647780.1,-0.074709,-0.089373,0.835923,-0.0796,-0.083257,0.956072,-667.9,0.115526,-0.408002
1036,ENST00000452120.7,-0.010752,-0.016479,0.652458,-0.020337,-0.021449,0.948167,-1542.12,0.110371,-0.342389
1037,ENST00000424076.9,-0.01399,-0.018851,0.742136,-0.01748,-0.018787,0.930407,-1512.3,0.114318,-0.338246
1038,ENST00000522771.9,-0.002514,-0.004877,0.515421,-0.004587,-0.005346,0.857945,-4323.4,0.112872,-0.332551
1039,ENST00000649261.1,-0.070989,-0.082331,0.862232,-0.057286,-0.060475,0.947266,-793.3,0.11499,-0.407029
1040,ENST00000648609.1,-0.044341,-0.056451,0.785472,-0.055156,-0.058118,0.949036,-790,0.11499,-0.405336
1041,ENST00000412736.7,-0.08276,-0.096003,0.862056,-0.074435,-0.078719,0.945583,-698.1,0.116361,-0.412102
1042,ENST00000423456.6,-0.065793,-0.078835,0.83456,-0.048881,-0.053,0.922281,-737.8,0.11723,-0.402071
1043,ENST00000519709.6,-0.050033,-0.064986,0.769898,-0.068181,-0.071963,0.94744,-702.9,0.123934,-0.399375
1044,ENST00000521404.5,-0.082791,-0.095274,0.868985,-0.072669,-0.079163,0.917968,-593.3,0.125614,-0.416059
1045,ENST00000554639.5,-0.053354,-0.068785,0.775664,-0.069927,-0.073863,0.946716,-684.6,0.122735,-0.399883
1046,ENST00000650549.1,-0.06216,-0.074516,0.834181,-0.056183,-0.061073,0.919933,-650.9,0.125226,-0.391637
1047,ENST00000455286.1,-0.389081,-0.413589,0.940743,-0.330856,-0.335937,0.984876,-174.7,0.120482,-0.3501
1048,ENST00000452514.6,-0.460616,-0.484545,0.950615,-0.372849,-0.379899,0.981442,-166.7,0.128261,-0.361605
1049,ENST00000398474.7,-0.049139,-0.06308,0.778986,-0.067491,-0.070832,0.952834,-615,0.119186,-0.35735
1050,ENST00000648950.1,-0.232183,-0.252854,0.918249,-0.207556,-0.213089,0.974035,-318.4,0.115976,-0.376359
1051,ENST00000648512.1,-0.516148,-0.553312,0.932834,-0.407464,-0.42321,0.962793,-196.3,0.118677,-0.381165
1052,ENST00000649174.1,-0.332967,-0.35948,0.926245,-0.251987,-0.25675,0.981445,-254.7,0.109039,-0.3649
1053,ENST00000649161.1,-0.320483,-0.355149,0.902391,-0.251734,-0.266684,0.943943,-251.8,0.133748,-0.390994
1054,ENST00000650556.1,-0.128514,-0.147063,0.873868,-0.116084,-0.122844,0.944967,-543.7,0.116225,-0.423772
1055,ENST00000398461.5,-0.034899,-0.043582,0.800777,-0.036252,-0.038141,0.950476,-1314.7,0.116488,-0.380852
1056,ENST00000455531.1,-0.014767,-0.021001,0.703178,-0.014195,-0.015713,0.903388,-1741.9,0.119194,-0.3579
1057,ENST00000524131.5,-0.337062,-0.366332,0.920098,-0.249165,-0.258943,0.962241,-268.1,0.133333,-0.371845
1058,ENST00000522618.1,-0.190201,-0.214578,0.886396,-0.148034,-0.158143,0.936076,-383.4,0.121721,-0.401887
1059,ENST00000398460.3,-0.019845,-0.02848,0.696798,-0.029235,-0.030789,0.949552,-1418,0.114759,-0.419279
1060,ENST00000441418.2,-0.178649,-0.200464,0.891176,-0.125996,-0.136402,0.923713,-461.6,0.119963,-0.422324
1061,ENST00000417072.1,-0.030636,-0.033026,0.927628,-0.039608,-0.03867,1.024262,-1028.7,0.113672,-0.324716
1062,ENST00000371086.3,-0.031386,-0.034196,0.91783,-0.03974,-0.038943,1.020448,-907.2,0.102138,-0.25519
1063,ENST00000420557.3,-0.044225,-0.055926,0.790765,-0.038062,-0.041153,0.924884,-1079.6,0.117396,-0.418125
1064,ENST00000449175.1,-0.009121,-0.013695,0.665998,-0.013183,-0.014628,0.901207,-2379.7,0.11399,-0.397677
1065,ENST00000400581.2,-0.08637,-0.094645,0.912569,-0.086288,-0.085822,1.005426,-493.5,0.109545,-0.315941
1066,ENST00000651670.1,-0.082252,-0.079082,1.040083,-0.106006,-0.099916,1.060954,-314.3,0.120321,-0.279875
1067,ENST00000653671.1,-0.598617,-0.589393,1.015649,-0.513883,-0.493303,1.041718,-105.1,0.107417,-0.268112
1068,ENST00000652128.1,-0.022135,-0.02903,0.762482,-0.050091,-0.052357,0.956707,-754.3,0.121072,-0.388414
1069,ENST00000330337.2,-0.327872,-0.328713,0.99744,-0.290296,-0.287163,1.010909,-181,0.101824,-0.274659
1070,ENST00000505047.2,-0.08698,-0.085459,1.0178,-0.108075,-0.101975,1.059819,-277.3,0.119005,-0.246051
1071,ENST00000650923.1,-0.021707,-0.023946,0.906489,-0.034752,-0.0339,1.025139,-1024.5,0.10207,-0.290391
1072,ENST00000652699.1,-0.011475,-0.017172,0.668215,-0.022419,-0.023627,0.948847,-1298.3,0.110887,-0.32711
1073,ENST00000651886.1,-0.020926,-0.023933,0.874385,-0.026606,-0.026444,1.006124,-1074.3,0.110238,-0.272181
1074,ENST00000667260.1,-0.020923,-0.025266,0.828117,-0.025787,-0.026047,0.990009,-1132.9,0.106538,-0.295026
1075,ENST00000650897.1,-0.011652,-0.016543,0.704364,-0.023158,-0.02406,0.9625,-1286,0.116268,-0.304451
1076,ENST00000651032.1,-0.024988,-0.030116,0.829726,-0.031028,-0.03178,0.976331,-1025.2,0.109906,-0.300381
1077,ENST00000652153.1,-0.015778,-0.019685,0.801544,-0.018963,-0.019819,0.956812,-1346.2,0.117994,-0.305399
1078,ENST00000652348.1,-0.004656,-0.008162,0.57046,-0.009547,-0.010466,0.912242,-2031.4,0.108268,-0.2665
1079,ENST00000324446.3,-0.108576,-0.108056,1.00481,-0.09342,-0.087365,1.069312,-404.1,0.10241,-0.270301
1080,ENST00000660026.1,-0.279212,-0.290651,0.960646,-0.264289,-0.258329,1.023073,-217.3,0.099415,-0.317226
1081,ENST00000663061.1,-0.194505,-0.201011,0.967635,-0.193836,-0.189655,1.022046,-262.2,0.102941,-0.32093
1082,ENST00000669716.1,-0.27587,-0.275084,1.002859,-0.275025,-0.264066,1.041504,-182.3,0.100813,-0.295942
1083,ENST00000657901.1,-0.089158,-0.105753,0.843078,-0.085218,-0.089687,0.950167,-394.9,0.109705,-0.332968
1084,ENST00000664804.1,-0.210797,-0.213122,0.989088,-0.177672,-0.173794,1.022315,-253.2,0.108959,-0.306167
1085,ENST00000454875.2,-0.18564,-0.218696,0.84885,-0.198419,-0.203655,0.974288,-295.7,0.107366,-0.368703
1086,ENST00000658318.1,-0.063014,-0.062536,1.007643,-0.070257,-0.065887,1.06633,-531.2,0.099526,-0.251634
1087,ENST00000656768.1,-0.020594,-0.02858,0.720571,-0.048198,-0.049431,0.975065,-736.1,0.114349,-0.324846
1088,ENST00000651355.1,-0.015992,-0.023423,0.68276,-0.039877,-0.040294,0.989642,-810.3,0.110994,-0.284515
1089,ENST00000452584.5,-0.202237,-0.196657,1.028371,-0.166638,-0.160354,1.039189,-219.7,0.112922,-0.255465
1090,ENST00000331787.2,-0.452956,-0.510512,0.887258,-0.34619,-0.363843,0.951484,-213.1,0.120623,-0.413786
1091,ENST00000667450.1,-0.009382,-0.017157,0.546794,-0.016426,-0.018638,0.881357,-1067.1,0.125967,-0.330167
1092,ENST00000447937.1,-0.140298,-0.170765,0.821585,-0.138082,-0.148141,0.932098,-375.7,0.126224,-0.40837
1093,ENST00000397841.5,-0.053166,-0.06791,0.782885,-0.050434,-0.055411,0.910177,-1001.4,0.117724,-0.434824
1094,ENST00000657006.1,-0.062427,-0.072154,0.865185,-0.047652,-0.04966,0.959566,-1110.9,0.106719,-0.39903
1095,ENST00000658179.1,-0.039957,-0.050746,0.787388,-0.038693,-0.041238,0.938297,-1270,0.113557,-0.404974
1096,ENST00000667826.1,-0.018459,-0.02547,0.724724,-0.021308,-0.023174,0.919458,-1836.9,0.114144,-0.414276
1097,ENST00000663249.1,-0.036875,-0.04648,0.793355,-0.029702,-0.032332,0.918649,-1425.4,0.114067,-0.403339
1098,ENST00000654166.1,-0.028883,-0.039448,0.732189,-0.02969,-0.032479,0.914146,-1190.9,0.121049,-0.400303
1099,ENST00000330551.3,-0.099388,-0.133192,0.746196,-0.15325,-0.158354,0.967765,-444.7,0.113372,-0.430494
1100,ENST00000475197.1,-0.109906,-0.118969,0.923817,-0.115095,-0.114378,1.006272,-412.8,0.106255,-0.310617
1101,ENST00000253838.3,-0.449455,-0.456982,0.98353,-0.339282,-0.329712,1.029027,-145.6,0.12449,-0.296538
1102,ENST00000329684.7,-0.336159,-0.341789,0.983528,-0.323932,-0.315423,1.026976,-150.3,0.116981,-0.283051
1103,ENST00000426035.1,-0.443053,-0.442988,1.000149,-0.367992,-0.359382,1.023958,-136.4,0.119923,-0.26332
1104,ENST00000478613.5,-0.249827,-0.248059,1.007126,-0.22716,-0.221399,1.026021,-182,0.107692,-0.25419
1105,ENST00000469658.5,-0.600761,-0.59725,1.005878,-0.431877,-0.42014,1.027936,-103.3,0.103211,-0.236384
1106,ENST00000495344.5,-0.347922,-0.345939,1.005733,-0.286992,-0.275817,1.040516,-168,0.095868,-0.275743
1107,ENST00000465532.5,-0.219507,-0.216751,1.012713,-0.211832,-0.202123,1.048037,-211.9,0.105063,-0.266751
1108,ENST00000357704.8,-0.465316,-0.462228,1.00668,-0.317126,-0.303176,1.046011,-147.2,0.098004,-0.266667
1109,ENST00000664255.1,-0.058606,-0.072192,0.811808,-0.045044,-0.047577,0.94676,-470.1,0.102994,-0.281329
1110,ENST00000669618.1,-0.175979,-0.186204,0.945087,-0.152135,-0.151626,1.003356,-191.9,0.113665,-0.24477
1111,ENST00000654699.1,-0.208779,-0.228728,0.912782,-0.168529,-0.174871,0.96373,-223.4,0.110422,-0.276828
1112,ENST00000662409.1,-0.129645,-0.133779,0.969095,-0.126337,-0.123444,1.023434,-250.3,0.105027,-0.224484
1113,ENST00000660130.1,-0.286943,-0.307314,0.933713,-0.199218,-0.201864,0.986892,-236.7,0.103912,-0.289011
1114,ENST00000670353.1,-0.236903,-0.251791,0.940873,-0.168437,-0.171932,0.979673,-249.9,0.102273,-0.283655
1115,ENST00000534914.6,-0.060757,-0.071609,0.848447,-0.057485,-0.059414,0.967542,-443.8,0.099559,-0.279471
1116,ENST00000667464.1,-0.243321,-0.26543,0.916704,-0.194245,-0.195579,0.993183,-214.1,0.091687,-0.261416
1117,ENST00000423222.5,-0.00373,-0.01054,0.353923,-0.036621,-0.037412,0.978839,-1311.5,0.103507,-0.37386
1118,ENST00000663427.1,-0.236964,-0.264879,0.894614,-0.195537,-0.199595,0.979667,-206.9,0.114846,-0.289371
1119,ENST00000653287.1,-0.204155,-0.223315,0.914202,-0.174829,-0.175327,0.997164,-249.5,0.095875,-0.27784
1120,ENST00000656886.1,-0.490419,-0.512155,0.95756,-0.389785,-0.386177,1.009342,-148.7,0.093525,-0.266966
1121,ENST00000659698.1,-0.220526,-0.232804,0.94726,-0.191081,-0.192628,0.991971,-229.2,0.106653,-0.241772
1122,ENST00000653498.1,-0.330533,-0.348819,0.947578,-0.243881,-0.244537,0.997317,-212.4,0.093951,-0.273008
1123,ENST00000448567.2,-0.455024,-0.472617,0.962774,-0.338701,-0.338053,1.001918,-130.1,0.111111,-0.272176
1124,ENST00000660843.1,-0.316932,-0.321292,0.986429,-0.230361,-0.223479,1.030794,-167.83,0.09247,-0.221412
1125,ENST00000654903.1,-0.23092,-0.236228,0.977531,-0.183237,-0.183447,0.998856,-247.3,0.110634,-0.265343
1126,ENST00000610948.1,-0.387414,-0.404795,0.957062,-0.391939,-0.393149,0.996921,-132.1,0.104701,-0.281663
1127,ENST00000429940.7,-0.052348,-0.062435,0.83844,-0.06081,-0.063429,0.95871,-775.8,0.110519,-0.344188
1128,ENST00000653292.1,-0.041236,-0.053699,0.767915,-0.050945,-0.052632,0.967949,-692.6,0.124811,-0.349798
1129,ENST00000659650.1,-0.021278,-0.026914,0.79061,-0.027062,-0.028179,0.960362,-1234.9,0.109269,-0.30992
1130,ENST00000662209.1,-0.056496,-0.062229,0.907866,-0.060471,-0.060505,0.999427,-584.2,0.101509,-0.267002
1131,ENST00000670637.1,-0.024547,-0.033433,0.734231,-0.043234,-0.044143,0.979399,-725.7,0.114199,-0.314627
1132,ENST00000667964.1,-0.06444,-0.076849,0.838517,-0.075317,-0.076773,0.98104,-634.4,0.103037,-0.343848
1133,ENST00000633876.1,-0.0897,-0.096132,0.933096,-0.098233,-0.098634,0.995938,-402.6,0.107091,-0.291106
1134,ENST00000632329.1,-0.032688,-0.039703,0.823323,-0.040599,-0.041646,0.974852,-924.1,0.111619,-0.351904
1135,ENST00000634052.1,-0.320545,-0.333778,0.960353,-0.220574,-0.224081,0.984349,-229.7,0.11421,-0.304642
1136,ENST00000633829.1,-0.248629,-0.278989,0.891179,-0.19388,-0.207651,0.933681,-326.1,0.126632,-0.425163
1137,ENST00000631506.1,-0.192735,-0.213365,0.903312,-0.181591,-0.186993,0.971113,-359.3,0.116927,-0.399666
1138,ENST00000633349.1,-0.283589,-0.305812,0.927333,-0.241748,-0.251539,0.961075,-259.9,0.114374,-0.40108
1139,ENST00000632130.1,-0.24662,-0.265204,0.929925,-0.233824,-0.248762,0.939948,-241.3,0.120385,-0.386699
1140,ENST00000632412.1,-0.282533,-0.299563,0.943151,-0.244276,-0.254044,0.961548,-246.1,0.118227,-0.403443
1141,ENST00000633115.1,-0.318984,-0.338417,0.942575,-0.276659,-0.28372,0.975112,-228.7,0.128295,-0.401228
1142,ENST00000633706.1,-0.111059,-0.127388,0.871823,-0.151507,-0.157411,0.962497,-357.1,0.116129,-0.383566
1143,ENST00000534991.3,-0.1329,-0.164073,0.810001,-0.156185,-0.165432,0.944102,-287.1,0.115663,-0.345487
1144,ENST00000509012.5,-0.305046,-0.315425,0.967095,-0.251333,-0.254604,0.987152,-168.6,0.117229,-0.298936
1145,ENST00000507869.6,-0.040293,-0.04514,0.892621,-0.039247,-0.04107,0.955615,-724.6,0.115891,-0.317946
1146,ENST00000505537.1,-0.29384,-0.293746,1.00032,-0.274259,-0.270757,1.012935,-156.9,0.114754,-0.285273
1147,ENST00000513752.5,-0.183937,-0.214772,0.856428,-0.178211,-0.189831,0.938785,-323,0.129353,-0.401242
1148,ENST00000315302.6,-0.018074,-0.032069,0.563594,-0.038382,-0.041091,0.934083,-816.9,0.113767,-0.36146
1149,ENST00000508968.1,-0.364839,-0.404504,0.901942,-0.283243,-0.298468,0.948989,-261.6,0.114334,-0.445656
1150,ENST00000669431.1,-0.111945,-0.112549,0.99464,-0.101429,-0.098794,1.026667,-386.4,0.105223,-0.296546
1151,ENST00000507044.1,-0.190414,-0.239629,0.794619,-0.157648,-0.180727,0.872297,-338.2,0.142276,-0.457645
1152,ENST00000578730.1,-0.020761,-0.032923,0.630589,-0.024517,-0.027853,0.880223,-1106.7,0.132075,-0.401415
1153,ENST00000514984.1,-0.340642,-0.379764,0.896984,-0.297116,-0.308016,0.964613,-191.2,0.120301,-0.358724
1154,ENST00000581398.1,-0.011806,-0.016861,0.700185,-0.015318,-0.016416,0.933083,-1778.58,0.113785,-0.314682
1155,ENST00000505364.1,-0.044886,-0.050662,0.885993,-0.060667,-0.061309,0.989523,-881.7,0.109001,-0.363888
1156,ENST00000642796.1,-0.032575,-0.038134,0.854219,-0.046182,-0.045838,1.007505,-747.5,0.113402,-0.296183
1157,ENST00000643589.1,-0.32347,-0.356861,0.906431,-0.274474,-0.279307,0.982694,-211.5,0.128162,-0.356061
1158,ENST00000642451.1,-0.004752,-0.008445,0.562686,-0.009438,-0.010188,0.926369,-2158.1,0.10904,-0.287287
1159,ENST00000646386.1,-0.30238,-0.330584,0.914686,-0.303902,-0.30704,0.98978,-183.5,0.112084,-0.320804
1160,ENST00000644478.1,-0.143894,-0.152692,0.942381,-0.119052,-0.116658,1.020528,-369.3,0.123539,-0.308007
1161,ENST00000331944.10,-0.302969,-0.325072,0.932004,-0.301828,-0.303051,0.995965,-159.3,0.126894,-0.301134
1162,ENST00000409139.6,-0.128084,-0.130189,0.983826,-0.11439,-0.110484,1.035352,-324.3,0.109835,-0.23264
1163,ENST00000644577.1,-0.21252,-0.237141,0.896174,-0.251801,-0.252588,0.996885,-179.4,0.1376,-0.286581
1164,ENST00000643743.1,-0.193927,-0.197591,0.981457,-0.167616,-0.16256,1.031102,-285.8,0.105825,-0.277207
1165,ENST00000644125.1,-0.167124,-0.175729,0.951035,-0.131438,-0.128103,1.026034,-370.7,0.110276,-0.309432
1166,ENST00000409898.2,-0.313511,-0.323205,0.970007,-0.261465,-0.25704,1.017215,-152.1,0.125224,-0.271607
1167,ENST00000645257.1,-0.132098,-0.147224,0.897257,-0.150697,-0.153464,0.981972,-251.5,0.115607,-0.290416
1168,ENST00000419680.6,-0.253249,-0.28177,0.898778,-0.23578,-0.243723,0.96741,-215.7,0.117211,-0.319556
1169,ENST00000643070.1,-0.119874,-0.127329,0.941451,-0.110037,-0.109438,1.005472,-364.9,0.116639,-0.297392
1170,ENST00000414584.1,-0.20703,-0.226704,0.91322,-0.178967,-0.179683,0.996016,-231.2,0.120623,-0.299482
1171,ENST00000455131.5,-0.240427,-0.261577,0.919144,-0.208115,-0.208403,0.998619,-193.3,0.128415,-0.263711
1172,ENST00000646636.1,-0.140525,-0.145335,0.966899,-0.121041,-0.118823,1.018674,-304.6,0.110893,-0.298627
1173,ENST00000642293.1,-0.265175,-0.286062,0.926984,-0.223502,-0.224258,0.996633,-199.4,0.122914,-0.302121
1174,ENST00000423846.5,-0.493332,-0.530261,0.930357,-0.426132,-0.439813,0.968895,-143,0.120614,-0.31291
1175,ENST00000646865.1,-0.137914,-0.151397,0.910937,-0.130398,-0.129635,1.005885,-265.6,0.118778,-0.300113
1176,ENST00000645138.1,-0.30359,-0.323871,0.937379,-0.283813,-0.287041,0.988751,-182.7,0.116427,-0.290924
1177,ENST00000414030.6,-0.285663,-0.28983,0.985621,-0.209009,-0.20517,1.018709,-209.9,0.11625,-0.262047
1178,ENST00000437561.1,-0.449046,-0.478173,0.939087,-0.350558,-0.360397,0.972702,-140.5,0.134361,-0.308791
1179,ENST00000629257.1,-0.880916,-0.894842,0.984438,-0.619076,-0.613687,1.008782,-87.3,0.121118,-0.270279
1180,ENST00000645729.1,-0.465047,-0.497908,0.934003,-0.452685,-0.455584,0.993638,-124.9,0.12201,-0.298091
