,mirna,lncrna,Label,mirna_id,lncrna_id,pair_index
6033,mtr-miR5276,lcl_Mtruncatula_Medtr7g096640.2,0,298,-544,6033
6034,gma-miR4365,lcl_Gmax_Glyma.17G014400.1,1,416,-3803,6034
6035,gma-miR5783,lcl_Gmax_Glyma.16G121100.1,0,346,-881,6035
6036,ath-miR8171,CNT2089146,1,406,-3804,6036
6037,ath-miR865-5p,lcl_Athaliana_AT3G01950.1,0,14,-3805,6037
6038,mtr-miR390,lcl_Mtruncatula_Medtr3g009980.1,1,1236,-3806,6038
6039,mtr-miR5269a,lcl_Mtruncatula_Medtr2g028720.1,0,931,-1360,6039
6040,gma-miR4414b,lcl_Gmax_Glyma.07G204600.1,1,165,-2684,6040
6041,gma-miR10189,lcl_Gmax_Glyma.02G106000.7,0,908,-258,6041
6042,ath-miR830-5p,lcl_Athaliana_AT1G50659.1,1,813,-3807,6042
6043,ath-miR447c-5p,NONATHT002440,0,463,-3321,6043
6044,mtr-miR5554a-3p,lcl_Mtruncatula_Medtr8g106725.1,1,473,-3808,6044
6045,mtr-miR166b,lcl_Mtruncatula_Medtr8g022410.1,0,209,-158,6045
6046,gma-miR156f,lcl_Gmax_Glyma.06G289500.6,1,116,-1014,6046
6047,gma-miR4351,lcl_Gmax_Glyma.15G180100.1,0,911,-137,6047
6048,ath-miR156f-3p,lcl_Athaliana_AT2G05510.3,1,951,-3809,6048
6049,ath-miR833a-3p,lcl_Athaliana_AT1G12180.1,0,325,-832,6049
6050,mtr-miR2589,lcl_Mtruncatula_Medtr2g015405.1,1,113,-3810,6050
6051,mtr-miR5208d,lcl_Mtruncatula_Medtr0016s0040.1,0,345,-10,6051
6052,gma-miR169e,lcl_Gmax_Glyma.16G215900.1,1,6,-3811,6052
6053,gma-miR159d,lcl_Gmax_Glyma.12G162900.1,0,511,-487,6053
6054,ath-miR164a,CNT2086111,1,106,-3812,6054
6055,ath-miR841b-5p,CNT2088957,0,972,-3813,6055
6056,mtr-miR398b,lcl_Mtruncatula_Medtr1g086010.1,1,827,-3814,6056
6057,mtr-miR399r,lcl_Mtruncatula_Medtr1g086180.2,0,728,-163,6057
6058,gma-miR5672,lcl_Gmax_Glyma.15G138300.1,1,667,-3815,6058
6059,gma-miR9735,lcl_Gmax_Glyma.01G175700.7,0,71,-1506,6059
6060,ath-miR869.1,lcl_Athaliana_AT2G24285.1,1,203,-3816,6060
6061,ath-miR398a-5p,lcl_Athaliana_AT5G11416.1,0,919,-3817,6061
6062,mtr-miR482-5p,lcl_Mtruncatula_Medtr2g080270.5,1,495,-3818,6062
6063,mtr-miR5270a,lcl_Mtruncatula_Medtr8g043400.3,0,164,-62,6063
6064,gma-miR394b-3p,lcl_Gmax_Glyma.10G235400.1,1,65,-3819,6064
6065,gma-miR482b-3p,lcl_Gmax_Glyma.13G372800.1,0,388,-378,6065
6066,ath-miR168a-5p,NONATHT001202,1,177,-2650,6066
6067,ath-miR395a,CNT2086409,0,88,-3820,6067
6068,mtr-miR395a,lcl_Mtruncatula_Medtr2g026800.1,1,685,-209,6068
6069,mtr-miR156e,lcl_Mtruncatula_Medtr2g105240.5,0,413,-406,6069
6070,gma-miR5769,lcl_Gmax_Glyma.06G079700.1,1,215,-3821,6070
6071,gma-miR4404,lcl_Gmax_Glyma.U035100.2,0,249,-502,6071
6072,ath-miR391-5p,NONATHT000727,1,652,-3822,6072
6073,ath-miR844-3p,NONATHT002691,0,850,-3823,6073
6074,mtr-miR5560-3p,lcl_Mtruncatula_Medtr8g030480.1,1,617,-2425,6074
6075,mtr-miR5557-5p,lcl_Mtruncatula_Medtr6g066100.2,0,851,-376,6075
6076,gma-miR393c-5p,lcl_Gmax_Glyma.16G052100.1,1,401,-3824,6076
6077,gma-miR5671b,lcl_Gmax_Glyma.06G207900.2,0,289,-1702,6077
6078,ath-miR164c-5p,CNT2086992,1,7,-561,6078
6079,ath-miR827,CNT2088192,0,519,-3825,6079
6080,mtr-miR7700-5p,lcl_Mtruncatula_Medtr8g047240.1,1,436,-3826,6080
6081,mtr-miR5238,lcl_Mtruncatula_Medtr8g051620.3,0,1036,-80,6081
6082,gma-miR2119,lcl_Gmax_Glyma.10G122700.1,1,700,-3827,6082
6083,gma-miR4381,lcl_Gmax_Glyma.11G013200.3,0,814,-284,6083
6084,ath-miR1886.1,lcl_Athaliana_AT5G24735.1,1,1182,-3828,6084
6085,ath-miR833a-3p,lcl_Athaliana_AT1G42260.1,0,325,-3829,6085
6086,mtr-miR399d,lcl_Mtruncatula_Medtr7g028945.1,1,132,-2001,6086
6087,mtr-miR319d-5p,lcl_Mtruncatula_Medtr5g015470.1,0,163,-123,6087
6088,gma-miR10448,lcl_Gmax_Glyma.14G081900.1,1,544,-3830,6088
6089,gma-miR1528,lcl_Gmax_Glyma.05G148600.1,0,571,-1622,6089
6090,ath-miR5657,CNT2088816,1,130,-3831,6090
6091,ath-miR5631,lcl_Athaliana_AT5G52547.1,0,157,-3832,6091
6092,mtr-miR159b,lcl_Mtruncatula_Medtr4g105040.1,1,200,-3833,6092
6093,mtr-miR2632a,lcl_Mtruncatula_Medtr3g117730.1,0,672,-68,6093
6094,gma-miR9752,lcl_Gmax_Glyma.16G014900.3,1,469,-3834,6094
6095,gma-miR1514b-5p,lcl_Gmax_Glyma.07G054300.1,0,1258,-447,6095
6096,ath-miR165a-5p,NONATHT002582,1,713,-3835,6096
6097,ath-miR8166,lcl_Athaliana_AT4G07595.1,0,765,-1172,6097
6098,mtr-miR164d,lcl_Mtruncatula_Medtr0212s0010.1,1,252,-55,6098
6099,mtr-miR482-5p,lcl_Mtruncatula_Medtr0101s0020.2,0,495,-39,6099
6100,gma-miR167e,lcl_Gmax_Glyma.07G222000.1,1,1020,-734,6100
6101,gma-miR169i-5p,lcl_Gmax_Glyma.01G175700.4,0,343,-191,6101
6102,ath-miR5020a,CNT2085134,1,1,-3836,6102
6103,ath-miR844-3p,NONATHT000461,0,850,-3837,6103
6104,mtr-miR319d-5p,lcl_Mtruncatula_Medtr7g074470.1,1,163,-3838,6104
6105,mtr-miR169k,lcl_Mtruncatula_Medtr8g022410.1,0,691,-158,6105
6106,gma-miR159e-5p,lcl_Gmax_Glyma.20G051000.1,1,354,-3839,6106
6107,gma-miR5225,lcl_Gmax_Glyma.13G372800.2,0,75,-1744,6107
6108,ath-miR164c-5p,CNT2086414,1,7,-3840,6108
6109,ath-miR830-3p,lcl_Athaliana_AT5G01215.2,0,67,-3841,6109
6110,mtr-miR159b,lcl_Mtruncatula_Medtr1g086995.1,1,200,-3842,6110
6111,mtr-miR5559-5p,lcl_Mtruncatula_Medtr7g090430.1,0,396,-33,6111
6112,gma-miR5776,lcl_Gmax_Glyma.20G039600.1,1,535,-3843,6112
6113,gma-miR6299,lcl_Gmax_Glyma.18G290700.4,0,402,-206,6113
6114,ath-miR156f-3p,CNT2087503,1,951,-3844,6114
6115,ath-miR426,CNT2088115,0,977,-3845,6115
6116,mtr-miR2616,lcl_Mtruncatula_Medtr1g070305.1,1,278,-1042,6116
6117,mtr-miR2592bl-5p,lcl_Mtruncatula_Medtr8g043400.3,0,16,-62,6117
6118,gma-miR1523b,lcl_Gmax_Glyma.20G124400.1,1,240,-3846,6118
6119,gma-miR156z,lcl_Gmax_Glyma.07G051900.1,0,44,-937,6119
6120,ath-miR5020a,NONATHT001943,1,1,-3847,6120
6121,ath-miR870-5p,CNT2088145,0,140,-3848,6121
6122,mtr-miR5225a,lcl_Mtruncatula_Medtr7g100905.1,1,273,-3849,6122
6123,mtr-miR399j,lcl_Mtruncatula_Medtr7g111640.2,0,247,-309,6123
6124,gma-miR4398,lcl_Gmax_Glyma.11G196400.2,1,960,-3850,6124
6125,gma-miR10196,lcl_Gmax_Glyma.20G169700.1,0,1213,-1759,6125
6126,ath-miR8181,CNT2088504,1,46,-3851,6126
6127,ath-miR1887,lcl_Athaliana_AT2G04852.1,0,53,-3852,6127
6128,mtr-miR2620,lcl_Mtruncatula_Medtr8g058625.1,1,942,-3853,6128
6129,mtr-miR2668,lcl_Mtruncatula_Medtr4g043720.3,0,78,-320,6129
6130,gma-miR395a,lcl_Gmax_Glyma.12G192900.2,1,5,-3752,6130
6131,gma-miR9759,lcl_Gmax_Glyma.11G136800.1,0,1277,-1028,6131
6132,ath-miR829-3p.1,CNT2089129,1,494,-3854,6132
6133,ath-miR5012,lcl_Athaliana_AT3G25795.1,0,925,-3855,6133
6134,mtr-miR5263,lcl_Mtruncatula_Medtr5g047920.1,1,1040,-333,6134
6135,mtr-miR2678,lcl_Mtruncatula_Medtr8g043400.3,0,573,-62,6135
6136,gma-miR159b-5p,lcl_Gmax_Glyma.05G062600.1,1,55,-3856,6136
6137,gma-miR4405b,lcl_Gmax_Glyma.06G248000.1,0,455,-354,6137
6138,ath-miR8165,NONATHT001528,1,103,-3857,6138
6139,ath-miR864-5p,lcl_Athaliana_AT1G59171.2,0,36,-3858,6139
6140,mtr-miR160c,lcl_Mtruncatula_Medtr6g033360.1,1,448,-3859,6140
6141,mtr-miR5274a,lcl_Mtruncatula_Medtr2g031430.1,0,79,-581,6141
6142,gma-miR394b-5p,lcl_Gmax_Glyma.19G146100.1,1,236,-3860,6142
6143,gma-miR319d,lcl_Gmax_Glyma.20G157000.2,0,853,-1918,6143
6144,ath-miR10515,CNT2084996,1,30,-3861,6144
6145,ath-miR864-5p,lcl_Athaliana_AT3G31377.1,0,36,-3862,6145
6146,mtr-miR5243,lcl_Mtruncatula_Medtr7g057100.1,1,184,-3863,6146
6147,mtr-miR2670e,lcl_Mtruncatula_Medtr2g028720.1,0,654,-1360,6147
6148,gma-miR4375,lcl_Gmax_Glyma.02G119200.1,1,487,-3864,6148
6149,gma-miR5044,lcl_Gmax_Glyma.04G237800.1,0,12,-82,6149
6150,ath-miR166a-3p,lcl_Athaliana_AT2G17350.1,1,1044,-3865,6150
6151,ath-miR400,CNT2085722,0,330,-3866,6151
6152,mtr-miR5284b,lcl_Mtruncatula_Medtr8g101590.1,1,1000,-3867,6152
6153,mtr-miR5559-3p,lcl_Mtruncatula_Medtr1g107440.2,0,512,-141,6153
6154,gma-miR1507c-5p,lcl_Gmax_Glyma.14G155400.1,1,327,-3868,6154
6155,gma-miR4360,lcl_Gmax_Glyma.13G372800.1,0,658,-378,6155
6156,ath-miR838,CNT2088288,1,117,-3869,6156
6157,ath-miR862-5p,lcl_Athaliana_AT5G06010.1,0,1109,-3870,6157
6158,mtr-miR2626,lcl_Mtruncatula_Medtr7g073070.1,1,69,-3871,6158
6159,mtr-miR2602a,lcl_Mtruncatula_Medtr7g111640.3,0,321,-514,6159
6160,gma-miR4997,lcl_Gmax_Glyma.09G090800.1,1,674,-3872,6160
6161,gma-miR10439,lcl_Gmax_Glyma.10G242900.1,0,545,-245,6161
6162,ath-miR4227,lcl_Athaliana_AT3G22121.1,1,1007,-3873,6162
6163,ath-miR4228-3p,NONATHT002199,0,1097,-3874,6163
6164,mtr-miR319c-3p,lcl_Mtruncatula_Medtr8g015060.1,1,425,-3875,6164
6165,mtr-miR7701-3p,lcl_Mtruncatula_Medtr4g053180.2,0,969,-16,6165
6166,gma-miR319p,lcl_Gmax_Glyma.02G080100.1,1,589,-2369,6166
6167,gma-miR166h-3p,lcl_Gmax_Glyma.15G240200.1,0,466,-316,6167
6168,ath-miR8171,lcl_Athaliana_AT2G12845.1,1,406,-3876,6168
6169,ath-miR418,lcl_Athaliana_AT5G44710.1,0,94,-3877,6169
6170,mtr-miR5562-5p,lcl_Mtruncatula_Medtr2g010015.1,1,1278,-3878,6170
6171,mtr-miR1510b-3p,lcl_Mtruncatula_Medtr5g074570.1,0,1177,-277,6171
6172,gma-miR408a-3p,lcl_Gmax_Glyma.12G150100.1,1,410,-3400,6172
6173,gma-miR1530,lcl_Gmax_Glyma.19G114700.1,0,848,-808,6173
6174,ath-miR408-5p,lcl_Athaliana_AT2G26267.1,1,808,-3879,6174
6175,ath-miR5648-3p,CNT2086174,0,162,-909,6175
6176,mtr-miR319a-5p,lcl_Mtruncatula_Medtr2g082595.1,1,629,-3880,6176
6177,mtr-miR5563-5p,lcl_Mtruncatula_Medtr3g109685.1,0,1085,-595,6177
6178,gma-miR160a-5p,lcl_Gmax_Glyma.14G158400.1,1,263,-3308,6178
6179,gma-miR1520f-5p,lcl_Gmax_Glyma.U022300.1,0,220,-402,6179
6180,ath-miR8181,CNT2086053,1,46,-3881,6180
6181,ath-miR870-3p,CNT2087962,0,355,-3882,6181
6182,mtr-miR172d-5p,lcl_Mtruncatula_Medtr2g049845.1,1,527,-1462,6182
6183,mtr-miR156b-5p,lcl_Mtruncatula_Medtr5g084410.2,0,1042,-86,6183
6184,gma-miR399j,lcl_Gmax_Glyma.02G109500.4,1,285,-1079,6184
6185,gma-miR4381,lcl_Gmax_Glyma.01G175700.10,0,814,-473,6185
6186,ath-miR160a-5p,NONATHT001764,1,134,-3883,6186
6187,ath-miR865-5p,CNT2085417,0,14,-3884,6187
6188,mtr-miR2613,lcl_Mtruncatula_Medtr5g031590.1,1,190,-3885,6188
6189,mtr-miR5275,lcl_Mtruncatula_Medtr7g090430.1,0,173,-33,6189
6190,gma-miR169i-3p,lcl_Gmax_Glyma.15G183200.1,1,532,-3886,6190
6191,gma-miR4389,lcl_Gmax_Glyma.05G010400.1,0,170,-115,6191
6192,ath-miR401,lcl_Athaliana_AT4G17098.1,1,111,-3887,6192
6193,ath-miR5631,NONATHT001907,0,157,-3888,6193
6194,mtr-miR1510b-3p,lcl_Mtruncatula_Medtr5g013345.1,1,1177,-3889,6194
6195,mtr-miR7696c-5p,lcl_Mtruncatula_Medtr5g048060.2,0,767,-314,6195
6196,gma-miR169w,lcl_Gmax_Glyma.10G297000.1,1,372,-3890,6196
6197,gma-miR4368a,lcl_Gmax_Glyma.15G148400.1,0,1245,-1024,6197
6198,ath-miR167a-5p,CNT2088188,1,823,-1379,6198
6199,ath-miR8182,CNT2088517,0,1169,-3891,6199
6200,mtr-miR5562-3p,lcl_Mtruncatula_Medtr2g064920.1,1,9,-3892,6200
6201,mtr-miR5251,lcl_Mtruncatula_Medtr2g023920.2,0,43,-661,6201
6202,gma-miR160a-5p,lcl_Gmax_Glyma.20G147500.1,1,263,-3893,6202
6203,gma-miR5786,lcl_Gmax_Glyma.10G052100.1,0,270,-730,6203
6204,ath-miR414,NONATHT000482,1,503,-3894,6204
6205,ath-miR5017-5p,CNT2088516,0,124,-3895,6205
6206,mtr-miR1507-3p,lcl_Mtruncatula_Medtr2g035890.1,1,569,-3896,6206
6207,mtr-miR5756,lcl_Mtruncatula_Medtr3g117730.1,0,457,-68,6207
6208,gma-miR862a,lcl_Gmax_Glyma.09G272200.1,1,769,-3897,6208
6209,gma-miR4374a,lcl_Gmax_Glyma.18G297000.1,0,341,-88,6209
6210,ath-miR8179,lcl_Athaliana_AT3G30724.1,1,1239,-1080,6210
6211,ath-miR5628,lcl_Athaliana_AT5G40980.1,0,467,-3898,6211
6212,mtr-miR5562-3p,lcl_Mtruncatula_Medtr1g052120.1,1,9,-3899,6212
6213,mtr-miR5247,lcl_Mtruncatula_Medtr5g074570.1,0,108,-277,6213
6214,gma-miR167k,lcl_Gmax_Glyma.14G215000.2,1,811,-3900,6214
6215,gma-miR4358,lcl_Gmax_Glyma.18G210200.1,0,741,-630,6215
6216,ath-miR835-3p,lcl_Athaliana_AT1G05575.1,1,1179,-2379,6216
6217,ath-miR391-3p,CNT2085374,0,696,-3901,6217
6218,mtr-miR398b,lcl_Mtruncatula_Medtr7g082560.1,1,827,-2298,6218
6219,mtr-miR395g,lcl_Mtruncatula_Medtr8g022410.1,0,740,-158,6219
6220,gma-miR4371b,lcl_Gmax_Glyma.01G169300.1,1,1024,-3902,6220
6221,gma-miR1508a,lcl_Gmax_Glyma.13G020800.1,0,992,-743,6221
6222,ath-miR414,CNT2088711,1,503,-2301,6222
6223,ath-miR394a,lcl_Athaliana_AT2G14247.1,0,716,-3903,6223
6224,mtr-miR2661,lcl_Mtruncatula_Medtr4g078865.1,1,864,-3904,6224
6225,mtr-miR2643b-5p,lcl_Mtruncatula_Medtr8g095630.2,0,434,-147,6225
6226,gma-miR10435,lcl_Gmax_Glyma.04G101700.1,1,488,-3905,6226
6227,gma-miR10436,lcl_Gmax_Glyma.08G202400.1,0,61,-804,6227
6228,ath-miR168a-5p,CNT2089158,1,177,-3906,6228
6229,ath-miR5017-3p,NONATHT002762,0,377,-219,6229
6230,mtr-miR5270a,lcl_Mtruncatula_Medtr1g113970.1,1,164,-3907,6230
6231,mtr-miR7699-3p,lcl_Mtruncatula_Medtr2g009910.1,0,1276,-1238,6231
6232,gma-miR10435,lcl_Gmax_Glyma.03G225700.1,1,488,-3908,6232
6233,gma-miR171e,lcl_Gmax_Glyma.11G136800.1,0,921,-1028,6233
6234,ath-miR3440b-3p,CNT2089146,1,272,-3804,6234
6235,ath-miR5660,lcl_Athaliana_AT4G05091.1,0,62,-3909,6235
6236,mtr-miR5287a,lcl_Mtruncatula_Medtr3g032390.2,1,531,-3910,6236
6237,mtr-miR482-5p,lcl_Mtruncatula_Medtr4g115740.6,0,495,-435,6237
6238,gma-miR169n-5p,lcl_Gmax_Glyma.06G236300.1,1,166,-2639,6238
6239,gma-miR4357,lcl_Gmax_Glyma.16G152000.1,0,834,-844,6239
6240,ath-miR160a-5p,lcl_Athaliana_AT3G12502.1,1,134,-3911,6240
6241,ath-miR8172,CNT2087585,0,276,-3912,6241
6242,mtr-miR168c-3p,lcl_Mtruncatula_Medtr1g075400.1,1,95,-3913,6242
6243,mtr-miR2585a,lcl_Mtruncatula_Medtr7g078390.1,0,1279,-294,6243
6244,gma-miR5786,lcl_Gmax_Glyma.05G121700.1,1,270,-3914,6244
6245,gma-miR5670b,lcl_Gmax_Glyma.01G175700.8,0,1150,-148,6245
6246,ath-miR5653,CNT2085002,1,250,-3614,6246
6247,ath-miR870-5p,NONATHT002713,0,140,-3915,6247
6248,mtr-miR5204,lcl_Mtruncatula_Medtr5g011760.1,1,159,-699,6248
6249,mtr-miR5291a,lcl_Mtruncatula_Medtr5g015470.1,0,433,-123,6249
6250,gma-miR5766,lcl_Gmax_Glyma.14G123400.2,1,1143,-3916,6250
6251,gma-miR10422,lcl_Gmax_Glyma.12G173100.1,0,259,-2059,6251
6252,ath-miR159a,CNT2087568,1,782,-1395,6252
6253,ath-miR866-3p,lcl_Athaliana_AT1G65485.1,0,537,-3917,6253
6254,mtr-miR2592b-3p,lcl_Mtruncatula_Medtr5g039040.1,1,253,-3918,6254
6255,mtr-miR160a,lcl_Mtruncatula_Medtr2g009910.1,0,152,-1238,6255
6256,gma-miR482b-3p,lcl_Gmax_Glyma.13G101500.1,1,388,-3919,6256
6257,gma-miR5774a,lcl_Gmax_Glyma.04G116800.1,0,300,-1330,6257
6258,ath-miR399a,CNT2086364,1,1158,-566,6258
6259,ath-miR870-3p,CNT2088941,0,355,-3920,6259
6260,mtr-miR5233,lcl_Mtruncatula_Medtr4g044383.1,1,452,-3921,6260
6261,mtr-miR172d-5p,lcl_Mtruncatula_Medtr0016s0040.1,0,527,-10,6261
6262,gma-miR169c,lcl_Gmax_Glyma.09G143400.1,1,886,-1743,6262
6263,gma-miR1512a-5p,lcl_Gmax_Glyma.20G071900.1,0,486,-1006,6263
6264,ath-miR8181,CNT2085675,1,46,-3137,6264
6265,ath-miR837-3p,lcl_Athaliana_AT1G07728.1,0,233,-1503,6265
6266,mtr-miR5255,lcl_Mtruncatula_Medtr1g043700.1,1,1056,-3922,6266
6267,mtr-miR395b,lcl_Mtruncatula_Medtr3g053460.2,0,520,-107,6267
6268,gma-miR9737,lcl_Gmax_Glyma.16G184900.1,1,510,-3923,6268
6269,gma-miR159e-5p,lcl_Gmax_Glyma.05G080300.5,0,354,-817,6269
6270,ath-miR3440b-3p,CNT2088721,1,272,-3924,6270
6271,ath-miR1886.3,lcl_Athaliana_AT4G13615.1,0,860,-3925,6271
6272,mtr-miR530,lcl_Mtruncatula_Medtr4g094345.1,1,218,-352,6272
6273,mtr-miR156g-3p,lcl_Mtruncatula_Medtr5g084410.2,0,787,-86,6273
6274,gma-miR10447,lcl_Gmax_Glyma.07G229300.1,1,496,-3926,6274
6275,gma-miR10438,lcl_Gmax_Glyma.17G142500.4,0,497,-24,6275
6276,ath-miR854a,lcl_Athaliana_AT3G19550.1,1,319,-3927,6276
6277,ath-miR846-3p,CNT2086649,0,515,-2178,6277
6278,mtr-miR2664a,lcl_Mtruncatula_Medtr6g045207.1,1,693,-3928,6278
6279,mtr-miR5560-5p,lcl_Mtruncatula_Medtr5g074570.1,0,1280,-277,6279
6280,gma-miR482c-3p,lcl_Gmax_Glyma.10G151600.1,1,258,-3929,6280
6281,gma-miR5041-5p,lcl_Gmax_Glyma.16G092300.1,0,1172,-201,6281
6282,ath-miR164c-5p,CNT2085943,1,7,-3930,6282
6283,ath-miR156a-3p,CNT2085136,0,837,-3931,6283
6284,mtr-miR2586b,lcl_Mtruncatula_Medtr2g085135.1,1,356,-3932,6284
6285,mtr-miR2640,lcl_Mtruncatula_Medtr4g059760.1,0,49,-113,6285
6286,gma-miR482e,lcl_Gmax_Glyma.16G205400.1,1,313,-3933,6286
6287,gma-miR169c,lcl_Gmax_Glyma.18G300000.1,0,886,-1119,6287
6288,ath-miR8165,CNT2088057,1,103,-3934,6288
6289,ath-miR846-3p,CNT2088990,0,515,-3935,6289
6290,mtr-miR2592bi,lcl_Mtruncatula_Medtr3g010100.1,1,1281,-3936,6290
6291,mtr-miR4414b,lcl_Mtruncatula_Medtr2g105240.5,0,357,-406,6291
6292,gma-miR5769,lcl_Gmax_Glyma.13G063000.1,1,215,-3937,6292
6293,gma-miR5767,lcl_Gmax_Glyma.05G080300.4,0,271,-546,6293
6294,ath-miR394b-3p,lcl_Athaliana_AT5G16470.1,1,1030,-3938,6294
6295,ath-miR164c-3p,CNT2086675,0,1083,-2449,6295
6296,mtr-miR5266,lcl_Mtruncatula_Medtr4g029030.1,1,481,-3939,6296
6297,mtr-miR2656a,lcl_Mtruncatula_Medtr3g466420.1,0,505,-210,6297
6298,gma-miR1508b,lcl_Gmax_Glyma.14G138800.1,1,283,-3940,6298
6299,gma-miR4358,lcl_Gmax_Glyma.08G036200.1,0,741,-1152,6299
6300,ath-miR5644,CNT2085692,1,521,-3941,6300
6301,ath-miR426,CNT2085046,0,977,-3942,6301
6302,mtr-miR5276,lcl_Mtruncatula_Medtr7g023150.1,1,298,-3943,6302
6303,mtr-miR169f,lcl_Mtruncatula_Medtr2g023920.2,0,269,-661,6303
6304,gma-miR1520f-5p,lcl_Gmax_Glyma.03G083600.1,1,220,-3944,6304
6305,gma-miR9736,lcl_Gmax_Glyma.08G342400.1,0,275,-492,6305
6306,ath-miR168a-5p,lcl_Athaliana_AT3G33065.1,1,177,-3945,6306
6307,ath-miR833a-3p,NONATHT000058,0,325,-3946,6307
6308,mtr-miR319a-3p,lcl_Mtruncatula_Medtr2g450660.1,1,421,-874,6308
6309,mtr-miR1509b,lcl_Mtruncatula_Medtr1g086180.1,0,1098,-524,6309
6310,gma-miR1520o,lcl_Gmax_Glyma.17G211800.1,1,304,-681,6310
6311,gma-miR1528,lcl_Gmax_Glyma.05G013600.1,0,571,-587,6311
6312,ath-miR773a,CNT2088232,1,826,-3947,6312
6313,ath-miR853,lcl_Athaliana_AT5G21110.1,0,431,-3948,6313
6314,mtr-miR5298d,lcl_Mtruncatula_Medtr8g037300.1,1,426,-3949,6314
6315,mtr-miR2600a,lcl_Mtruncatula_Medtr3g109685.1,0,281,-595,6315
6316,gma-miR169p,lcl_Gmax_Glyma.09G143400.1,1,193,-1743,6316
6317,gma-miR10419,lcl_Gmax_Glyma.05G080300.2,0,1013,-827,6317
6318,ath-miR774b-5p,lcl_Athaliana_AT3G29644.2,1,208,-3950,6318
6319,ath-miR829-5p,CNT2086804,0,428,-627,6319
6320,mtr-miR156h-3p,lcl_Mtruncatula_Medtr5g072730.1,1,429,-3211,6320
6321,mtr-miR5286b,lcl_Mtruncatula_Medtr3g050170.1,0,135,-135,6321
6322,gma-miR862a,lcl_Gmax_Glyma.06G019600.1,1,769,-3951,6322
6323,gma-miR1520f-3p,lcl_Gmax_Glyma.16G152000.1,0,689,-844,6323
6324,ath-miR5642a,lcl_Athaliana_AT2G13190.1,1,916,-3952,6324
6325,ath-miR168a-5p,lcl_Athaliana_AT2G42870.1,0,177,-3953,6325
6326,mtr-miR160f,lcl_Mtruncatula_Medtr3g110750.1,1,701,-3954,6326
6327,mtr-miR5760,lcl_Mtruncatula_Medtr1g086180.2,0,994,-163,6327
6328,gma-miR5762,lcl_Gmax_Glyma.19G130900.1,1,954,-3955,6328
6329,gma-miR9749,lcl_Gmax_Glyma.01G129800.1,0,1130,-125,6329
6330,ath-miR5654-3p,lcl_Athaliana_AT4G37553.1,1,98,-3956,6330
6331,ath-miR865-5p,lcl_Athaliana_AT3G42254.1,0,14,-2380,6331
6332,mtr-miR156g-3p,lcl_Mtruncatula_Medtr2g091035.1,1,787,-3957,6332
6333,mtr-miR2089-3p,lcl_Mtruncatula_Medtr3g466420.1,0,1088,-210,6333
6334,gma-miR390e,lcl_Gmax_Glyma.09G031500.3,1,945,-3958,6334
6335,gma-miR1520d,lcl_Gmax_Glyma.05G013600.1,0,1282,-587,6335
6336,ath-miR842,CNT2085057,1,255,-3959,6336
6337,ath-miR5017-5p,CNT2085969,0,124,-3960,6337
6338,mtr-miR5214-3p,lcl_Mtruncatula_Medtr8g073150.1,1,866,-3322,6338
6339,mtr-miR2678,lcl_Mtruncatula_Medtr7g090430.1,0,573,-33,6339
6340,gma-miR4414a-5p,lcl_Gmax_Glyma.19G096000.1,1,540,-2218,6340
6341,gma-miR156ab,lcl_Gmax_Glyma.18G042500.1,0,1037,-951,6341
6342,ath-miR3932b-5p,NONATHT000979,1,376,-3961,6342
6343,ath-miR781a,CNT2088377,0,504,-3962,6343
6344,mtr-miR395a,lcl_Mtruncatula_Medtr2g089330.1,1,685,-3963,6344
6345,mtr-miR398b,lcl_Mtruncatula_Medtr3g466420.1,0,827,-210,6345
6346,gma-miR9750-5p,lcl_Gmax_Glyma.19G207800.1,1,898,-3964,6346
6347,gma-miR5042-5p,lcl_Gmax_Glyma.04G014200.1,0,1214,-761,6347
6348,ath-miR416,CNT2084825,1,1077,-3965,6348
6349,ath-miR5637,CNT2087452,0,575,-3966,6349
6350,mtr-miR5259,lcl_Mtruncatula_Medtr2g073100.2,1,726,-3967,6350
6351,mtr-miR5278,lcl_Mtruncatula_Medtr8g074520.1,0,109,-230,6351
6352,gma-miR5676,lcl_Gmax_Glyma.20G146600.1,1,1078,-3968,6352
6353,gma-miR5781,lcl_Gmax_Glyma.U032600.1,0,1194,-1040,6353
6354,ath-miR5022,CNT2088722,1,804,-1289,6354
6355,ath-miR5641,CNT2087279,0,239,-3969,6355
6356,mtr-miR2592d-5p,lcl_Mtruncatula_Medtr6g023210.1,1,1207,-568,6356
6357,mtr-miR2089-3p,lcl_Mtruncatula_Medtr0105s0070.1,0,1088,-530,6357
6358,gma-miR319f,lcl_Gmax_Glyma.04G257300.1,1,1164,-613,6358
6359,gma-miR1520f-3p,lcl_Gmax_Glyma.16G055000.2,0,689,-657,6359
6360,ath-miR414,lcl_Athaliana_AT1G55330.1,1,503,-3482,6360
6361,ath-miR5014b,lcl_Athaliana_AT3G10974.1,0,387,-3970,6361
6362,mtr-miR5213-5p,lcl_Mtruncatula_Medtr5g064195.1,1,1203,-3971,6362
6363,mtr-miR156d-3p,lcl_Mtruncatula_Medtr5g015470.1,0,408,-123,6363
6364,gma-miR4408,lcl_Gmax_Glyma.18G270000.1,1,630,-3972,6364
