ViRBase ID	Virus Name	Virus Strain Name	Taxonomy ID	Virus Family	Host Species	Interactor1 Source	Interactor1 Category	Interactor1 Symbol	Interactor1 ID	Interactor2 Source	Interactor2 Category	Interactor2 Symbol	Interactor2 ID	PMID	Score
HHID00103902	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000664	LNC_000664	host	mRNA	CAPSL	100623235	32063887	0.4752
HHID00103903	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000668	LNC_000668	host	mRNA	ZNF131	102159255	32063887	0.4752
HHID00103904	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000668	LNC_000668	host	mRNA	ANXA2R	110257339	32063887	0.4752
HHID00103905	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000671	LNC_000671	host	mRNA	SLC30A5	100171388	32063887	0.4752
HHID00103906	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000671	LNC_000671	host	mRNA	CDK7	100310797	32063887	0.4752
HHID00103907	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000671	LNC_000671	host	mRNA	MRPS36	100516116	32063887	0.4752
HHID00103908	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000671	LNC_000671	host	mRNA	CENPH	100736772	32063887	0.4752
HHID00103909	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000673	LNC_000673	host	mRNA	DUSP1	100522469	32063887	0.4752
HHID00103910	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000673	LNC_000673	host	mRNA	ERGIC1	100523931	32063887	0.4752
HHID00103911	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000674	LNC_000674	host	mRNA	DUSP1	100522469	32063887	0.4752
HHID00103912	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000675	LNC_000675	host	mRNA	TENM2	100513121	32063887	0.4752
HHID00103913	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000676	LNC_000676	host	mRNA	SLU7	100517791	32063887	0.4752
HHID00103914	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000676	LNC_000676	host	mRNA	ATP10B	100626997	32063887	0.4752
HHID00103915	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000679	LNC_000679	host	mRNA	LOC100518097	100518097	32063887	0.4752
HHID00103916	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000680	LNC_000680	host	mRNA	LOC100518097	100518097	32063887	0.4752
HHID00103917	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000681	LNC_000681	host	mRNA	PRNP	494014	32063887	0.4752
HHID00103918	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000681	LNC_000681	host	mRNA	RASSF2	100157105	32063887	0.4752
HHID00103919	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000681	LNC_000681	host	mRNA	PRND	100512378	32063887	0.4752
HHID00103920	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000682	LNC_000682	host	mRNA	LRRN4	100152719	32063887	0.4752
HHID00103921	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000682	LNC_000682	host	mRNA	CRLS1	100153088	32063887	0.4752
HHID00103922	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000682	LNC_000682	host	mRNA	MCM8	100154307	32063887	0.4752
HHID00103923	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000685	LNC_000685	host	mRNA	FKBP1A	654323	32063887	0.4752
HHID00103924	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000685	LNC_000685	host	mRNA	NSFL1C	100513186	32063887	0.4752
HHID00103925	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000685	LNC_000685	host	mRNA	SDCBP2	100513633	32063887	0.4752
HHID00103926	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000685	LNC_000685	host	mRNA	SNPH	100513829	32063887	0.4752
HHID00103927	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000686	LNC_000686	host	mRNA	SNTA1	100151843	32063887	0.4752
HHID00103928	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000686	LNC_000686	host	mRNA	CDK5RAP1	100153041	32063887	0.4752
HHID00103929	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000686	LNC_000686	host	mRNA	CBFA2T2	100157067	32063887	0.4752
HHID00103930	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000687	LNC_000687	host	mRNA	GTSF1L	100156402	32063887	0.4752
HHID00103931	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000687	LNC_000687	host	mRNA	MYBL2	100157175	32063887	0.4752
HHID00103932	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000687	LNC_000687	host	mRNA	IFT52	100157616	32063887	0.4752
HHID00103933	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000688	LNC_000688	host	mRNA	R3HDML	100155196	32063887	0.4752
HHID00103934	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000688	LNC_000688	host	mRNA	FITM2	100158013	32063887	0.4752
HHID00103935	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000688	LNC_000688	host	mRNA	GDAP1L1	100625236	32063887	0.4752
HHID00103936	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000689	LNC_000689	host	mRNA	ZMYND8	100155989	32063887	0.4752
HHID00103937	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000689	LNC_000689	host	mRNA	EYA2	100624872	32063887	0.4752
HHID00103938	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000690	LNC_000690	host	mRNA	ZMYND8	100155989	32063887	0.4752
HHID00103939	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000690	LNC_000690	host	mRNA	EYA2	100624872	32063887	0.4752
HHID00103940	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000691	LNC_000691	host	mRNA	ZMYND8	100155989	32063887	0.4752
HHID00103941	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000691	LNC_000691	host	mRNA	EYA2	100624872	32063887	0.4752
HHID00103942	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000692	LNC_000692	host	mRNA	ZMYND8	100155989	32063887	0.4752
HHID00103943	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000692	LNC_000692	host	mRNA	EYA2	100624872	32063887	0.4752
HHID00103944	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000695	LNC_000695	host	mRNA	SLC9A8	102158489	32063887	0.4752
HHID00103945	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000696	LNC_000696	host	mRNA	CDH4	100626354	32063887	0.4752
HHID00103946	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000696	LNC_000696	host	mRNA	TAF4	100626452	32063887	0.4752
HHID00103947	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000696	LNC_000696	host	mRNA	PSMA7	100626738	32063887	0.4752
HHID00103948	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000696	LNC_000696	host	mRNA	LSM14B	100626826	32063887	0.4752
HHID00103949	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000699	LNC_000699	host	mRNA	NANP	100518994	32063887	0.4752
HHID00103950	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000699	LNC_000699	host	mRNA	NINL	100519522	32063887	0.4752
HHID00103951	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000700	LNC_000700	host	mRNA	BCL2L1	397536	32063887	0.4752
HHID00103952	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000700	LNC_000700	host	mRNA	ID1	100522839	32063887	0.4752
HHID00103953	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000700	LNC_000700	host	mRNA	LOC100525721	100525721	32063887	0.4752
HHID00103954	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000701	LNC_000701	host	mRNA	WFDC2	396987	32063887	0.4752
HHID00103955	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000701	LNC_000701	host	mRNA	PTI	100156830	32063887	0.4752
HHID00103956	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000702	LNC_000702	host	mRNA	PTPN1	396667	32063887	0.4752
HHID00103957	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000703	LNC_000703	host	mRNA	ADNP	100141411	32063887	0.4752
HHID00103958	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000703	LNC_000703	host	mRNA	BCAS4	100141422	32063887	0.4752
HHID00103959	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000703	LNC_000703	host	mRNA	PARD6B	100151957	32063887	0.4752
HHID00103960	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000704	LNC_000704	host	mRNA	ZFP64	100155190	32063887	0.4752
HHID00103961	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	SLC4A2	397203	32063887	0.4752
HHID00103962	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	FASTK	100233181	32063887	0.4752
HHID00103963	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	ABCF2	100522910	32063887	0.4752
HHID00103964	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	AGAP3	100625238	32063887	0.4752
HHID00103965	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	TMUB1	100625342	32063887	0.4752
HHID00103966	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	GBX1	100625616	32063887	0.4752
HHID00103967	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	ASB10	100626709	32063887	0.4752
HHID00103968	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	WDR86	100739295	32063887	0.4752
HHID00103969	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000706	LNC_000706	host	mRNA	IQCA1L	100739366	32063887	0.4752
HHID00103970	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000707	LNC_000707	host	mRNA	GIMAP8	100736760	32063887	0.4752
HHID00103971	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000707	LNC_000707	host	mRNA	GIMAP1	110257620	32063887	0.4752
HHID00103972	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000707	LNC_000707	host	mRNA	TCAF1	TCAF1	32063887	0.4752
HHID00103973	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000708	LNC_000708	host	mRNA	CLEC5A	397050	32063887	0.4752
HHID00103974	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000708	LNC_000708	host	mRNA	WEE2	100048934	32063887	0.4752
HHID00103975	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000708	LNC_000708	host	mRNA	AGK	100233170	32063887	0.4752
HHID00103976	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000708	LNC_000708	host	mRNA	SSBP1	100512994	32063887	0.4752
HHID00103977	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000708	LNC_000708	host	mRNA	DENND11	100513325	32063887	0.4752
HHID00103978	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000709	LNC_000709	host	mRNA	RALA	100622254	32063887	0.4752
HHID00103979	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000709	LNC_000709	host	mRNA	YAE1	100622361	32063887	0.4752
HHID00103980	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000711	LNC_000711	host	mRNA	AGK	100233170	32063887	0.4752
HHID00103981	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000711	LNC_000711	host	mRNA	TMEM178B	100738949	32063887	0.4752
HHID00103982	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000712	LNC_000712	host	mRNA	FOXP2	100127352	32063887	0.4752
HHID00103983	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000713	LNC_000713	host	mRNA	FOXP2	100127352	32063887	0.4752
HHID00103984	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000714	LNC_000714	host	mRNA	ANLN	100523340	32063887	0.4752
HHID00103985	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000715	LNC_000715	host	mRNA	NOD1	100135660	32063887	0.4752
HHID00103986	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA5	100499568	32063887	0.4752
HHID00103987	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA7	100519456	32063887	0.4752
HHID00103988	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA4	100519635	32063887	0.4752
HHID00103989	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA3	100519809	32063887	0.4752
HHID00103990	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA2	100519993	32063887	0.4752
HHID00103991	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA1	100520162	32063887	0.4752
HHID00103992	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA11	100521236	32063887	0.4752
HHID00103993	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000716	LNC_000716	host	mRNA	HOXA6	106504173	32063887	0.4752
HHID00103994	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA5	100499568	32063887	0.4752
HHID00103995	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA7	100519456	32063887	0.4752
HHID00103996	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA4	100519635	32063887	0.4752
HHID00103997	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA3	100519809	32063887	0.4752
HHID00103998	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA2	100519993	32063887	0.4752
HHID00103999	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA1	100520162	32063887	0.4752
HHID00104000	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA11	100521236	32063887	0.4752
HHID00104001	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000717	LNC_000717	host	mRNA	HOXA6	106504173	32063887	0.4752
HHID00104002	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000718	LNC_000718	host	mRNA	PGAM2	100188980	32063887	0.4752
HHID00104003	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000718	LNC_000718	host	mRNA	STK31	100524057	32063887	0.4752
HHID00104004	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000718	LNC_000718	host	mRNA	DBNL	100524413	32063887	0.4752
HHID00104005	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000718	LNC_000718	host	mRNA	UBE2D4	100524597	32063887	0.4752
HHID00104006	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000719	LNC_000719	host	mRNA	DBNL	100524413	32063887	0.4752
HHID00104007	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000719	LNC_000719	host	mRNA	UBE2D4	100524597	32063887	0.4752
HHID00104008	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000719	LNC_000719	host	mRNA	MRPS24	100524778	32063887	0.4752
HHID00104009	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000719	LNC_000719	host	mRNA	LOC100525140	100525140	32063887	0.4752
HHID00104010	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000720	LNC_000720	host	mRNA	MPEG1	100516953	32063887	0.4752
HHID00104011	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000720	LNC_000720	host	mRNA	DTX4	100517143	32063887	0.4752
HHID00104012	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000720	LNC_000720	host	mRNA	FAM111B	100517326	32063887	0.4752
HHID00104013	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000720	LNC_000720	host	mRNA	FAM111A	100525029	32063887	0.4752
HHID00104014	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000720	LNC_000720	host	mRNA	GLYATL2	100525206	32063887	0.4752
HHID00104015	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000721	LNC_000721	host	mRNA	DEPDC7	100621764	32063887	0.4752
HHID00104016	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000721	LNC_000721	host	mRNA	TCP11L1	100621866	32063887	0.4752
HHID00104017	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000722	LNC_000722	host	mRNA	DEPDC7	100621764	32063887	0.4752
HHID00104018	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000722	LNC_000722	host	mRNA	TCP11L1	100621866	32063887	0.4752
HHID00104019	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000723	LNC_000723	host	mRNA	DCDC1	DCDC1	32063887	0.4752
HHID00104020	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000725	LNC_000725	host	mRNA	SPON1	100516954	32063887	0.4752
HHID00104021	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000726	LNC_000726	host	mRNA	ADM	397195	32063887	0.4752
HHID00104022	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	INSL3	397024	32063887	0.4752
HHID00104023	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	SLC5A5	399542	32063887	0.4752
HHID00104024	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	IL12RB1	100271900	32063887	0.4752
HHID00104025	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	B3GNT3	100518473	32063887	0.4752
HHID00104026	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	JAK3	100518649	32063887	0.4752
HHID00104027	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	CCDC124	100518956	32063887	0.4752
HHID00104028	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	KCNN1	100519132	32063887	0.4752
HHID00104029	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	ARRDC2	100519298	32063887	0.4752
HHID00104030	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000727	LNC_000727	host	mRNA	RPL18A	100520891	32063887	0.4752
HHID00104031	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000728	LNC_000728	host	mRNA	ILF3	100515360	32063887	0.4752
HHID00104032	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000728	LNC_000728	host	mRNA	QTRT1	100524546	32063887	0.4752
HHID00104033	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000728	LNC_000728	host	mRNA	SLC44A2	100524730	32063887	0.4752
HHID00104034	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000728	LNC_000728	host	mRNA	AP1M2	102168166	32063887	0.4752
HHID00104035	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000729	LNC_000729	host	mRNA	CD70	733577	32063887	0.4752
HHID00104036	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000729	LNC_000729	host	mRNA	KHSRP	100516780	32063887	0.4752
HHID00104037	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000729	LNC_000729	host	mRNA	GTF2F1	100516955	32063887	0.4752
HHID00104038	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	LNC_000729	LNC_000729	host	mRNA	ALKBH7	100517144	32063887	0.4752
