,mirna,lncrna,Label,mirna_id,lncrna_id,pair_id
7800,ebv-miR-BART1-5p,ENST00000659565.1,1.0,76,-356,7406
7801,kshv-miR-K12-5-5p,ENST00000672067.1,1.0,139,-845,8581
7802,ebv-miR-BART18-3p,ENST00000663976.1,1.0,109,-696,8259
7803,ebv-miR-BART6-3p,ENST00000658416.1,1.0,84,-198,6253
7804,ebv-miR-BART19-5p,ENST00000445461.7,0.0,110,-1551,15057
7805,hsv1-miR-H6-3p,ENST00000623772.1,1.0,8,-178,5702
7806,ebv-miR-BART12,ENST00000612430.3,1.0,92,-605,8152
7807,ebv-miR-BART20-3p,ENST00000643127.1,1.0,103,-48,1063
7808,hcmv-miR-US25-1-5p,ENST00000654922.1,1.0,54,-1517,9282
7809,hbv-miR-B20-5p,ENST00000667197.1,0.0,143,-195,15565
7810,kshv-miR-K12-6-5p,ENST00000655269.1,1.0,125,-214,6621
7811,kshv-miR-K12-9-5p,ENST00000428411.6,0.0,121,-252,17862
7812,ebv-miR-BART2-5p,ENST00000535076.6,0.0,77,-717,15827
7813,kshv-miR-K12-7-5p,ENST00000584840.5,0.0,138,-1303,13265
7814,ebv-miR-BART14-3p,ENST00000426753.6,0.0,95,-1384,10405
7815,hcmv-miR-US5-2-5p,ENST00000426021.5,0.0,64,-1291,14345
7816,ebv-miR-BART16,ENST00000657905.1,1.0,97,-109,4052
7817,hsv1-miR-H16,ENST00000666762.1,1.0,19,-38,605
7818,jcv-miR-J1-3p,ENST00000665000.1,0.0,159,-153,11205
7819,hcmv-miR-US25-1-5p,ENST00000670980.1,1.0,54,-1558,9323
7820,ebv-miR-BART20-3p,ENST00000648802.1,0.0,103,-1033,13829
7821,hcmv-miR-UL69,ENST00000649041.1,1.0,71,-95,2757
7822,hcmv-miR-UL148D,ENST00000631797.1,0.0,51,-1666,17779
7823,ebv-miR-BART13-3p,ENST00000653929.1,0.0,93,-814,12517
7824,ebv-miR-BART19-5p,ENST00000661733.1,0.0,110,-1214,17681
7825,kshv-miR-K12-11-5p,ENST00000469846.2,0.0,134,-1803,13004
7826,hbv-miR-B19-5p,ENST00000667674.1,0.0,151,-853,9946
7827,ebv-miR-BART3-5p,ENST00000669217.1,0.0,79,-156,14846
7828,kshv-miR-K12-10a-5p,ENST00000443596.1,0.0,133,-1009,10265
7829,hiv1-miR-TAR-5p,ENST00000442419.2,0.0,164,-1229,14592
7830,ebv-miR-BART12,ENST00000659531.1,1.0,92,-645,8192
7831,hsv2-miR-H9-3p,ENST00000675716.1,1.0,32,-70,1713
7832,kshv-miR-K12-11-3p,ENST00000553463.1,1.0,118,-218,6707
7833,hsv2-miR-H20,ENST00000413202.1,0.0,37,-1182,18666
7834,ebv-miR-BHRF1-3,ENST00000667485.1,0.0,75,-1631,18084
7835,hcmv-miR-US25-2-3p,ENST00000566432.1,1.0,56,-234,6847
7836,ebv-miR-BART17-3p,ENST00000671646.1,1.0,99,-110,4145
7837,hsv2-miR-H7-3p,ENST00000642072.1,0.0,43,-228,15698
7838,hsv1-miR-H1-3p,ENST00000330551.3,0.0,22,-1100,17564
7839,ebv-miR-BART11-3p,ENST00000542933.5,0.0,91,-1507,18945
7840,hcmv-miR-US25-1-5p,ENST00000673141.1,1.0,54,-4,46
7841,hsv2-miR-H9-5p,ENST00000578380.6,0.0,44,-834,13674
7842,hcmv-miR-US5-2-5p,ENST00000659192.1,0.0,64,-1579,10731
7843,hcmv-miR-UL112-5p,ENST00000457339.5,0.0,63,-1466,9936
7844,hsv1-miR-H6-3p,ENST00000468381.2,1.0,8,-101,3277
7845,ebv-miR-BART20-3p,ENST00000375635.6,1.0,103,-182,5771
7846,hcmv-miR-US25-1-5p,ENST00000449169.1,0.0,54,-273,10115
7847,kshv-miR-K12-6-3p,ENST00000654334.1,0.0,126,-256,10696
7848,ebv-miR-BHRF1-2-5p,ENST00000440150.5,0.0,73,-428,13784
7849,hcmv-miR-UL70-3p,ENST00000629084.2,0.0,60,-553,17431
7850,hsv2-miR-H5,ENST00000649111.1,1.0,45,-40,683
7851,hcmv-miR-UL59,ENST00000462835.1,1.0,70,-403,7643
7852,mcpv-miR-P1-3p,ENST00000623100.2,1.0,161,-115,4582
7853,ebv-miR-BHRF1-2-5p,ENST00000413421.5,0.0,73,-874,9795
7854,hcmv-miR-UL70-5p,ENST00000645185.1,0.0,59,-1257,17943
7855,ebv-miR-BART11-3p,ENST00000508832.2,0.0,91,-1533,12308
7856,hbv-miR-B8-3p,ENST00000629188.2,0.0,150,-615,19208
7857,hcmv-miR-US5-1,ENST00000647872.1,1.0,52,-99,3116
7858,kshv-miR-K12-10a-5p,ENST00000461203.5,1.0,133,-137,4951
7859,hcmv-miR-US22-5p,ENST00000648149.1,1.0,66,-41,727
7860,hsv2-miR-H7-3p,ENST00000580770.5,0.0,43,-832,14783
7861,hiv1-miR-TAR-3p,ENST00000575606.5,0.0,165,-1816,9818
7862,hsv2-miR-H4-3p,ENST00000489452.1,0.0,29,-1824,10014
7863,ebv-miR-BART2-5p,ENST00000661136.1,0.0,77,-56,12941
7864,ebv-miR-BART11-5p,ENST00000666762.1,1.0,90,-38,621
7865,hsv2-miR-H11-3p,ENST00000652699.1,0.0,34,-1073,10874
7866,hcmv-miR-US25-1-5p,ENST00000656209.1,1.0,54,-1015,8780
7867,ebv-miR-BART2-3p,ENST00000655058.1,0.0,104,-631,13679
7868,hsv2-miR-H23-3p,ENST00000483544.1,0.0,40,-1232,19178
7869,hsv2-miR-H9-3p,ENST00000649108.1,1.0,32,-34,533
7870,hcmv-miR-UL70-3p,ENST00000437681.1,0.0,60,-265,13749
7871,ebv-miR-BART20-5p,ENST00000662916.1,0.0,102,-1711,12928
7872,ebv-miR-BART16,ENST00000674760.1,1.0,97,-68,1619
7873,hcmv-miR-US25-1-5p,ENST00000549354.6,1.0,54,-1205,8970
7874,ebv-miR-BART2-3p,ENST00000663530.1,1.0,104,-112,4331
7875,kshv-miR-K12-4-3p,ENST00000409178.5,1.0,129,-51,1220
7876,hcmv-miR-US25-1-5p,ENST00000644577.1,1.0,54,-1164,8929
7877,ebv-miR-BART20-3p,ENST00000507461.2,1.0,103,-188,5822
7878,hsv1-miR-H12,ENST00000318426.6,0.0,14,-1328,12271
7879,hcmv-miR-US4-3p,ENST00000431669.5,0.0,65,-1779,14567
7880,hsv1-miR-H5-3p,ENST00000643070.1,0.0,7,-1170,11069
7881,kshv-miR-K12-6-3p,ENST00000455131.5,0.0,126,-1172,13607
7882,hcmv-miR-UL70-3p,ENST00000623349.3,1.0,60,-495,7892
7883,jcv-miR-J1-5p,ENST00000336600.6,1.0,158,-85,2469
7884,ebv-miR-BART15,ENST00000652879.1,0.0,96,-721,10420
7885,hcmv-miR-UL112-3p,ENST00000626344.2,0.0,50,-867,10185
7886,ebv-miR-BART9-3p,ENST00000675704.1,0.0,88,-67,11969
7887,ebv-miR-BART4-5p,ENST00000556865.1,1.0,81,-174,5614
7888,ebv-miR-BART3-3p,ENST00000677732.1,1.0,80,-409,7670
7889,hbv-miR-B2RC,ENST00000658223.1,0.0,141,-211,17020
7890,hsv2-miR-H6-3p,ENST00000623673.1,1.0,47,-133,4757
7891,hsv1-miR-H14-5p,ENST00000665960.1,0.0,16,-259,17499
7892,hsv1-miR-H3-3p,ENST00000591882.1,0.0,4,-315,12280
7893,hcmv-miR-US25-1-5p,ENST00000668100.1,1.0,54,-735,8304
7894,hsv1-miR-H6-5p,ENST00000441234.1,0.0,25,-1249,18278
7895,hsv2-miR-H2,ENST00000666636.1,0.0,30,-1601,14029
7896,hsv1-miR-H3-3p,ENST00000481220.6,1.0,4,-122,4701
7897,ebv-miR-BART4-3p,ENST00000657905.1,1.0,111,-109,4064
7898,hcmv-miR-US22-3p,ENST00000358748.1,0.0,67,-1774,16059
7899,hbv-miR-B3RC-5p,ENST00000481220.6,0.0,146,-122,18345
7900,hsv1-miR-H12,ENST00000644577.1,0.0,14,-1164,18523
7901,hsv1-miR-H18,ENST00000657291.1,0.0,21,-598,9896
7902,hsv2-miR-H7-5p,ENST00000628232.2,0.0,31,-1441,9964
7903,hbv-miR-B4,ENST00000666762.1,1.0,142,-38,627
7904,kshv-miR-K12-1-5p,ENST00000645416.2,1.0,119,-50,1161
7905,kshv-miR-K12-9-5p,ENST00000587306.5,0.0,121,-890,11756
7906,kshv-miR-K12-9-5p,ENST00000667136.1,1.0,121,-108,3979
7907,hcmv-miR-UL59,ENST00000565113.5,1.0,70,-164,5391
7908,hcmv-miR-US25-1-5p,ENST00000650897.1,1.0,54,-1076,8841
7909,hiv1-miR-N367,ENST00000626834.2,0.0,162,-560,13454
7910,hcmv-miR-US5-1,ENST00000625191.3,1.0,52,-90,2673
7911,hsv2-miR-H6-5p,ENST00000625888.2,0.0,46,-584,15925
7912,bkv-miR-B1-5p,ENST00000662972.1,0.0,156,-1399,11057
7913,kshv-miR-K12-11-5p,ENST00000648073.1,0.0,134,-404,15496
7914,hsv1-miR-H5-5p,ENST00000666495.2,0.0,24,-969,15364
7915,hsv1-miR-H14-5p,ENST00000654845.1,0.0,16,-1500,9667
7916,kshv-miR-K12-8-5p,ENST00000659622.1,0.0,137,-815,17203
7917,kshv-miR-K12-5-5p,ENST00000661019.1,0.0,139,-1431,18327
7918,hcmv-miR-UL59,ENST00000588753.1,0.0,70,-1200,16614
7919,hsv1-miR-H16,ENST00000521113.1,1.0,19,-29,365
7920,mcpv-miR-P1-5p,ENST00000654997.1,0.0,160,-1603,16213
7921,kshv-miR-K12-2-3p,ENST00000431189.1,0.0,136,-534,18417
7922,hcmv-miR-US33-5p,ENST00000441724.1,0.0,57,-842,15977
7923,hsv2-miR-H7-3p,ENST00000514573.5,0.0,43,-684,16508
7924,hbv-miR-B8-3p,ENST00000646232.1,1.0,150,-45,934
7925,hcmv-miR-US25-1-5p,ENST00000578380.6,1.0,54,-834,8526
7926,hcmv-miR-US25-2-5p,ENST00000654050.1,0.0,55,-1742,13471
7927,kshv-miR-K12-12-3p,ENST00000666432.1,1.0,140,-162,5322
7928,ebv-miR-BART21-3p,ENST00000625175.3,1.0,114,-767,8369
7929,hbv-miR-B14RC-3p,ENST00000426261.6,1.0,154,-100,3267
7930,hcmv-miR-US22-5p,ENST00000656147.1,0.0,66,-1325,9803
7931,hcmv-miR-US33-3p,ENST00000609983.1,0.0,62,-1013,11865
7932,ebv-miR-BART2-3p,ENST00000468381.2,1.0,104,-101,3330
7933,kshv-miR-K12-10a-3p,ENST00000483544.1,0.0,116,-1232,17067
7934,ebv-miR-BART11-5p,ENST00000661552.1,0.0,90,-692,17516
7935,hbv-miR-B19-5p,ENST00000613450.4,0.0,151,-901,17929
7936,hsv2-miR-H24,ENST00000568310.1,1.0,41,-165,5444
7937,hsv1-miR-H2-5p,ENST00000676338.1,1.0,2,-74,1930
7938,kshv-miR-K12-2-3p,ENST00000647456.1,1.0,136,-43,837
7939,ebv-miR-BART13-5p,ENST00000461286.4,0.0,108,-958,9681
7940,hsv1-miR-H3-3p,ENST00000625439.2,0.0,4,-557,10986
7941,ebv-miR-BART3-3p,ENST00000483588.2,0.0,80,-840,13564
7942,kshv-miR-K12-3-3p,ENST00000627125.1,0.0,131,-774,18446
7943,hcmv-miR-UL70-3p,ENST00000457402.1,0.0,60,-336,18305
7944,hsv1-miR-H4-3p,ENST00000661502.1,0.0,6,-1734,15105
7945,hbv-miR-B14RC-3p,ENST00000669536.1,1.0,154,-194,6102
7946,ebv-miR-BART18-5p,ENST00000671269.1,0.0,100,-500,10148
7947,kshv-miR-K12-2-3p,ENST00000674683.1,1.0,136,-73,1917
7948,jcv-miR-J1-5p,ENST00000540508.1,1.0,158,-97,2997
7949,hcmv-miR-US4-3p,ENST00000666762.1,1.0,65,-38,616
7950,hsv2-miR-H7-3p,ENST00000648149.1,1.0,43,-41,724
7951,bkv-miR-B1-3p,ENST00000628305.2,0.0,157,-548,10170
7952,hiv1-miR-TAR-3p,ENST00000668395.1,0.0,165,-1320,12322
7953,hcmv-miR-UL112-3p,ENST00000442040.5,0.0,50,-658,12332
7954,kshv-miR-K12-2-5p,ENST00000670003.1,0.0,120,-1602,11249
7955,ebv-miR-BART19-5p,ENST00000538604.1,1.0,110,-98,3062
7956,hbv-miR-B3RC-5p,ENST00000574411.5,0.0,146,-1819,15948
7957,hiv1-miR-N367,ENST00000661636.1,1.0,162,-30,427
7958,ebv-miR-BART21-3p,ENST00000631764.1,0.0,114,-1662,15668
7959,ebv-miR-BART13-3p,ENST00000663530.1,1.0,93,-112,4322
7960,jcv-miR-J1-3p,ENST00000668711.1,0.0,159,-623,14541
7961,hcmv-miR-US25-1-5p,ENST00000407797.6,1.0,54,-140,5060
7962,ebv-miR-BHRF1-2-5p,ENST00000507461.2,1.0,73,-188,5808
7963,hsv1-miR-H7-5p,ENST00000654678.1,0.0,9,-471,9728
7964,kshv-miR-K12-6-5p,ENST00000480811.6,1.0,125,-828,8504
7965,hsv1-miR-H15,ENST00000642451.1,0.0,18,-1159,13195
7966,hcmv-miR-US25-1-5p,ENST00000475953.5,1.0,54,-833,8522
7967,hcmv-miR-US25-1-5p,ENST00000496717.1,1.0,54,-1813,9578
7968,hbv-miR-B7-5p,ENST00000671203.1,1.0,148,-189,5880
7969,ebv-miR-BHRF1-1,ENST00000657015.1,1.0,72,-106,3759
7970,kshv-miR-K12-2-5p,ENST00000415842.5,0.0,120,-479,12930
7971,hsv1-miR-H5-5p,ENST00000663530.1,1.0,24,-112,4285
7972,hcmv-miR-US25-1-5p,ENST00000663127.1,1.0,54,-1437,9202
7973,hcmv-miR-US25-1-5p,ENST00000653316.1,1.0,54,-1360,9125
7974,hbv-miR-B26-5p,ENST00000540508.1,1.0,153,-97,2993
7975,hcmv-miR-US25-1-5p,ENST00000623342.1,1.0,54,-1000,8765
7976,ebv-miR-BART15,ENST00000659749.1,1.0,96,-114,4506
7977,ebv-miR-BART17-3p,ENST00000538604.1,1.0,99,-98,3053
7978,hsv2-miR-H4-3p,ENST00000667877.1,0.0,29,-330,10829
7979,kshv-miR-K12-7-5p,ENST00000666290.1,0.0,138,-1439,13866
7980,ebv-miR-BART21-5p,ENST00000658783.1,1.0,113,-105,3702
7981,hiv1-miR-H1,ENST00000591173.5,1.0,163,-322,7306
7982,hsv2-miR-H23-5p,ENST00000650606.1,0.0,39,-86,12402
7983,ebv-miR-BART12,ENST00000626370.2,1.0,92,-561,8108
7984,ebv-miR-BART10-3p,ENST00000642602.1,1.0,89,-528,8065
7985,hcmv-miR-US29-5p,ENST00000657125.1,0.0,68,-460,17392
7986,ebv-miR-BART19-5p,ENST00000426078.5,0.0,110,-152,15282
7987,hiv1-miR-H1,ENST00000556913.1,1.0,163,-207,6471
7988,kshv-miR-K12-12-3p,ENST00000598350.3,1.0,140,-386,7527
7989,hcmv-miR-UL70-3p,ENST00000668343.1,1.0,60,-477,7865
7990,ebv-miR-BART2-3p,ENST00000659941.1,0.0,104,-628,16141
7991,hiv1-miR-H1,ENST00000667877.1,1.0,163,-330,7322
7992,hcmv-miR-US25-2-3p,ENST00000524935.1,0.0,56,-344,18453
7993,hcmv-miR-US25-1-5p,ENST00000664492.1,1.0,54,-981,8746
7994,ebv-miR-BART2-5p,ENST00000416017.1,0.0,77,-58,13855
7995,ebv-miR-BART6-3p,ENST00000667136.1,1.0,84,-108,3949
7996,hbv-miR-B4,ENST00000378947.7,1.0,142,-139,5037
7997,mcpv-miR-P1-3p,ENST00000445414.1,0.0,161,-965,13819
7998,ebv-miR-BHRF1-3,ENST00000557946.1,1.0,75,-47,1006
7999,ebv-miR-BHRF1-2-3p,ENST00000647762.1,1.0,74,-175,5637
8000,hbv-miR-B7-5p,ENST00000660874.1,0.0,148,-1499,19206
8001,hsv2-miR-H23-5p,ENST00000649041.1,1.0,39,-95,2746
8002,hsv2-miR-H24,ENST00000515734.2,0.0,41,-972,11085
8003,ebv-miR-BART5-5p,ENST00000671236.1,0.0,82,-706,16367
8004,kshv-miR-K12-3-5p,ENST00000538604.1,1.0,130,-98,3072
8005,ebv-miR-BART7-5p,ENST00000416366.1,0.0,105,-1486,15441
8006,hsv1-miR-H17,ENST00000654561.1,0.0,20,-826,15595
8007,hcmv-miR-US25-1-5p,ENST00000648609.1,1.0,54,-1041,8806
8008,kshv-miR-K12-6-5p,ENST00000584177.5,1.0,125,-821,8476
8009,ebv-miR-BART16,ENST00000378485.1,1.0,97,-117,4658
8010,hsv1-miR-H5-5p,ENST00000588785.6,1.0,24,-239,6966
8011,ebv-miR-BART13-3p,ENST00000411989.5,0.0,93,-1698,10754
8012,hbv-miR-B2RC,ENST00000650318.1,1.0,141,-96,2895
8013,ebv-miR-BART9-3p,ENST00000492750.5,0.0,88,-15,12802
8014,kshv-miR-K12-11-3p,ENST00000650318.1,1.0,118,-96,2884
8015,hsv2-miR-H20,ENST00000449386.5,0.0,37,-276,14311
8016,hsv2-miR-H3,ENST00000663992.1,0.0,27,-1313,17942
8017,kshv-miR-K12-12-5p,ENST00000359875.9,0.0,132,-78,14727
8018,ebv-miR-BART13-3p,ENST00000664958.1,0.0,93,-642,15195
8019,hbv-miR-B8-5p,ENST00000571868.1,1.0,149,-88,2649
8020,bkv-miR-B1-3p,ENST00000588785.6,1.0,157,-239,6984
8021,kshv-miR-K12-10a-5p,ENST00000426261.6,1.0,133,-100,3255
8022,hcmv-miR-UL112-3p,ENST00000669217.1,1.0,50,-156,5274
8023,hsv2-miR-H3,ENST00000661019.1,0.0,27,-1431,19202
8024,hiv1-miR-TAR-5p,ENST00000654925.1,0.0,164,-1333,15652
8025,kshv-miR-K12-2-3p,ENST00000423414.5,0.0,136,-522,13914
8026,kshv-miR-K12-8-5p,ENST00000672067.1,1.0,137,-845,8580
8027,mcpv-miR-P1-3p,ENST00000556913.1,1.0,161,-207,6470
8028,hcmv-miR-UL148D,ENST00000660532.1,0.0,51,-1567,15290
8029,hsv2-miR-H9-5p,ENST00000457100.5,0.0,44,-1278,18609
8030,hsv1-miR-H2-3p,ENST00000632203.1,0.0,3,-1677,16947
8031,hsv1-miR-H8-5p,ENST00000628659.2,0.0,11,-552,14166
8032,hcmv-miR-UL112-5p,ENST00000423846.5,0.0,63,-1175,9978
8033,kshv-miR-K12-10a-5p,ENST00000644461.1,1.0,133,-44,883
8034,hsv1-miR-H5-5p,ENST00000658416.1,0.0,24,-198,17597
8035,hsv2-miR-H9-3p,ENST00000666762.1,1.0,32,-38,607
8036,ebv-miR-BART21-3p,ENST00000628558.2,0.0,114,-326,12565
8037,hsv2-miR-H22,ENST00000451914.2,1.0,38,-440,7762
8038,kshv-miR-K12-1-3p,ENST00000665180.1,1.0,135,-193,6049
8039,bkv-miR-B1-5p,ENST00000623052.1,1.0,156,-163,5375
8040,ebv-miR-BART17-3p,ENST00000399206.4,0.0,99,-210,11527
8041,ebv-miR-BART21-3p,ENST00000649565.1,1.0,114,-397,7565
8042,ebv-miR-BART13-3p,ENST00000453317.1,0.0,93,-812,12488
8043,ebv-miR-BHRF1-2-5p,ENST00000666562.1,0.0,73,-473,17643
8044,hbv-miR-B2-3p,ENST00000442114.6,1.0,145,-84,2382
8045,hiv1-miR-H1,ENST00000378947.7,1.0,163,-139,5045
8046,hsv1-miR-H26,ENST00000440150.5,0.0,26,-428,19039
8047,hsv2-miR-H23-3p,ENST00000598454.5,0.0,40,-359,10598
8048,kshv-miR-K12-9-5p,ENST00000556225.1,1.0,121,-510,7962
8049,kshv-miR-K12-6-3p,ENST00000672067.1,1.0,126,-845,8576
8050,ebv-miR-BART5-5p,ENST00000567117.1,1.0,82,-237,6918
8051,ebv-miR-BART10-3p,ENST00000429134.5,0.0,89,-1744,13103
8052,hcmv-miR-US25-1-5p,ENST00000380970.2,1.0,54,-1721,9486
8053,hsv1-miR-H16,ENST00000629943.3,0.0,19,-656,15293
8054,kshv-miR-K12-11-5p,ENST00000665599.1,0.0,134,-693,11799
8055,hcmv-miR-US25-1-5p,ENST00000576096.5,1.0,54,-1495,9260
8056,ebv-miR-BART11-5p,ENST00000647456.1,1.0,90,-43,823
8057,hcmv-miR-US25-1-5p,ENST00000533506.5,1.0,54,-212,6564
8058,ebv-miR-BART12,ENST00000645416.2,1.0,92,-50,1154
8059,hbv-miR-B14RC-3p,ENST00000444349.6,0.0,154,-481,13014
8060,ebv-miR-BART2-3p,ENST00000649261.1,0.0,104,-1040,18947
8061,hsv1-miR-H5-3p,ENST00000555866.5,0.0,7,-1335,15830
8062,ebv-miR-BART18-5p,ENST00000433505.5,0.0,100,-52,10281
8063,ebv-miR-BART1-3p,ENST00000668566.1,1.0,78,-196,6162
8064,ebv-miR-BART11-3p,ENST00000457881.5,0.0,91,-1245,10663
8065,mcpv-miR-P1-5p,ENST00000336600.6,1.0,160,-85,2470
8066,hcmv-miR-US29-3p,ENST00000533506.5,1.0,69,-212,6568
8067,hsv1-miR-H4-3p,ENST00000633829.1,0.0,6,-1137,19210
8068,hcmv-miR-US25-1-5p,ENST00000658483.1,1.0,54,-1837,9602
8069,ebv-miR-BART20-5p,ENST00000650318.1,1.0,102,-96,2873
8070,kshv-miR-K12-9-5p,ENST00000557660.5,1.0,121,-512,7984
8071,hcmv-miR-UL22A-3p,ENST00000602091.1,0.0,49,-662,10832
8072,hcmv-miR-UL148D,ENST00000447937.1,0.0,51,-1093,16831
8073,hcmv-miR-US25-1-5p,ENST00000623267.3,1.0,54,-770,8374
8074,hcmv-miR-US22-5p,ENST00000591882.1,0.0,66,-315,16062
8075,hbv-miR-B7-5p,ENST00000564862.2,1.0,148,-236,6904
8076,hsv2-miR-H2,ENST00000508968.1,0.0,30,-1150,15291
8077,hsv1-miR-H2-5p,ENST00000413645.2,0.0,2,-1626,17841
8078,ebv-miR-BART19-3p,ENST00000573259.5,0.0,101,-1492,11377
8079,kshv-miR-K12-7-3p,ENST00000670031.1,0.0,124,-458,13708
8080,hcmv-miR-UL112-5p,ENST00000632086.1,0.0,63,-1668,10097
8081,ebv-miR-BART6-3p,ENST00000613450.4,0.0,84,-901,12827
8082,hbv-miR-B4,ENST00000647762.1,1.0,142,-175,5645
8083,hsv1-miR-H17,ENST00000455744.1,1.0,20,-277,7174
8084,ebv-miR-BART2-5p,ENST00000378947.7,1.0,77,-139,5023
8085,hcmv-miR-UL70-5p,ENST00000654397.1,0.0,59,-1409,10583
8086,mcpv-miR-P1-3p,ENST00000441724.1,0.0,161,-842,12197
8087,ebv-miR-BART14-3p,ENST00000658783.1,1.0,95,-105,3686
8088,ebv-miR-BART14-5p,ENST00000484171.2,1.0,94,-401,7617
8089,ebv-miR-BART22,ENST00000671203.1,1.0,115,-189,5867
8090,ebv-miR-BHRF1-2-5p,ENST00000423408.6,0.0,73,-278,12567
8091,hsv1-miR-H14-3p,ENST00000464939.1,0.0,17,-1773,14228
8092,kshv-miR-K12-12-3p,ENST00000662916.1,0.0,140,-1711,13309
8093,hsv1-miR-H17,ENST00000623721.3,0.0,20,-894,12380
8094,ebv-miR-BHRF1-2-5p,ENST00000624760.1,1.0,73,-238,6949
8095,kshv-miR-K12-8-5p,ENST00000623772.1,1.0,137,-178,5730
8096,kshv-miR-K12-8-5p,ENST00000491341.5,0.0,137,-922,16029
8097,hcmv-miR-US22-5p,ENST00000657905.1,1.0,66,-109,4030
8098,hbv-miR-B20-5p,ENST00000668061.1,0.0,143,-197,18766
8099,bkv-miR-B1-5p,ENST00000382378.6,0.0,156,-1024,15405
8100,hiv1-miR-N367,ENST00000467438.1,0.0,162,-269,14256
8101,hcmv-miR-US5-2-5p,ENST00000432963.1,0.0,64,-417,11916
8102,hcmv-miR-UL22A-3p,ENST00000629776.1,0.0,49,-1804,11483
8103,hbv-miR-B2-3p,ENST00000643648.1,1.0,145,-42,792
8104,hcmv-miR-US4-5p,ENST00000661011.1,0.0,58,-743,18296
8105,kshv-miR-K12-2-5p,ENST00000378485.1,0.0,120,-117,16723
8106,hbv-miR-B8-5p,ENST00000657415.1,1.0,149,-202,6393
8107,hbv-miR-B3RC-3p,ENST00000507461.2,1.0,147,-188,5835
8108,hsv1-miR-H8-3p,ENST00000623565.3,0.0,12,-299,18099
8109,ebv-miR-BHRF1-2-5p,ENST00000660327.1,0.0,73,-498,17122
8110,hbv-miR-B22-3p,ENST00000657905.1,1.0,155,-109,4087
8111,kshv-miR-K12-5-3p,ENST00000661643.1,0.0,127,-1763,16627
8112,ebv-miR-BART20-3p,ENST00000655479.1,1.0,103,-200,6350
8113,hsv1-miR-H15,ENST00000660444.1,0.0,18,-158,11759
8114,ebv-miR-BART19-3p,ENST00000658784.1,0.0,101,-1527,10341
8115,mcpv-miR-P1-5p,ENST00000660363.1,0.0,160,-1794,14358
8116,hsv2-miR-H20,ENST00000667804.1,0.0,37,-1564,10041
8117,mcpv-miR-P1-3p,ENST00000623772.1,1.0,161,-178,5738
8118,hbv-miR-B8-5p,ENST00000654263.1,1.0,149,-107,3902
8119,ebv-miR-BART20-3p,ENST00000375640.7,1.0,103,-180,5759
8120,hsv2-miR-H7-5p,ENST00000525436.1,0.0,31,-1019,18717
8121,hsv1-miR-H17,ENST00000647681.1,1.0,20,-61,1322
8122,hsv1-miR-H4-5p,ENST00000439004.1,0.0,5,-1695,16915
8123,kshv-miR-K12-1-5p,ENST00000671305.1,0.0,119,-1417,10597
8124,hcmv-miR-UL22A-5p,ENST00000579749.1,0.0,48,-1342,16703
8125,hbv-miR-B7-5p,ENST00000503940.5,1.0,148,-62,1370
8126,kshv-miR-K12-5-5p,ENST00000573355.2,0.0,139,-1820,10536
8127,ebv-miR-BART2-3p,ENST00000612390.4,0.0,104,-57,14142
8128,hsv2-miR-H2,ENST00000503940.5,1.0,30,-62,1353
8129,hcmv-miR-US4-5p,ENST00000625168.1,1.0,58,-134,4798
8130,hsv1-miR-H16,ENST00000667197.1,1.0,19,-195,6111
8131,ebv-miR-BART16,ENST00000661785.1,1.0,97,-103,3506
8132,kshv-miR-K12-8-5p,ENST00000665322.1,1.0,137,-199,6314
8133,hiv1-miR-TAR-5p,ENST00000440903.1,1.0,164,-176,5678
8134,kshv-miR-K12-2-5p,ENST00000671619.1,0.0,120,-37,19194
8135,hbv-miR-B7-5p,ENST00000525436.1,0.0,148,-1019,16008
8136,hsv1-miR-H14-5p,ENST00000556019.2,1.0,16,-221,6758
8137,bkv-miR-B1-5p,ENST00000666990.1,0.0,156,-1271,18046
8138,ebv-miR-BART11-3p,ENST00000666305.1,0.0,91,-1639,12296
8139,ebv-miR-BART18-3p,ENST00000657683.1,1.0,109,-694,8255
8140,bkv-miR-B1-5p,ENST00000658783.1,1.0,156,-105,3724
8141,ebv-miR-BART17-3p,ENST00000424528.2,0.0,99,-1692,14390
8142,hsv1-miR-H2-3p,ENST00000635212.1,0.0,3,-1241,14344
8143,kshv-miR-K12-9-3p,ENST00000661987.1,0.0,122,-1577,15056
8144,ebv-miR-BART3-3p,ENST00000676338.1,1.0,80,-74,1955
8145,hsv1-miR-H14-3p,ENST00000428794.1,0.0,17,-262,16797
8146,ebv-miR-BART2-5p,ENST00000669536.1,1.0,77,-194,6073
8147,ebv-miR-BART15,ENST00000664273.1,0.0,96,-1798,14600
8148,ebv-miR-BART10-5p,ENST00000656268.1,1.0,107,-713,8276
8149,hiv1-miR-H1,ENST00000654561.1,0.0,163,-826,16540
8150,kshv-miR-K12-8-5p,ENST00000666004.1,1.0,137,-192,6006
8151,hbv-miR-B20-5p,ENST00000635405.2,0.0,143,-393,14550
8152,ebv-miR-BART20-5p,ENST00000667136.1,1.0,102,-108,3965
8153,hsv2-miR-H4-3p,ENST00000445000.2,0.0,29,-1715,11437
8154,hiv1-miR-H1,ENST00000553914.6,1.0,163,-219,6735
8155,hsv1-miR-H4-3p,ENST00000660125.1,0.0,6,-1704,13785
