,Seqname,EipSP: Electron-ion interaction pseudopotential signal peak,EipAP: Electron-ion interaction pseudopotential average power,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EiPS4: Electron-ion interaction pseudopotential spectrum 1
524,ENST00000570809.1,0.956488,26.820328,0.035663,1.50011,1.764659,2.01532,2.697888,5.896953
525,ENST00000570712.1,0.635357,6.402177,0.099241,0.422172,0.458777,0.579727,0.672304,1.289148
526,ENST00000575890.1,1.904808,29.208194,0.065215,1.858874,2.125498,2.506085,3.138554,7.333349
527,ENST00000572453.1,4.253779,54.020856,0.078743,4.81258,5.484115,6.412755,7.913223,26.293994
528,ENST00000415124.1,0.142198,5.065185,0.028074,0.41192,0.538069,0.631408,0.673446,1.422362
529,ENST00000573187.1,1.098783,9.063605,0.12123,1.045907,1.169899,1.355593,1.833837,2.70775
530,ENST00000602597.1,0.703015,9.778565,0.071893,0.733749,0.858691,1.002504,1.20971,1.788282
531,ENST00000602743.1,0.134582,7.992985,0.016837,0.731386,0.851116,1.1296,1.35207,2.291967
532,ENST00000623598.1,1.101601,29.160763,0.037777,1.698225,1.882126,2.184546,2.691762,9.650091
533,ENST00000379640.1,3.308453,44.812964,0.073828,2.89805,3.286053,3.688072,4.787314,13.098376
534,ENST00000573866.2,0.69873,9.135728,0.076483,0.877528,0.919728,1.023437,1.290329,1.586708
535,ENST00000602353.1,1.133478,10.171903,0.111432,0.658142,0.703488,0.789802,1.155572,1.936135
536,ENST00000602532.1,1.135225,7.020752,0.161696,0.467979,0.512953,0.597361,0.721596,1.872074
537,ENST00000577841.1,0.29852,9.314249,0.03205,0.644784,0.707777,0.827292,1.007916,3.137501
538,ENST00000568970.1,0.372607,3.834266,0.097178,0.358838,0.396687,0.495555,0.618148,0.922257
539,ENST00000564160.1,0.606893,13.072763,0.046424,1.320701,1.489399,1.815066,2.363471,7.751551
540,ENST00000382313.2,3.85442,47.942949,0.080396,4.797971,5.503057,6.440707,8.160506,22.02124
541,ENST00000575139.1,0.651697,7.585416,0.085914,0.599087,0.683003,0.871483,0.995647,1.791806
542,ENST00000573414.1,0.800288,6.705085,0.119355,0.530693,0.595135,0.674107,0.902878,2.264359
543,ENST00000577163.1,0.907204,8.292883,0.109396,0.698098,0.759079,0.907204,1.423381,1.851534
544,ENST00000570843.1,0.625993,10.612871,0.058984,0.908418,1.037663,1.204616,1.397646,2.278782
545,ENST00000570409.1,1.470475,15.360489,0.095731,1.245956,1.414372,1.794877,2.223874,4.03998
546,ENST00000415295.1,0.836119,13.032964,0.064154,0.954338,1.079454,1.284553,1.829935,2.596838
547,ENST00000457898.1,3.092167,47.30798,0.065362,3.699937,4.06734,4.654482,5.537804,12.561747
548,ENST00000415386.2,1.918758,21.906577,0.087588,1.93132,2.18123,2.502755,3.148264,9.817243
549,ENST00000420503.1,1.349683,11.093492,0.121664,0.903441,0.958198,1.061273,1.276853,2.426408
550,ENST00000474814.1,0.816235,26.921231,0.030319,2.32281,2.634296,3.380839,4.012777,7.204653
551,ENST00000464115.1,0.548356,9.938655,0.055174,1.005076,1.10313,1.299701,1.486371,1.808599
552,ENST00000398804.7,0.340559,8.376113,0.040658,0.714315,0.812023,0.905052,1.220743,1.715195
553,ENST00000439057.5,0.28148,9.69862,0.029023,0.866723,0.983525,1.190811,1.369864,3.206774
554,ENST00000437643.1,0.676426,8.732184,0.077464,0.660686,0.775764,0.880042,1.125509,1.615307
555,ENST00000447959.1,0.524434,11.049423,0.047463,0.767624,0.958611,1.099626,1.337237,2.494014
556,ENST00000438589.1,0.054246,5.820541,0.00932,0.56259,0.592658,0.696414,0.859703,1.522161
557,ENST00000455380.5,0.45076,7.480356,0.060259,0.521605,0.614502,0.69217,0.897625,1.044366
558,ENST00000599146.5,1.13214,10.766631,0.105153,0.845724,0.976944,1.071934,1.292524,1.931044
559,ENST00000596952.5,0.495407,9.131332,0.054254,0.634385,0.731595,0.895842,1.164111,1.839243
560,ENST00000594152.5,0.944668,8.666421,0.109003,0.643847,0.715772,0.902524,1.039947,1.479971
561,ENST00000415780.1,0.208485,3.65164,0.057094,0.250172,0.273454,0.330581,0.427,0.554127
562,ENST00000411721.1,0.167904,7.964459,0.021082,0.383363,0.418936,0.482617,0.546638,0.876191
563,ENST00000587306.5,0.803991,9.826467,0.081819,0.732048,0.803991,1.044102,1.242566,1.696187
564,ENST00000586006.5,0.668008,12.991636,0.051418,0.908201,0.986825,1.191262,1.454679,3.633647
565,ENST00000587066.5,0.234048,8.92196,0.026233,0.65815,0.755676,0.874874,1.004918,1.766765
566,ENST00000585499.5,0.675237,11.990372,0.056315,0.859665,1.026342,1.185419,1.291708,2.593834
567,ENST00000590186.5,0.629618,10.007769,0.062913,0.750786,0.828502,0.965216,1.153557,1.903678
568,ENST00000591654.5,1.60485,10.598043,0.151429,0.792442,0.849108,0.908606,1.078827,1.639276
569,ENST00000424517.3,0.480366,4.008852,0.119826,0.322199,0.361421,0.400252,0.437951,0.577065
570,ENST00000436200.2,1.17374,7.441743,0.157724,0.467844,0.493977,0.60608,0.832856,1.821911
571,ENST00000425884.5,0.543782,10.174621,0.053445,1.028681,1.105128,1.282314,1.636398,2.611842
572,ENST00000440150.5,2.101777,35.482343,0.059234,2.863387,3.241394,3.765736,4.601934,20.243527
573,ENST00000413531.5,1.187597,16.993236,0.069886,1.144238,1.292924,1.538341,1.837842,4.41666
574,ENST00000457719.1,0.976188,13.045227,0.074831,0.973803,1.025089,1.262403,1.706147,4.495046
575,ENST00000457390.1,0.501596,5.978144,0.083905,0.501596,0.614397,0.651891,0.837133,1.088906
576,ENST00000382265.3,1.208524,26.566305,0.045491,1.941989,2.146146,2.441698,3.05155,7.81127
577,ENST00000446880.5,1.613598,26.744947,0.060333,2.125438,2.449299,2.734111,3.236831,9.301129
578,ENST00000456633.1,0.729042,12.411302,0.05874,1.282018,1.388845,1.622964,1.94245,4.304814
579,ENST00000452809.1,1.239756,12.775434,0.097042,1.055623,1.248072,1.473936,1.675455,6.979281
580,ENST00000451759.5,0.775797,12.582196,0.061658,0.74948,0.832653,0.952502,1.326133,2.174398
581,ENST00000449680.5,0.857619,11.362813,0.075476,0.849276,0.943117,1.156447,1.393602,1.969332
582,ENST00000427213.5,0.203427,8.944327,0.022744,0.675869,0.71985,0.89879,1.19385,1.619931
583,ENST00000429865.5,0.348544,10.620712,0.032817,0.858148,0.963294,1.136059,1.529989,3.013691
584,ENST00000528019.5,0.266654,7.385696,0.036104,0.640401,0.67102,0.756236,0.818925,1.621227
585,ENST00000528689.5,0.188864,8.176958,0.023097,0.602067,0.639612,0.832427,0.977117,1.66469
586,ENST00000454813.1,0.293977,9.360255,0.031407,0.600278,0.710116,0.824951,0.998908,1.681518
587,ENST00000458220.1,0.490636,6.919186,0.07091,0.490636,0.554845,0.614275,0.72225,1.170802
588,ENST00000419458.1,1.951738,29.536008,0.06608,2.02321,2.268017,2.703507,3.410895,6.245339
589,ENST00000458683.1,0.481153,13.104258,0.036717,0.758501,0.83052,0.88906,1.092953,1.759214
590,ENST00000412162.1,0.661918,14.327403,0.046199,0.859976,0.922797,1.091734,1.433092,2.684802
591,ENST00000432296.1,0.756895,14.065528,0.053812,0.896471,1.082907,1.279541,1.531019,2.166268
592,ENST00000437232.5,0.851787,20.14512,0.042283,1.303383,1.443969,1.638928,1.994813,4.81546
593,ENST00000457649.6,0.693783,8.2157,0.084446,0.599823,0.659052,0.779268,0.955448,1.870965
594,ENST00000527986.5,3.045011,33.289782,0.09147,2.368404,2.725448,3.270998,4.354674,9.684997
595,ENST00000418818.6,1.084318,7.365989,0.147206,0.547146,0.619288,0.738595,0.809882,1.216214
596,ENST00000596088.5,0.218321,5.352304,0.04079,0.406221,0.436923,0.471948,0.568164,0.849025
597,ENST00000600376.5,0.239207,7.895898,0.030295,0.401142,0.456483,0.54187,0.661343,0.911245
598,ENST00000419697.1,0.16741,7.872426,0.021265,0.392456,0.440514,0.523736,0.576976,1.112557
599,ENST00000456104.5,0.351023,7.075648,0.04961,0.544553,0.640102,0.720907,0.87336,1.871207
600,ENST00000433920.5,1.227606,12.829603,0.095685,0.946534,1.078365,1.261288,1.549371,2.491348
601,ENST00000447424.5,0.356933,8.474145,0.04212,0.537663,0.602878,0.714111,1.008783,1.579348
602,ENST00000413961.5,0.311318,7.404403,0.042045,0.497057,0.543906,0.643361,0.864542,2.07055
603,ENST00000451364.5,0.23475,10.7052,0.021929,0.714557,0.783625,0.870385,1.139955,1.730015
604,ENST00000458228.5,2.714969,49.228894,0.05515,3.091486,3.513985,4.267067,5.314435,11.87176
605,ENST00000454935.1,2.502716,38.487812,0.065026,2.505201,2.890662,3.500257,4.318562,20.350086
606,ENST00000547077.1,0.300638,8.384638,0.035856,0.729059,0.833917,0.956448,1.114124,1.877732
607,ENST00000450314.6,0.597633,7.632444,0.078302,0.550449,0.600394,0.705398,0.781232,1.147242
608,ENST00000527483.5,0.481188,11.124312,0.043256,0.879047,1.009632,1.17999,1.391038,2.440985
609,ENST00000423178.6,2.656768,37.59113,0.070675,2.902133,3.248543,3.748876,4.749763,27.556248
610,ENST00000527683.1,1.088523,10.144077,0.107306,0.764338,0.864755,0.98954,1.300703,2.422192
611,ENST00000527620.5,2.55985,30.922219,0.082784,2.857423,3.228582,3.747728,4.994159,11.359141
612,ENST00000524947.1,1.168275,7.68915,0.151938,0.811198,0.844758,0.998734,1.218017,2.045326
613,ENST00000424148.1,15.525584,32.147778,0.482944,2.691716,3.082605,3.566234,4.868678,20.342223
614,ENST00000532922.1,0.675949,7.035069,0.096083,0.714276,0.813241,0.886269,1.188116,2.522935
615,ENST00000530846.1,0.31346,9.35128,0.033521,0.686779,0.74523,0.790209,0.943285,1.913356
616,ENST00000525534.1,0.483431,10.807529,0.044731,0.664899,0.782052,0.95538,1.117825,2.915
617,ENST00000526706.1,0.346368,6.225439,0.055638,0.492285,0.585133,0.618564,0.725459,0.884109
618,ENST00000533684.1,1.556255,15.12553,0.102889,1.149263,1.338958,1.495091,1.91902,3.972711
619,ENST00000498905.2,3.478187,40.219534,0.08648,2.638352,3.02713,3.478187,4.433952,9.603144
620,ENST00000527406.1,1.253421,9.490698,0.132068,0.842346,0.917772,1.067461,1.380197,2.137687
621,ENST00000534671.1,0.790696,11.409788,0.0693,0.721371,0.804087,0.963485,1.199362,1.917841
622,ENST00000526617.1,0.468162,7.197079,0.065049,0.546371,0.583595,0.701585,0.738288,1.295753
623,ENST00000529328.1,0.561066,8.55156,0.06561,0.688391,0.751017,0.855653,1.016351,1.527583
624,ENST00000501541.1,2.146564,28.98107,0.074068,2.540664,2.879115,3.370485,4.2225,10.591783
625,ENST00000540904.1,0.762988,8.720527,0.087493,0.628516,0.666247,0.798774,0.954912,1.636914
626,ENST00000501122.2,32.36678,334.376936,0.096797,24.772177,28.046827,32.58425,40.43639,1505.421583
627,ENST00000450804.3,1.844684,36.09583,0.051105,2.63007,3.008665,3.551729,4.326172,13.351051
628,ENST00000525952.1,1.241047,5.983319,0.207418,0.457513,0.529931,0.599639,0.720396,1.241047
629,ENST00000534593.1,0.859786,10.898563,0.07889,0.632122,0.745673,0.856163,1.092272,1.699766
630,ENST00000526091.1,2.654415,28.254175,0.093948,1.9356,2.166242,2.576603,3.107285,6.44471
631,ENST00000526795.1,0.958257,8.08676,0.118497,0.719195,0.80128,0.883071,1.087102,2.869125
632,ENST00000533528.1,0.23114,4.997302,0.046253,0.344011,0.409379,0.498032,0.719012,0.902016
633,ENST00000533708.1,0.369821,11.670654,0.031688,0.972379,1.130816,1.274774,1.574501,3.071776
634,ENST00000528156.1,0.684372,9.836617,0.069574,0.684372,0.757083,0.837779,1.106911,2.553652
635,ENST00000624533.1,1.788044,34.181778,0.05231,2.24342,2.524886,3.070328,3.983565,9.957362
636,ENST00000577297.5,1.286824,10.276049,0.125226,0.668032,0.810179,0.988866,1.230683,2.720643
637,ENST00000500970.5,2.997789,24.845232,0.120659,2.260431,2.550873,2.875987,3.477963,10.987959
638,ENST00000501964.1,1.963771,43.206059,0.045451,2.856035,3.364761,3.871765,4.624472,11.208442
639,ENST00000504932.2,1.29969,22.065653,0.058901,1.473935,1.625531,1.93984,2.558335,5.441025
640,ENST00000529392.1,4.419799,41.226061,0.107209,2.872965,3.249496,3.645317,4.475585,8.574216
641,ENST00000435921.6,0.543693,7.924256,0.068611,0.729115,0.790523,0.891209,1.061664,2.470715
642,ENST00000541775.5,5.206929,75.335389,0.069117,6.170639,7.062843,8.310006,10.161161,26.043489
643,ENST00000500682.1,2.08319,42.524436,0.048988,2.680085,3.094453,3.453635,4.485276,10.715239
644,ENST00000545914.5,0.638249,8.084548,0.078947,0.665037,0.768523,0.856524,0.995318,1.803063
645,ENST00000536949.1,1.046452,11.524796,0.0908,0.729507,0.841164,0.959644,1.147995,1.493046
646,ENST00000552133.1,0.24186,4.670854,0.051781,0.330805,0.384013,0.456051,0.565135,0.779855
647,ENST00000551146.5,1.196379,11.788854,0.101484,0.867606,1.013426,1.196379,1.675451,3.39324
648,ENST00000550601.5,0.410475,10.218206,0.040171,0.793822,0.902686,1.111387,1.380379,3.279265
649,ENST00000546767.5,0.529033,5.103488,0.103661,0.446223,0.49418,0.645291,0.69706,1.363757
650,ENST00000546793.1,4.499734,40.062805,0.112317,3.567449,3.971565,4.689861,6.538308,22.079062
651,ENST00000555596.1,0.265223,7.724377,0.034336,0.559339,0.605598,0.712553,0.829565,1.276457
652,ENST00000501008.2,1.175941,26.60116,0.044206,2.41629,2.689733,3.107317,3.724872,8.035175
653,ENST00000499685.2,3.225183,86.822302,0.037147,4.939669,5.51788,6.575898,8.213571,22.560245
654,ENST00000548760.2,6.081864,50.013264,0.121605,3.417267,3.898941,4.62468,5.875095,62.911313
655,ENST00000547179.1,2.875612,55.99867,0.051351,3.529925,3.885751,4.368647,6.077335,13.88563
656,ENST00000552992.1,0.508519,8.557084,0.059427,0.707187,0.796215,0.932329,1.192458,2.683809
657,ENST00000470091.1,0.174414,6.312864,0.027628,0.548909,0.577158,0.627523,0.89421,2.22788
658,ENST00000489452.1,0.744491,7.911432,0.094103,0.622445,0.744491,0.909188,1.10916,5.128136
659,ENST00000429892.5,2.977959,21.951047,0.135664,1.836425,2.08878,2.394828,2.983738,7.328601
660,ENST00000542933.5,0.706244,17.607427,0.040111,1.44433,1.743647,2.0733,2.440835,7.131283
661,ENST00000537157.5,0.356636,6.686906,0.053333,0.656848,0.759981,0.87015,1.254343,2.024467
662,ENST00000428029.6,1.445483,14.728327,0.098143,1.195167,1.33131,1.580144,1.856029,5.025918
663,ENST00000535643.5,0.777005,14.715668,0.052801,1.170842,1.253863,1.415504,1.683084,3.736679
664,ENST00000543334.5,0.524028,18.734301,0.027972,1.389545,1.541633,1.887103,2.312523,5.791304
665,ENST00000535614.5,0.244837,6.66662,0.036726,0.644707,0.688788,0.746072,0.804532,2.434106
666,ENST00000538790.1,1.249948,12.488802,0.100085,0.987807,1.13898,1.313333,1.638333,3.311567
667,ENST00000540968.1,0.418693,8.478706,0.049382,0.712453,0.810954,0.959119,1.205652,1.631632
668,ENST00000423999.2,0.865782,12.894416,0.067144,1.042208,1.141652,1.304244,1.628597,4.492838
669,ENST00000544499.1,0.61684,5.190666,0.118836,0.455983,0.488196,0.603593,0.841352,1.104405
670,ENST00000536517.1,0.969758,6.149968,0.157685,0.475848,0.526802,0.644912,0.781247,1.072298
671,ENST00000509760.1,2.288362,52.433448,0.043643,4.600238,5.137379,6.029812,7.619336,18.045958
672,ENST00000537095.1,1.027166,7.223523,0.142197,0.706131,0.760664,0.885089,1.004555,2.381275
673,ENST00000520432.1,1.769673,13.251939,0.133541,1.000378,1.093479,1.294768,1.659521,2.746264
674,ENST00000595435.5,0.866115,10.887104,0.079554,0.920355,1.038996,1.136898,1.383295,2.369195
675,ENST00000596050.5,0.624239,11.62448,0.0537,0.832345,0.959741,1.112115,1.448552,2.286295
676,ENST00000594959.5,1.52376,12.052889,0.126423,0.930396,1.053844,1.230906,1.499784,2.254445
677,ENST00000593709.5,1.382634,9.417655,0.146813,0.766979,0.825963,0.883123,1.09152,1.656238
678,ENST00000434512.1,0.726161,6.979732,0.104038,0.469284,0.51643,0.579465,0.711795,0.895735
679,ENST00000600477.5,0.456735,8.437819,0.054129,0.539356,0.602693,0.708321,0.839617,1.319517
680,ENST00000597745.5,0.806488,10.784405,0.074783,0.83807,0.932127,1.072111,1.246086,2.233988
681,ENST00000601572.5,0.415669,11.936823,0.034822,1.007302,1.102296,1.239554,1.503058,2.38938
682,ENST00000594488.5,1.782972,7.283425,0.244799,0.534738,0.619124,0.705413,0.872447,1.782972
683,ENST00000593928.5,0.340814,8.681104,0.039259,0.657342,0.750226,0.780128,1.004545,1.47344
684,ENST00000596303.5,0.766165,8.17455,0.093726,0.574951,0.658341,0.754596,0.925831,1.549376
685,ENST00000599315.5,1.249867,11.748815,0.106382,0.714882,0.823315,0.990689,1.178622,2.056634
686,ENST00000595997.5,0.467466,6.258044,0.074698,0.520561,0.560442,0.594792,0.795062,1.043226
687,ENST00000593429.5,1.16709,9.834459,0.118673,0.615299,0.695157,0.848031,1.05878,1.385201
688,ENST00000594358.5,1.456015,9.893987,0.147162,0.595996,0.666921,0.879112,1.294963,1.886193
689,ENST00000598864.5,0.733191,11.592935,0.063245,0.783814,0.909527,1.072443,1.271731,2.093785
690,ENST00000596180.5,1.354767,9.794308,0.138322,0.725097,0.785518,0.871938,1.33332,1.814817
691,ENST00000602089.5,0.725832,10.729372,0.067649,0.704419,0.804235,0.919053,1.043471,2.337936
692,ENST00000499499.2,2.412858,42.89859,0.056246,2.975007,3.318359,3.808616,4.633805,21.720077
693,ENST00000555379.1,2.933456,82.426265,0.035589,5.069647,5.741364,6.552528,8.114601,14.811689
694,ENST00000548819.5,0.290505,8.122339,0.035766,0.599523,0.636396,0.727519,0.867732,1.786077
695,ENST00000555968.1,7.033308,45.905278,0.153213,4.030476,4.530165,5.174774,6.539196,27.538694
696,ENST00000550680.5,0.410303,7.201426,0.056975,0.453118,0.489133,0.616549,0.759906,1.124642
697,ENST00000548631.5,0.340541,8.806748,0.038668,0.563666,0.625515,0.682361,0.869184,2.35422
698,ENST00000556002.5,1.807719,15.051613,0.120101,1.141461,1.266757,1.527587,1.886018,3.103195
699,ENST00000555707.5,2.462324,29.440128,0.083638,2.101761,2.299037,2.730922,3.460839,8.369678
700,ENST00000557660.5,2.197056,34.740123,0.063243,2.411441,2.683494,3.154432,3.919507,5.927624
701,ENST00000553657.5,0.219799,5.946926,0.03696,0.414409,0.439988,0.490885,0.629331,0.83094
702,ENST00000551597.6,0.495784,7.093428,0.069893,0.6061,0.717171,0.830173,0.968672,2.484025
703,ENST00000554086.1,0.836955,11.010115,0.076017,0.931376,1.063126,1.309431,1.564524,3.82764
704,ENST00000500036.2,0.584558,66.853628,0.008744,4.053126,4.58379,5.363066,6.574182,18.733764
705,ENST00000554058.1,1.372432,12.373353,0.110918,1.05119,1.228851,1.432601,2.00335,4.709467
706,ENST00000500370.2,1.928383,21.941806,0.087886,1.75695,2.031389,2.332846,2.876051,5.696336
707,ENST00000455286.1,0.356967,7.266862,0.049123,0.60676,0.646778,0.731284,0.902256,1.531239
708,ENST00000521812.1,0.917901,9.363154,0.098033,0.604968,0.699799,0.748623,0.925578,2.841938
709,ENST00000455531.1,6.796104,70.557459,0.09632,5.734726,6.475784,7.765543,9.595986,31.404963
710,ENST00000522618.1,2.393326,13.708057,0.174593,1.254585,1.433317,1.685064,2.100959,4.220071
711,ENST00000398460.3,11.612753,47.908083,0.242397,4.413618,4.911687,5.725063,6.84178,12.8749
712,ENST00000521256.1,0.549788,7.159486,0.076792,0.659862,0.775483,0.837695,1.039832,1.597347
713,ENST00000554323.1,0.133575,4.097382,0.0326,0.341621,0.408813,0.458268,0.547401,0.816351
714,ENST00000556475.1,0.422611,6.940127,0.060894,0.486905,0.59751,0.71688,0.815927,1.943033
715,ENST00000553421.1,0.838852,6.625666,0.126606,0.425491,0.448902,0.546237,0.684248,0.872338
716,ENST00000555578.1,3.217708,35.769132,0.089958,3.217708,3.607508,4.198587,5.162884,10.457579
717,ENST00000553134.5,0.663433,7.136685,0.092961,0.453004,0.469791,0.533922,0.675646,1.213192
718,ENST00000552781.2,0.718975,7.968703,0.090225,0.573782,0.716979,0.821612,1.194576,1.562853
719,ENST00000546682.5,13.006771,130.848274,0.099403,8.969846,9.973951,11.922879,14.833865,102.838554
720,ENST00000447911.6,1.180148,11.348835,0.103988,1.169618,1.335204,1.461292,1.697362,3.093397
721,ENST00000424208.5,1.733701,44.759425,0.038734,4.240249,4.90752,5.780837,7.815004,20.696248
722,ENST00000452731.5,0.85997,15.647839,0.054958,1.14763,1.205594,1.426433,1.643985,4.881136
723,ENST00000560812.5,0.348622,9.690569,0.035975,0.795241,0.868515,1.003219,1.232336,2.537921
724,ENST00000559853.5,0.32969,9.840256,0.033504,0.670409,0.744956,0.877912,1.113158,2.635682
725,ENST00000558945.5,1.090142,18.281344,0.059631,1.40282,1.589352,1.848956,2.333868,12.918247
726,ENST00000561275.5,1.237621,11.841058,0.104519,0.963331,1.111041,1.227211,1.722094,2.264372
727,ENST00000559368.5,0.621536,9.328025,0.066631,0.701341,0.792227,0.868378,1.169254,2.427122
728,ENST00000560706.5,0.191357,6.757223,0.028319,0.614723,0.655067,0.707692,0.949483,1.613227
729,ENST00000561226.5,1.130861,11.370354,0.099457,0.82402,0.92469,1.070108,1.281931,2.407404
730,ENST00000559357.5,0.416466,6.890048,0.060445,0.443424,0.53435,0.569331,0.662225,0.958013
731,ENST00000560350.5,0.32607,6.140429,0.053102,0.385382,0.44129,0.568812,0.660084,0.72155
732,ENST00000558831.5,1.472372,26.661245,0.055225,1.74269,1.948598,2.213023,3.021304,10.461511
733,ENST00000561256.5,0.830778,7.811371,0.106355,0.684891,0.759989,0.82936,1.07885,2.367243
734,ENST00000559298.5,6.333829,85.826436,0.073798,5.543119,6.238831,7.394327,9.507313,44.392289
735,ENST00000568229.5,0.782033,10.833182,0.072189,0.964284,1.060533,1.228843,1.487516,2.856177
736,ENST00000568087.5,0.935125,7.996004,0.116949,0.760609,0.82659,0.920961,1.126817,1.792114
737,ENST00000567644.5,1.000118,8.94574,0.111798,0.782075,0.854585,1.011804,1.467806,2.209381
738,ENST00000499217.6,1.887515,19.330684,0.097643,1.553161,1.846548,1.98729,2.517413,4.592085
739,ENST00000567286.5,0.766472,8.302361,0.09232,0.646114,0.706214,0.812585,1.034549,2.168938
740,ENST00000561107.5,1.773115,11.380971,0.155796,0.87555,0.97109,1.161508,1.715033,3.219801
741,ENST00000558174.5,0.863395,10.496143,0.082258,0.801044,0.924728,1.091347,1.222669,2.110772
742,ENST00000560800.5,0.570094,8.041269,0.070896,0.568517,0.657473,0.703817,0.82123,1.476395
743,ENST00000560395.5,0.242702,6.407683,0.037877,0.491956,0.536808,0.608309,0.697247,0.825478
744,ENST00000502125.6,2.78256,28.408569,0.097948,2.033188,2.386065,2.773297,3.367809,6.165359
745,ENST00000561344.5,1.643545,13.904769,0.1182,1.104319,1.234744,1.445579,1.706357,3.367339
746,ENST00000558929.5,0.510859,8.203688,0.062272,0.643085,0.703525,0.783299,0.984334,2.101824
747,ENST00000567961.5,0.465882,6.353781,0.073324,0.507939,0.534812,0.636016,0.729085,1.151524
748,ENST00000578265.5,0.180976,10.543653,0.017164,0.683444,0.724762,0.860826,1.025389,2.245348
749,ENST00000444464.1,0.267269,7.2904,0.03666,0.606653,0.745509,0.788861,0.924331,1.550503
750,ENST00000614277.1,0.714875,9.61691,0.074335,0.620068,0.731141,0.855902,1.073711,1.757063
751,ENST00000578280.5,2.124606,14.518768,0.146335,1.170271,1.253523,1.489805,1.90865,3.217218
752,ENST00000589716.5,0.787498,28.100884,0.028024,2.425868,2.650212,3.103682,3.858315,13.028442
753,ENST00000587694.5,0.524558,30.018478,0.017475,2.467903,2.84992,3.289431,4.087537,10.796736
754,ENST00000586376.5,2.729574,11.516943,0.237005,1.118291,1.302444,1.462002,1.870697,4.718145
755,ENST00000585280.5,0.364423,5.761491,0.063252,0.469643,0.574054,0.69109,0.849608,0.995668
756,ENST00000478824.1,1.335621,22.117224,0.060388,1.247955,1.383595,1.638987,2.237472,7.810749
757,ENST00000523470.1,0.557587,7.521766,0.07413,0.754849,0.838918,1.038444,1.345796,2.271837
758,ENST00000514358.1,0.412196,9.950108,0.041426,0.875937,0.952528,1.092122,1.440142,2.055473
759,ENST00000519432.1,0.235266,7.775741,0.030256,0.662737,0.779067,0.861234,0.943251,1.584997
760,ENST00000585065.1,5.241976,70.052708,0.074829,4.859935,5.317592,6.072707,7.8533,19.754542
761,ENST00000580633.5,0.480176,12.177226,0.039432,0.983564,1.080824,1.24262,1.479257,3.194265
762,ENST00000529667.1,0.223034,5.044601,0.044212,0.336353,0.404889,0.455274,0.619564,0.988434
763,ENST00000414600.1,0.25674,11.139102,0.023049,0.7459,0.847988,0.974993,1.296492,1.688578
764,ENST00000533179.1,0.220095,6.888912,0.031949,0.447247,0.512223,0.57986,0.694068,1.108574
765,ENST00000443037.1,0.473073,5.891382,0.080299,0.422702,0.437782,0.515444,0.689291,1.065338
766,ENST00000532249.1,0.394468,8.484761,0.046491,0.632358,0.690053,0.846905,1.085018,1.460437
767,ENST00000453722.6,0.803128,24.11288,0.033307,2.202091,2.435948,2.802527,3.731875,6.285643
768,ENST00000580500.5,0.688302,8.080954,0.085176,0.63932,0.729252,0.864349,1.132333,1.773984
769,ENST00000448136.5,4.760255,53.176991,0.089517,3.692783,4.293253,4.991952,6.054309,21.401624
770,ENST00000568363.5,1.358778,11.455821,0.11861,0.891875,0.995288,1.117779,1.390983,2.208603
771,ENST00000566583.5,0.820952,19.38154,0.042357,1.596348,1.792599,1.998112,2.486677,4.243463
772,ENST00000575606.5,0.64869,5.078035,0.127744,0.370132,0.447195,0.4796,0.564035,0.822105
773,ENST00000576606.5,1.077335,5.765805,0.186849,0.399841,0.447562,0.557759,0.71372,1.082222
774,ENST00000574411.5,0.624395,5.950394,0.104933,0.491274,0.532611,0.613045,0.653367,0.947662
775,ENST00000595135.5,0.826979,10.17664,0.081262,0.828502,0.882628,0.963087,1.152777,2.25377
776,ENST00000601445.5,0.769865,8.990325,0.085633,0.653454,0.742687,0.817654,1.059535,2.085624
777,ENST00000601523.5,0.887739,7.989778,0.111109,0.617904,0.716168,0.837154,0.999793,1.255835
778,ENST00000600183.5,0.190103,8.055017,0.023601,0.622519,0.714986,0.814607,0.937662,1.431706
779,ENST00000591854.5,0.751065,16.580284,0.045299,1.192042,1.335804,1.514801,1.755884,3.477917
780,ENST00000562391.5,1.760681,19.511588,0.090238,1.531127,1.750552,2.049516,2.504093,6.571669
781,ENST00000568911.5,7.656017,76.092868,0.100614,5.658222,6.481285,7.484476,8.941572,113.544236
782,ENST00000564686.5,0.273622,8.063204,0.033935,0.589042,0.687747,0.835663,1.055312,2.750681
783,ENST00000546512.5,0.978153,7.593483,0.128815,0.726941,0.847626,0.978153,1.281295,1.616662
784,ENST00000549718.5,1.002844,7.614132,0.131708,0.774452,0.843698,0.979566,1.374732,2.321312
785,ENST00000590092.5,2.408425,14.667459,0.164202,1.201148,1.328501,1.528502,1.827155,3.976917
786,ENST00000588223.5,0.671988,8.296216,0.080999,0.618662,0.72839,0.860838,1.023387,1.380818
787,ENST00000596705.5,0.696497,8.250377,0.08442,0.696497,0.751456,0.879302,1.06937,1.596394
