,Seqname,FickS: Fickett score,SCCou: Stop codon count,SCFre: Stop codon frequency,SCCFS: Stop codon count frame score,SCFFS: Stop codon frequency frame score
794,ENST00000559298.5,0.3718,110.0,12.705526,57.0,0.760398
795,ENST00000568229.5,0.5193,3.0,0.451727,13.0,0.29508
796,ENST00000568087.5,0.4814,2.0,0.315527,7.0,0.17442
797,ENST00000567644.5,0.5832,4.0,0.618905,4.0,0.095993
798,ENST00000562130.5,0.7041,3.0,0.477677,49.0,1.244365
799,ENST00000564137.5,0.4544,9.0,1.421464,3.0,0.074689
800,ENST00000499217.6,0.4582,16.0,2.223477,19.0,0.367192
801,ENST00000567286.5,0.5717,10.0,1.57372,7.0,0.172927
802,ENST00000561107.5,0.4298,13.0,1.948062,12.0,0.270334
803,ENST00000558174.5,0.5263,13.0,1.97342,91.0,2.097299
804,ENST00000560800.5,0.544,4.0,0.633923,19.0,0.478172
805,ENST00000560395.5,0.5295,6.0,0.98501,7.0,0.188538
806,ENST00000502125.6,0.3827,35.0,4.626085,171.0,2.986313
807,ENST00000561344.5,0.4662,13.0,1.89113,19.0,0.402492
808,ENST00000558929.5,0.8019,7.0,1.101604,13.0,0.321699
809,ENST00000567961.5,0.6878,5.0,0.819931,7.0,0.188778
810,ENST00000565069.5,0.5203,7.0,1.044471,19.0,0.422878
811,ENST00000578265.5,0.3847,9.0,1.372328,13.0,0.302825
812,ENST00000444464.1,0.5287,8.0,1.281995,3.0,0.076895
813,ENST00000614277.1,0.4003,6.0,0.928357,7.0,0.167553
814,ENST00000578280.5,0.6114,15.0,2.166802,19.0,0.396018
815,ENST00000589716.5,0.4778,21.0,2.765386,25.0,0.434001
816,ENST00000587694.5,0.4778,21.0,2.742149,73.0,1.244917
817,ENST00000586376.5,0.477,7.0,1.038678,4.0,0.088294
818,ENST00000585280.5,0.6775,2.0,0.332981,31.0,0.860567
819,ENST00000478824.1,0.4445,15.0,2.063185,49.0,0.927948
820,ENST00000523470.1,0.7684,1.0,0.158572,19.0,0.478436
821,ENST00000514358.1,0.5145,7.0,1.070641,28.0,0.655604
822,ENST00000519432.1,0.6208,9.0,1.429646,12.0,0.302576
823,ENST00000585065.1,0.3818,93.0,10.992649,387.0,5.40688
824,ENST00000580633.5,0.5704,9.0,1.335913,3.0,0.066017
825,ENST00000529667.1,0.6358,4.0,0.685885,19.0,0.559059
826,ENST00000414600.1,0.4495,14.0,2.11778,13.0,0.296942
827,ENST00000533179.1,0.6653,6.0,0.978251,13.0,0.345508
828,ENST00000443037.1,0.6451,8.0,1.338042,31.0,0.866729
829,ENST00000532249.1,0.4433,6.0,0.943459,7.0,0.173618
830,ENST00000453722.6,0.4451,18.0,2.416648,39.0,0.702935
831,ENST00000580500.5,0.5655,9.0,1.421464,13.0,0.324048
832,ENST00000448136.5,0.4227,62.0,7.569368,27.0,0.402747
833,ENST00000568363.5,0.6041,10.0,1.499649,1.0,0.022378
834,ENST00000566583.5,0.478,14.0,1.944531,43.0,0.830383
835,ENST00000575606.5,0.7008,8.0,1.369032,31.0,0.907256
836,ENST00000576606.5,0.511,4.0,0.669875,19.0,0.53405
837,ENST00000574411.5,0.8938,4.0,0.665146,7.0,0.19384
838,ENST00000595135.5,0.5655,11.0,1.67729,16.0,0.371584
839,ENST00000601445.5,0.5247,7.0,1.088422,13.0,0.314358
840,ENST00000601523.5,0.4588,10.0,1.586642,13.0,0.326842
841,ENST00000600183.5,0.455,8.0,1.268578,7.0,0.176542
842,ENST00000591854.5,0.506,9.0,1.283988,259.0,5.272851
843,ENST00000562391.5,0.4442,19.0,2.635741,39.0,0.75023
844,ENST00000568911.5,0.4384,85.0,9.936751,604.0,8.253659
845,ENST00000564686.5,0.7609,5.0,0.789702,37.0,0.923941
846,ENST00000546512.5,0.4591,9.0,1.428393,49.0,1.234062
847,ENST00000549718.5,0.7549,4.0,0.630354,19.0,0.472765
848,ENST00000590092.5,0.7753,9.0,1.298426,111.0,2.312522
849,ENST00000588223.5,0.8154,8.0,1.26211,13.0,0.32439
850,ENST00000596705.5,0.8114,6.0,0.946319,16.0,0.398952
851,ENST00000600643.5,0.4065,44.0,5.656827,247.0,4.081792
852,ENST00000593573.5,0.5351,13.0,1.945129,27.0,0.604205
853,ENST00000601293.5,0.6647,8.0,1.264235,43.0,1.073992
854,ENST00000602077.5,0.4748,8.0,1.247058,4.0,0.096974
855,ENST00000601338.5,0.4926,6.0,0.948176,0.0,0.0
856,ENST00000594576.5,0.6473,5.0,0.812366,1.0,0.026297
857,ENST00000597683.1,0.4691,30.0,3.955558,16.0,0.277814
858,ENST00000588027.5,0.7956,5.0,0.78948,19.0,0.474765
859,ENST00000588150.5,0.3948,7.0,1.128571,12.0,0.313043
860,ENST00000586248.5,0.6703,9.0,1.383067,7.0,0.165891
861,ENST00000588122.5,0.6703,7.0,1.079221,7.0,0.166904
862,ENST00000592347.5,0.4734,48.0,5.96743,25.0,0.386427
863,ENST00000593065.5,0.4912,12.0,1.805491,3.0,0.06778
864,ENST00000591920.5,0.5066,6.0,0.945532,7.0,0.174052
865,ENST00000589137.5,0.4744,18.0,2.434042,39.0,0.712941
866,ENST00000427868.6,0.8149,12.0,1.835384,28.0,0.654432
867,ENST00000590622.5,0.4914,24.0,3.213983,19.0,0.340342
868,ENST00000595649.5,0.5152,11.0,1.693541,4.0,0.094515
869,ENST00000601116.5,0.5512,10.0,1.562437,13.0,0.318463
870,ENST00000600742.1,0.4613,33.0,4.09162,67.0,1.030674
871,ENST00000594950.5,0.4602,10.0,1.342372,67.0,1.208024
872,ENST00000599728.5,0.678,7.0,1.106206,19.0,0.474337
873,ENST00000600379.5,0.5019,10.0,1.52219,25.0,0.578894
874,ENST00000593642.5,0.4473,7.0,1.104346,7.0,0.1741
875,ENST00000600726.5,0.6803,6.0,0.948176,13.0,0.324603
876,ENST00000422961.5,0.5365,11.0,1.648048,48.0,1.078621
877,ENST00000447070.1,0.512,42.0,5.232669,39.0,0.605047
878,ENST00000453289.1,0.5905,13.0,2.068088,19.0,0.480275
879,ENST00000412749.1,0.9121,3.0,0.500712,13.0,0.362525
880,ENST00000426083.5,0.4342,21.0,2.887906,3.0,0.056529
881,ENST00000446698.5,0.4764,11.0,1.722281,28.0,0.685874
882,ENST00000417691.1,0.5102,8.0,1.177408,3.0,0.06509
883,ENST00000422740.1,0.534,7.0,1.09542,36.0,0.882057
884,ENST00000443946.1,0.5559,2.0,0.329199,21.0,0.570158
885,ENST00000429952.5,0.514,23.0,3.012323,49.0,0.84133
886,ENST00000437346.5,0.5021,7.0,1.048164,43.0,0.964281
887,ENST00000435880.6,0.4833,41.0,5.271419,373.0,6.164894
888,ENST00000596259.3,0.7526,5.0,0.749113,37.0,0.831591
889,ENST00000457076.5,0.7175,14.0,2.223242,100.0,2.521691
890,ENST00000413436.5,0.4771,7.0,1.093422,21.0,0.513263
891,ENST00000418564.5,0.7901,7.0,1.110005,52.0,1.308144
892,ENST00000415222.5,0.6318,9.0,1.446808,27.0,0.69775
893,ENST00000594376.6,0.4916,19.0,2.680432,27.0,0.538417
894,ENST00000456161.5,0.486,15.0,2.212044,3.0,0.065428
895,ENST00000596028.5,0.8356,17.0,2.521178,217.0,4.773555
896,ENST00000423402.5,0.7815,11.0,1.741288,7.0,0.175302
897,ENST00000411429.5,0.7966,11.0,1.744294,49.0,1.232097
898,ENST00000434781.5,0.8177,8.0,1.26211,97.0,2.416013
899,ENST00000415742.5,0.9304,9.0,1.420269,28.0,0.699147
900,ENST00000366234.7,0.5068,16.0,2.357939,16.0,0.348362
901,ENST00000599427.5,0.7236,9.0,1.385303,169.0,4.009971
902,ENST00000597318.5,0.7186,11.0,1.719575,75.0,1.836835
903,ENST00000425333.5,0.903,16.0,2.53789,175.0,4.403825
904,ENST00000429599.6,0.6505,21.0,3.020397,57.0,1.179308
905,ENST00000421843.5,0.8183,20.0,3.077024,112.0,2.650888
906,ENST00000458686.5,0.486,18.0,2.597951,73.0,1.522793
907,ENST00000432604.5,0.87,16.0,2.521418,111.0,2.756076
908,ENST00000421255.5,0.6037,18.0,2.750648,75.0,1.75017
909,ENST00000413069.5,0.6793,11.0,1.73637,7.0,0.174742
910,ENST00000458698.6,0.4044,37.0,4.90297,73.0,1.283291
911,ENST00000603347.5,0.5384,9.0,1.388879,28.0,0.668381
912,ENST00000604346.5,0.4745,16.0,2.423292,28.0,0.642081
913,ENST00000413791.5,0.5756,18.0,2.722306,139.0,3.179239
914,ENST00000416506.5,0.551,6.0,0.952818,61.0,1.541355
915,ENST00000439670.6,0.4318,28.0,3.642258,247.0,4.180957
916,ENST00000442040.5,0.4458,19.0,2.708901,13.0,0.264824
917,ENST00000601396.5,0.5765,8.0,1.2266,1.0,0.023658
918,ENST00000596573.5,0.4908,20.0,3.006225,39.0,0.880936
919,ENST00000594548.5,0.5435,16.0,2.446098,31.0,0.726703
920,ENST00000600002.5,0.4808,23.0,3.402742,52.0,1.136782
921,ENST00000437456.5,0.7567,6.0,0.94193,49.0,1.208271
922,ENST00000595459.5,0.6224,17.0,2.640673,16.0,0.385121
923,ENST00000415060.6,0.4969,4.0,0.642005,13.0,0.335182
924,ENST00000596665.5,0.6198,10.0,1.495694,9.0,0.201829
925,ENST00000409898.2,0.4998,10.0,1.579848,13.0,0.324428
926,ENST00000437561.1,0.5411,8.0,1.306657,13.0,0.346327
927,ENST00000413202.1,0.4445,3.0,0.496083,49.0,1.340919
928,ENST00000603948.5,0.5385,6.0,0.969256,12.0,0.313152
929,ENST00000453008.2,0.4771,25.0,3.384282,4.0,0.073557
930,ENST00000433219.1,0.4976,6.0,0.920992,13.0,0.306766
931,ENST00000432818.5,0.4457,8.0,1.259667,7.0,0.173388
932,ENST00000444301.5,0.5148,11.0,1.691582,27.0,0.63826
933,ENST00000419736.5,0.511,7.0,1.051568,21.0,0.474174
934,ENST00000442293.5,0.5348,9.0,1.427563,19.0,0.477581
935,ENST00000457336.1,0.4316,30.0,3.940971,1.0,0.017161
936,ENST00000555766.1,0.4807,20.0,2.734773,27.0,0.504663
937,ENST00000439321.1,0.4335,22.0,3.076959,21.0,0.410265
938,ENST00000423031.1,0.4005,7.0,1.129309,7.0,0.182482
939,ENST00000420472.1,0.5159,14.0,2.108058,21.0,0.477233
940,ENST00000439050.1,0.355,45.0,5.802454,133.0,2.211693
941,ENST00000594941.5,0.4163,10.0,1.504282,1.0,0.022509
942,ENST00000600693.5,0.3882,15.0,2.281827,28.0,0.647132
943,ENST00000599755.5,0.696,6.0,0.994121,4.0,0.110333
944,ENST00000456876.1,0.5324,8.0,1.23901,3.0,0.071855
945,ENST00000456746.5,0.3718,73.0,8.541645,81.0,1.109666
946,ENST00000430416.5,0.5957,19.0,2.797729,37.0,0.801705
947,ENST00000420672.1,0.6116,6.0,0.968297,39.0,1.016659
948,ENST00000450044.1,0.4721,9.0,1.347894,27.0,0.606178
949,ENST00000442036.1,0.362,16.0,2.421307,7.0,0.160146
950,ENST00000415236.1,0.4722,9.0,1.385303,7.0,0.166066
951,ENST00000585625.5,0.5256,13.0,1.897189,192.0,4.090043
952,ENST00000587568.5,0.8479,4.0,0.624008,31.0,0.755537
953,ENST00000592750.5,0.4201,6.0,0.933167,12.0,0.290997
954,ENST00000592630.5,0.5262,10.0,1.537801,1.0,0.02366
955,ENST00000591332.5,0.6867,6.0,0.956787,13.0,0.331483
956,ENST00000590040.5,0.5796,7.0,1.036688,13.0,0.285655
957,ENST00000585451.5,0.4499,13.0,1.896022,100.0,2.129743
958,ENST00000592182.5,0.4029,12.0,1.812669,63.0,1.439514
959,ENST00000587944.5,0.7759,24.0,3.4784,67.0,1.406106
960,ENST00000586831.5,0.4832,10.0,1.520251,37.0,0.855198
961,ENST00000589842.5,0.767,11.0,1.704053,37.0,0.887966
962,ENST00000585358.5,0.5886,12.0,1.808691,12.0,0.272451
963,ENST00000588244.5,0.7071,10.0,1.512392,37.0,0.846303
964,ENST00000591867.5,0.6366,16.0,2.417379,39.0,0.889577
965,ENST00000588716.5,0.5185,9.0,1.405102,48.0,1.170189
966,ENST00000592836.5,0.5672,10.0,1.564886,39.0,0.954981
967,ENST00000586452.5,0.6423,17.0,2.529679,61.0,1.352219
968,ENST00000588257.5,0.5929,12.0,1.790193,61.0,1.357707
969,ENST00000592689.5,0.4456,14.0,2.107231,4.0,0.090301
970,ENST00000450692.6,0.6261,14.0,2.126111,16.0,0.368427
971,ENST00000590807.5,0.4839,12.0,1.820478,25.0,0.575611
972,ENST00000589391.5,0.5691,9.0,1.343384,63.0,1.403972
973,ENST00000415561.1,0.6527,10.0,1.642906,37.0,0.998258
974,ENST00000438095.1,0.5167,5.0,0.822377,7.0,0.189651
975,ENST00000590932.5,0.3748,12.0,1.830962,12.0,0.279917
976,ENST00000589907.5,0.7385,8.0,1.261058,13.0,0.323845
977,ENST00000589234.5,0.8935,11.0,1.660945,163.0,3.720739
978,ENST00000589487.5,0.4484,15.0,2.148116,117.0,2.402289
979,ENST00000429730.1,0.5112,6.0,0.967662,9.0,0.233939
980,ENST00000439598.6,0.4344,44.0,5.604187,57.0,0.92412
981,ENST00000396588.6,0.442,42.0,5.452416,75.0,1.263507
982,ENST00000418430.1,0.4111,25.0,3.222164,67.0,1.113859
983,ENST00000429456.1,0.4717,27.0,3.514278,76.0,1.287415
984,ENST00000426962.1,0.6834,4.0,0.659401,1.0,0.027197
985,ENST00000451070.1,0.4617,11.0,1.719575,7.0,0.170744
986,ENST00000414393.5,0.4096,81.0,9.58776,889.0,12.4558
987,ENST00000439498.5,0.5253,10.0,1.455153,37.0,0.783979
988,ENST00000455791.5,0.5643,8.0,1.234852,21.0,0.500242
989,ENST00000596223.5,0.4836,11.0,1.682064,21.0,0.49227
990,ENST00000600222.5,0.5291,12.0,1.844089,28.0,0.662023
991,ENST00000598448.5,0.5616,14.0,2.092412,9.0,0.201675
992,ENST00000596717.5,0.6641,16.0,2.40498,21.0,0.473962
993,ENST00000601850.5,0.4119,11.0,1.671923,27.0,0.625246
994,ENST00000597267.5,0.532,10.0,1.54247,3.0,0.071579
995,ENST00000598150.5,0.4853,13.0,1.962935,4.0,0.09163
996,ENST00000596058.5,0.5316,13.0,1.999603,7.0,0.166174
997,ENST00000424235.1,0.5096,11.0,1.656657,39.0,0.884274
998,ENST00000442383.1,0.4666,24.0,3.286851,39.0,0.731896
999,ENST00000421019.1,0.5356,7.0,1.071592,43.0,1.007858
1000,ENST00000427794.1,0.5807,5.0,0.814921,13.0,0.346327
1001,ENST00000424205.1,0.5766,5.0,0.785365,16.0,0.394964
1002,ENST00000457508.1,0.4695,10.0,1.639259,37.0,0.993668
1003,ENST00000421257.1,0.5057,10.0,1.48885,12.0,0.266385
1004,ENST00000427820.1,0.5463,19.0,2.839175,79.0,1.762855
1005,ENST00000412426.5,0.4497,13.0,1.884134,133.0,2.79649
1006,ENST00000418954.2,0.515,16.0,2.432916,7.0,0.161458
1007,ENST00000416218.1,0.3549,43.0,5.654253,91.0,1.572268
1008,ENST00000456917.1,0.4041,33.0,4.472524,7.0,0.129084
1009,ENST00000596365.5,0.6555,13.0,1.991881,39.0,0.915012
1010,ENST00000597626.5,0.5034,9.0,1.402226,4.0,0.096839
1011,ENST00000616030.4,0.6285,10.0,1.521541,43.0,0.997187
1012,ENST00000594752.5,0.7802,11.0,1.775796,16.0,0.417263
1013,ENST00000594370.5,0.7162,13.0,1.983973,13.0,0.30274
1014,ENST00000595747.5,0.54,15.0,2.245222,21.0,0.470065
1015,ENST00000432988.1,0.4871,73.0,8.644114,39.0,0.546343
1016,ENST00000442815.1,0.488,24.0,3.023806,169.0,2.682941
1017,ENST00000448049.1,0.523,22.0,2.695153,63.0,0.945784
1018,ENST00000418516.1,0.8991,2.0,0.342089,7.0,0.204967
1019,ENST00000441283.1,0.5984,7.0,1.146221,19.0,0.509226
1020,ENST00000456880.1,0.4608,14.0,1.835102,91.0,1.564427
1021,ENST00000439088.1,0.5264,14.0,1.826081,7.0,0.119204
1022,ENST00000434081.1,0.5264,13.0,1.693588,7.0,0.118856
1023,ENST00000590829.5,0.5219,8.0,1.220111,13.0,0.30226
1024,ENST00000591223.5,0.7444,4.0,0.629833,16.0,0.396908
1025,ENST00000444998.1,0.3603,35.0,4.549306,28.0,0.472898
1026,ENST00000421927.1,0.3825,37.0,4.785079,31.0,0.518037
1027,ENST00000420074.1,0.5235,28.0,3.696585,84.0,1.463498
1028,ENST00000447898.5,0.3752,77.0,9.246221,28.0,0.403967
1029,ENST00000437781.5,0.3706,37.0,4.754069,7.0,0.115478
1030,ENST00000413768.5,0.3832,25.0,3.267495,49.0,0.837892
1031,ENST00000383038.7,0.4717,13.0,1.795419,12.0,0.229082
1032,ENST00000431090.1,0.5005,29.0,3.791474,7.0,0.119863
1033,ENST00000506039.1,0.5284,22.0,2.853693,147.0,2.474837
1034,ENST00000451141.1,0.5282,8.0,1.261058,9.0,0.223383
1035,ENST00000419237.1,0.5826,6.0,0.944232,27.0,0.670149
1036,ENST00000449717.1,0.7072,3.0,0.481504,9.0,0.231992
1037,ENST00000453023.1,0.6598,6.0,0.94475,1.0,0.024944
1038,ENST00000421253.1,0.4558,6.0,0.939674,64.0,1.572353
1039,ENST00000446336.1,0.616,8.0,1.304796,39.0,1.037626
1040,ENST00000417083.1,0.621,10.0,1.524151,19.0,0.44214
1041,ENST00000419253.1,0.4654,13.0,1.928297,25.0,0.550242
1042,ENST00000428858.1,0.74,5.0,0.788818,0.0,0.0
1043,ENST00000425112.1,0.5005,16.0,2.39,19.0,0.423255
1044,ENST00000433317.1,0.447,32.0,3.983563,139.0,2.154982
1045,ENST00000446578.1,0.9684,1.0,0.15839,21.0,0.52746
1046,ENST00000432502.1,0.4654,9.0,1.408028,4.0,0.097659
1047,ENST00000421538.1,0.4788,24.0,3.054414,31.0,0.502533
1048,ENST00000433639.1,0.3666,22.0,3.148068,9.0,0.184332
1049,ENST00000414603.1,0.5632,15.0,2.40001,97.0,2.482222
1050,ENST00000432743.1,0.4761,9.0,1.395932,13.0,0.313412
1051,ENST00000468186.5,0.3611,51.0,6.305918,388.0,5.931836
1052,ENST00000519043.5,0.3884,24.0,3.420018,43.0,0.872482
1053,ENST00000521609.5,0.4938,19.0,2.845554,43.0,0.963543
1054,ENST00000520629.5,0.6461,6.0,0.994912,13.0,0.358558
1055,ENST00000521267.5,0.5385,17.0,2.519419,28.0,0.615647
1056,ENST00000467069.6,0.6877,10.0,1.537447,49.0,1.159641
1057,ENST00000494680.6,0.5977,6.0,0.952262,52.0,1.31224
1058,ENST00000430166.5,0.8019,6.0,0.847757,25.0,0.499485
1059,ENST00000427644.1,0.4802,25.0,3.407114,103.0,1.912592
1060,ENST00000469148.1,0.5872,5.0,0.852302,19.0,0.553006
1061,ENST00000479588.1,0.4917,19.0,2.884229,43.0,0.989789
1062,ENST00000492922.1,0.4013,33.0,4.306707,37.0,0.629889
1063,ENST00000470465.1,0.3787,17.0,2.563838,13.0,0.295203
1064,ENST00000465215.1,0.3839,39.0,5.113701,73.0,1.256546
1065,ENST00000483840.1,0.3885,34.0,4.507011,63.0,1.107553
1066,ENST00000498624.1,0.726,16.0,2.568832,52.0,1.338766
1067,ENST00000490441.1,0.5481,16.0,2.270303,13.0,0.261499
1068,ENST00000473550.1,0.4421,8.0,1.211149,1.0,0.023052
1069,ENST00000431767.5,0.73,4.0,0.646385,1.0,0.026244
1070,ENST00000438608.5,1.0363,2.0,0.319218,36.0,0.91822
1071,ENST00000420459.5,0.8589,8.0,1.270053,12.0,0.30209
1072,ENST00000424730.5,1.1266,5.0,0.823937,48.0,1.304306
1073,ENST00000417704.5,0.7765,10.0,1.528138,31.0,0.723646
1074,ENST00000503709.1,0.488,16.0,2.165578,7.0,0.128058
1075,ENST00000512802.1,0.5391,3.0,0.515984,9.0,0.267202
1076,ENST00000503938.1,0.8258,3.0,0.508013,16.0,0.459919
1077,ENST00000573950.5,0.5224,6.0,0.962098,4.0,0.102913
1078,ENST00000505240.5,0.7438,15.0,2.365139,103.0,2.559746
1079,ENST00000507091.5,0.5422,16.0,2.474427,97.0,2.318925
1080,ENST00000498917.2,0.4433,23.0,3.160836,12.0,0.226432
1081,ENST00000514109.1,0.6362,7.0,1.049754,63.0,1.417608
1082,ENST00000502758.1,0.457,11.0,1.744294,9.0,0.225782
1083,ENST00000499180.2,0.4764,7.0,1.163533,28.0,0.774889
1084,ENST00000511571.1,0.3866,17.0,2.527868,73.0,1.614933
1085,ENST00000512932.5,0.464,15.0,2.180437,84.0,1.775262
1086,ENST00000508772.5,0.4342,12.0,1.892637,36.0,0.89477
1087,ENST00000513581.5,0.4431,10.0,1.531873,1.0,0.023477
1088,ENST00000504718.5,0.4814,10.0,1.574151,21.0,0.520902
1089,ENST00000505028.5,0.6296,12.0,1.90013,31.0,0.776453
1090,ENST00000507660.5,0.4705,6.0,0.95061,52.0,1.307429
1091,ENST00000508406.1,0.3745,62.0,7.812554,333.0,5.286363
1092,ENST00000510016.1,0.4899,4.0,0.650343,79.0,2.092045
1093,ENST00000506864.5,0.4584,5.0,0.789924,19.0,0.474831
1094,ENST00000508021.5,0.4237,10.0,1.576759,19.0,0.47184
1095,ENST00000512077.5,0.6571,9.0,1.468939,3.0,0.079747
1096,ENST00000507916.6,0.5647,11.0,1.718235,21.0,0.511894
1097,ENST00000506160.1,0.6073,8.0,1.277262,7.0,0.17922
1098,ENST00000506454.1,0.6355,14.0,2.11478,16.0,0.364607
1099,ENST00000510764.1,0.5908,9.0,1.509812,21.0,0.590332
1100,ENST00000509939.1,0.5657,7.0,1.07376,31.0,0.730422
1101,ENST00000602520.5,0.6556,6.0,1.03573,79.0,2.356308
1102,ENST00000602483.5,0.825,5.0,0.871601,57.0,1.733936
1103,ENST00000509105.1,0.4372,14.0,2.159458,16.0,0.380855
1104,ENST00000506897.1,0.8297,12.0,1.931557,36.0,0.931823
1105,ENST00000509715.1,0.4948,4.0,0.631231,37.0,0.923011
1106,ENST00000506645.1,0.4673,14.0,2.192572,103.0,2.528377
1107,ENST00000509161.1,0.3549,55.0,6.916882,39.0,0.616658
1108,ENST00000505537.1,0.5292,6.0,0.95061,31.0,0.778701
1109,ENST00000505873.1,0.4685,8.0,1.168586,1.0,0.021268
1110,ENST00000511052.1,0.4754,3.0,0.474761,43.0,1.07837
1111,ENST00000508968.1,0.5576,9.0,1.411382,39.0,0.95923
1112,ENST00000505196.1,0.8235,10.0,1.588961,43.0,1.086586
1113,ENST00000513955.1,0.5109,10.0,1.470311,16.0,0.346485
1114,ENST00000515123.1,0.6607,7.0,1.146221,3.0,0.080292
1115,ENST00000514255.1,0.5944,13.0,2.062635,49.0,1.232977
1116,ENST00000514291.1,0.398,12.0,1.837425,16.0,0.375294
1117,ENST00000314957.3,0.5156,36.0,4.628064,67.0,1.106786
1118,ENST00000505541.1,0.5311,4.0,0.666785,3.0,0.083779
1119,ENST00000399543.1,0.4764,27.0,3.46457,163.0,2.683454
1120,ENST00000515108.1,0.5396,14.0,1.841161,21.0,0.363453
1121,ENST00000515466.1,0.5468,6.0,0.948713,19.0,0.474909
1122,ENST00000500258.2,0.575,2.0,0.326431,9.0,0.240182
1123,ENST00000506247.1,0.5371,4.0,0.628632,7.0,0.172897
1124,ENST00000503452.5,0.8028,10.0,1.513936,52.0,1.193988
1125,ENST00000514597.5,0.5429,10.0,1.5403,19.0,0.451624
1126,ENST00000508945.5,0.5643,2.0,0.351472,7.0,0.216531
1127,ENST00000503179.5,0.428,18.0,2.705078,12.0,0.270649
1128,ENST00000504280.1,0.5455,15.0,2.239385,19.0,0.42332
1129,ENST00000514905.5,0.5845,17.0,2.410122,7.0,0.140382
1130,ENST00000505918.5,0.5975,5.0,0.788161,19.0,0.473167
1131,ENST00000515419.5,0.5307,6.0,0.945271,21.0,0.52162
1132,ENST00000502433.5,0.5503,3.0,0.467766,63.0,1.53287
1133,ENST00000512213.5,0.6941,4.0,0.613024,111.0,2.609672
1134,ENST00000514640.5,0.3615,19.0,2.649602,73.0,1.420044
1135,ENST00000514114.5,0.7301,9.0,1.435614,19.0,0.483002
1136,ENST00000513591.5,0.4517,18.0,2.41271,103.0,1.851604
1137,ENST00000514288.5,0.4341,3.0,0.471858,21.0,0.520125
1138,ENST00000504506.5,0.5328,6.0,0.915282,49.0,1.141889
1139,ENST00000507749.5,0.7021,4.0,0.635585,21.0,0.531189
1140,ENST00000513755.1,0.71,7.0,1.128571,21.0,0.545706
1141,ENST00000508015.1,0.4021,16.0,2.517264,31.0,0.766241
1142,ENST00000427306.2,0.4728,22.0,3.046625,1.0,0.019312
1143,ENST00000442823.2,0.5036,4.0,0.628802,39.0,0.965282
1144,ENST00000508590.1,0.5264,6.0,1.056306,3.0,0.093882
1145,ENST00000512185.1,0.4586,12.0,1.94767,31.0,0.815626
1146,ENST00000521133.1,0.4263,7.0,1.143735,1.0,0.026938
1147,ENST00000499583.1,0.3964,49.0,6.212,21.0,0.337006
1148,ENST00000518818.1,0.5494,28.0,3.66764,39.0,0.669435
1149,ENST00000518894.1,0.6345,10.0,1.585264,61.0,1.5328
1150,ENST00000514846.1,0.5896,5.0,0.793783,4.0,0.100711
1151,ENST00000511565.1,0.5475,6.0,0.964539,7.0,0.180667
1152,ENST00000499525.1,0.4044,50.0,6.278404,157.0,2.47454
1153,ENST00000457253.1,0.5679,7.0,1.066217,7.0,0.162732
1154,ENST00000399247.6,0.616,25.0,3.310047,3.0,0.052507
1155,ENST00000602698.5,0.6407,11.0,1.731566,16.0,0.396691
1156,ENST00000460889.5,0.6081,3.0,0.488266,3.0,0.079607
1157,ENST00000448559.5,0.4968,11.0,1.664309,13.0,0.297282
1158,ENST00000502390.5,0.3899,68.0,8.289066,81.0,1.20367
1159,ENST00000506206.5,0.7267,7.0,1.086528,13.0,0.313772
1160,ENST00000510846.5,0.6015,5.0,0.783684,63.0,1.550099
1161,ENST00000453790.1,0.3494,25.0,3.705673,61.0,1.339296
1162,ENST00000602418.5,0.7538,8.0,1.291914,19.0,0.496362
1163,ENST00000412751.5,0.6452,3.0,0.488266,61.0,1.618905
1164,ENST00000423255.5,0.4708,5.0,0.831771,9.0,0.249879
1165,ENST00000586232.5,0.5773,13.0,1.982252,0.0,1e-06
1166,ENST00000591156.5,0.4082,12.0,1.795504,28.0,0.627377
1167,ENST00000588612.5,0.4899,13.0,1.963329,13.0,0.297267
1168,ENST00000587253.5,0.4877,11.0,1.656006,13.0,0.295463
1169,ENST00000586030.5,0.6376,11.0,1.697519,19.0,0.452269
1170,ENST00000450998.5,0.6838,8.0,1.276874,63.0,1.607724
1171,ENST00000587397.5,0.5255,19.0,2.869481,147.0,3.351714
1172,ENST00000585882.5,0.7206,9.0,1.462765,19.0,0.501535
1173,ENST00000587036.5,0.5476,11.0,1.695918,16.0,0.380496
1174,ENST00000590780.5,0.413,13.0,1.992776,21.0,0.493458
1175,ENST00000585945.5,0.5683,12.0,1.886406,43.0,1.062266
1176,ENST00000589255.5,0.6317,10.0,1.459151,241.0,5.135776
1177,ENST00000586974.5,0.74,11.0,1.716904,48.0,1.168907
1178,ENST00000587015.5,0.5189,20.0,2.986948,147.0,3.277743
1179,ENST00000589187.5,0.5481,8.0,1.261058,7.0,0.174612
1180,ENST00000532226.1,0.3706,29.0,3.769872,283.0,4.783423
1181,ENST00000420651.2,0.6996,3.0,0.518688,1.0,0.030101
1182,ENST00000456352.2,0.6867,4.0,0.646815,25.0,0.654139
1183,ENST00000440001.2,0.4429,7.0,1.02639,21.0,0.452152
1184,ENST00000440395.1,0.6898,5.0,0.821453,1.0,0.027174
1185,ENST00000454596.1,0.5557,23.0,2.970321,175.0,2.920274
1186,ENST00000419695.1,0.4841,12.0,1.826628,49.0,1.135847
