,Seqname,GCCoW: GC content of whole sequence,GCCo1: GC content of 1st position of codons,GCCo2: GC content of 2nd position of codons,GCCo3: GC content of 3rd position of codons,GCC1V: GCCo1 variance frame score,GCC2V: GCCo2 variance frame score,GCC3V: GCCo3 variance frame score
585,ENST00000602532.1,0.452632,0.461053,0.442105,0.454737,0.000265,0.000337,0.00047
586,ENST00000577841.1,0.386435,0.425868,0.359621,0.373817,0.00356,0.003239,0.003474
587,ENST00000568970.1,0.597122,0.571942,0.55036,0.669065,0.01278,0.012216,0.01287
588,ENST00000564160.1,0.625636,0.619532,0.637843,0.619532,0.000337,0.000361,0.00032
589,ENST00000382313.2,0.610559,0.597786,0.614817,0.619075,0.000392,0.000372,0.000379
590,ENST00000570677.1,0.514032,0.518464,0.545052,0.478582,0.003284,0.003255,0.003481
591,ENST00000575139.1,0.573585,0.616981,0.577358,0.526415,0.005917,0.006351,0.006364
592,ENST00000573414.1,0.603037,0.579176,0.637744,0.592191,0.002903,0.003106,0.003553
593,ENST00000577163.1,0.548276,0.631034,0.455172,0.558621,0.02328,0.022733,0.023445
594,ENST00000570843.1,0.512032,0.501337,0.51738,0.51738,0.000292,0.000227,0.00026
595,ENST00000570409.1,0.508427,0.52809,0.474719,0.522472,0.002577,0.002498,0.002362
596,ENST00000415295.1,0.494407,0.5,0.489933,0.493289,6.9e-05,4.6e-05,2.9e-05
597,ENST00000457898.1,0.459168,0.444684,0.483513,0.449307,0.001352,0.001334,0.001298
598,ENST00000415386.2,0.582041,0.594961,0.546512,0.604651,0.002927,0.002894,0.002779
599,ENST00000420503.1,0.523995,0.48249,0.579767,0.509728,0.007626,0.007865,0.00757
600,ENST00000474814.1,0.504992,0.490279,0.50762,0.517078,0.000576,0.000541,0.000547
601,ENST00000464115.1,0.574438,0.55618,0.589888,0.577247,0.000924,0.001032,0.000949
602,ENST00000398804.7,0.54223,0.54223,0.608108,0.476351,0.012906,0.012863,0.012435
603,ENST00000439057.5,0.577259,0.568513,0.629738,0.533528,0.007056,0.007094,0.00752
604,ENST00000437643.1,0.508143,0.503257,0.503257,0.517915,0.000255,0.000301,0.000276
605,ENST00000447959.1,0.497368,0.521053,0.513158,0.457895,0.003443,0.00358,0.003487
606,ENST00000438589.1,0.560197,0.567568,0.574939,0.538084,0.001033,0.00098,0.001195
607,ENST00000455380.5,0.419417,0.401942,0.442718,0.413592,0.001357,0.001556,0.001746
608,ENST00000599146.5,0.428188,0.479195,0.414765,0.390604,0.006151,0.005821,0.005901
609,ENST00000596952.5,0.429487,0.451923,0.408654,0.427885,0.001364,0.001194,0.001369
610,ENST00000594152.5,0.433333,0.44,0.465,0.395,0.003698,0.003644,0.003376
611,ENST00000415780.1,0.437751,0.457831,0.373494,0.481928,0.009964,0.009566,0.00867
612,ENST00000411721.1,0.281853,0.324324,0.243243,0.277992,0.004898,0.005119,0.005635
613,ENST00000587306.5,0.388805,0.390318,0.376702,0.399395,0.00041,0.000417,0.000354
614,ENST00000586006.5,0.384009,0.422297,0.371622,0.358108,0.003358,0.003514,0.003459
615,ENST00000587066.5,0.401305,0.411093,0.381729,0.411093,0.000866,0.000923,0.001113
616,ENST00000585499.5,0.387333,0.361754,0.365408,0.434836,0.00521,0.005096,0.005245
617,ENST00000590186.5,0.409621,0.419825,0.428571,0.380466,0.001909,0.00196,0.002061
618,ENST00000591654.5,0.413074,0.450626,0.429764,0.358832,0.006814,0.007008,0.007078
619,ENST00000424517.3,0.47037,0.4,0.511111,0.5,0.011809,0.010776,0.010086
620,ENST00000436200.2,0.390244,0.396341,0.335366,0.439024,0.008295,0.008216,0.008854
621,ENST00000425884.5,0.569128,0.563758,0.547651,0.595973,0.0019,0.00193,0.002043
622,ENST00000440150.5,0.482382,0.500608,0.478736,0.467801,0.000819,0.000785,0.000779
623,ENST00000413531.5,0.384749,0.397747,0.369151,0.387348,0.000619,0.000561,0.000637
624,ENST00000457719.1,0.492205,0.477728,0.517817,0.481069,0.001494,0.001421,0.001299
625,ENST00000457390.1,0.522353,0.543529,0.458824,0.564706,0.009556,0.009327,0.008687
626,ENST00000382265.3,0.462653,0.458194,0.451505,0.478261,0.000598,0.000611,0.000587
627,ENST00000446880.5,0.508715,0.517974,0.486928,0.521242,0.00108,0.001058,0.001007
628,ENST00000456633.1,0.63337,0.628979,0.6191,0.652031,0.000909,0.000928,0.000979
629,ENST00000452809.1,0.528053,0.547855,0.49505,0.541254,0.002478,0.002388,0.002226
630,ENST00000451759.5,0.377246,0.366467,0.384431,0.380838,0.000291,0.000248,0.000208
631,ENST00000449680.5,0.431472,0.399746,0.426396,0.468274,0.003704,0.003922,0.003945
632,ENST00000427213.5,0.428571,0.457792,0.428571,0.399351,0.002449,0.002221,0.002214
633,ENST00000429865.5,0.460212,0.465517,0.449602,0.465517,0.000255,0.000229,0.000178
634,ENST00000528019.5,0.429688,0.427734,0.451172,0.410156,0.001235,0.00127,0.001056
635,ENST00000528689.5,0.45583,0.471731,0.44523,0.45053,0.000541,0.00042,0.000513
636,ENST00000454813.1,0.397746,0.386473,0.415459,0.391304,0.000736,0.000849,0.000695
637,ENST00000458220.1,0.392324,0.422175,0.415778,0.339019,0.006256,0.006472,0.006632
638,ENST00000419458.1,0.411466,0.398782,0.418569,0.417047,0.000375,0.000352,0.000365
639,ENST00000452867.1,0.526667,0.51,0.5,0.57,0.004675,0.00494,0.004556
640,ENST00000458683.1,0.358974,0.377622,0.307692,0.391608,0.006099,0.00597,0.00633
641,ENST00000412162.1,0.404459,0.398089,0.423567,0.39172,0.000846,0.000887,0.00078
642,ENST00000432296.1,0.41828,0.416129,0.412903,0.425806,0.000149,0.000167,0.00015
643,ENST00000437232.5,0.370836,0.381939,0.366395,0.364175,0.000267,0.000224,0.000214
644,ENST00000457649.6,0.463196,0.490126,0.436266,0.463196,0.002114,0.001899,0.001714
645,ENST00000527986.5,0.461903,0.503659,0.461042,0.421007,0.00508,0.005157,0.005156
646,ENST00000418818.6,0.531873,0.585657,0.537849,0.472112,0.009433,0.009008,0.008923
647,ENST00000596088.5,0.472678,0.47541,0.459016,0.483607,0.000511,0.000509,0.000689
648,ENST00000600376.5,0.315686,0.317647,0.311765,0.317647,3.6e-05,3.6e-05,8.4e-05
649,ENST00000419697.1,0.292398,0.222222,0.356725,0.298246,0.013801,0.013473,0.013825
650,ENST00000456104.5,0.549383,0.537037,0.592593,0.518519,0.004422,0.004281,0.003951
651,ENST00000433920.5,0.525114,0.537671,0.5,0.537671,0.001424,0.00149,0.001622
652,ENST00000447424.5,0.42732,0.457093,0.441331,0.383538,0.004356,0.0041,0.003962
653,ENST00000413961.5,0.417166,0.431138,0.39521,0.42515,0.001102,0.001207,0.001464
654,ENST00000451364.5,0.448324,0.452514,0.460894,0.431564,0.000649,0.000671,0.000594
655,ENST00000458228.5,0.412034,0.411423,0.401344,0.423335,0.000368,0.00037,0.000387
656,ENST00000454935.1,0.509996,0.493924,0.531556,0.504508,0.001137,0.001166,0.001206
657,ENST00000547077.1,0.603839,0.633508,0.581152,0.596859,0.002056,0.002345,0.002498
658,ENST00000450314.6,0.580769,0.669231,0.542308,0.530769,0.017282,0.016717,0.016959
659,ENST00000527483.5,0.468586,0.486911,0.455497,0.463351,0.00076,0.000864,0.000791
660,ENST00000423178.6,0.466923,0.454615,0.467308,0.478846,0.000454,0.000478,0.000477
661,ENST00000527683.1,0.524158,0.531479,0.531479,0.509517,0.000435,0.000486,0.000448
662,ENST00000527620.5,0.639819,0.638009,0.665158,0.61629,0.001782,0.001776,0.001843
663,ENST00000524947.1,0.654386,0.647368,0.621053,0.694737,0.004374,0.004287,0.004483
664,ENST00000424148.1,0.582781,0.633113,0.512583,0.602649,0.011768,0.011884,0.012011
665,ENST00000532922.1,0.624277,0.676301,0.595376,0.601156,0.005858,0.006447,0.006123
666,ENST00000530846.1,0.420382,0.353503,0.429936,0.477707,0.012059,0.011681,0.011703
667,ENST00000525534.1,0.451117,0.456704,0.481844,0.414804,0.003377,0.0034,0.003577
668,ENST00000526706.1,0.477752,0.449649,0.548009,0.435597,0.01127,0.011572,0.012361
669,ENST00000533684.1,0.442125,0.421252,0.452562,0.452562,0.001021,0.001127,0.001076
670,ENST00000498905.2,0.418236,0.426357,0.445183,0.383167,0.003016,0.002999,0.002947
671,ENST00000527406.1,0.536036,0.536036,0.486486,0.585586,0.007521,0.007498,0.007832
672,ENST00000534671.1,0.428944,0.410691,0.402868,0.473272,0.004592,0.004716,0.004887
673,ENST00000526617.1,0.413934,0.39959,0.405738,0.436475,0.001275,0.001452,0.0014
674,ENST00000529328.1,0.474138,0.532759,0.475862,0.413793,0.010368,0.009917,0.009869
675,ENST00000501541.1,0.591687,0.6,0.591198,0.583863,0.000182,0.000204,0.000206
676,ENST00000540904.1,0.434343,0.459596,0.383838,0.459596,0.005761,0.005547,0.005244
677,ENST00000501122.2,0.440531,0.438201,0.442422,0.440971,1.4e-05,1.4e-05,1.4e-05
678,ENST00000450804.3,0.470612,0.461633,0.471429,0.478776,0.000232,0.00025,0.000249
679,ENST00000525952.1,0.495074,0.495074,0.509852,0.480296,0.00061,0.000607,0.000469
680,ENST00000534593.1,0.418056,0.408333,0.420833,0.425,0.000256,0.000338,0.000359
681,ENST00000526091.1,0.483922,0.487085,0.491829,0.472852,0.000282,0.000276,0.000295
682,ENST00000526795.1,0.453263,0.455026,0.407407,0.497354,0.006211,0.006189,0.006601
683,ENST00000533528.1,0.476471,0.467647,0.476471,0.485294,0.000316,0.000481,0.000516
684,ENST00000533708.1,0.472727,0.52,0.429091,0.469091,0.006148,0.006402,0.006182
685,ENST00000534499.1,0.502513,0.552764,0.462312,0.492462,0.006222,0.005872,0.00618
686,ENST00000528156.1,0.405775,0.410334,0.37386,0.433131,0.002737,0.002704,0.00254
687,ENST00000624533.1,0.413508,0.422222,0.419608,0.398693,0.000487,0.000468,0.000478
688,ENST00000577297.5,0.50508,0.552975,0.492017,0.470247,0.005347,0.005059,0.005132
689,ENST00000500970.5,0.540919,0.516256,0.588565,0.517937,0.005117,0.005047,0.005183
690,ENST00000501964.1,0.464924,0.476616,0.446699,0.471458,0.000765,0.000746,0.000721
691,ENST00000504932.2,0.4501,0.4501,0.474213,0.425988,0.001726,0.001724,0.001791
692,ENST00000532579.1,0.445428,0.473451,0.464602,0.39823,0.004945,0.004744,0.004593
693,ENST00000529392.1,0.433381,0.442693,0.43947,0.41798,0.000531,0.000514,0.000503
694,ENST00000435921.6,0.534965,0.566434,0.508741,0.52972,0.002461,0.002734,0.002942
695,ENST00000541775.5,0.511571,0.501897,0.511002,0.521813,0.000304,0.000312,0.000312
696,ENST00000500682.1,0.395406,0.404947,0.394346,0.386926,0.000239,0.000221,0.00022
697,ENST00000545914.5,0.4947,0.508834,0.482332,0.492933,0.000495,0.000396,0.000313
698,ENST00000536949.1,0.450777,0.458549,0.485751,0.408031,0.004597,0.004627,0.004413
699,ENST00000552133.1,0.496815,0.525478,0.477707,0.487261,0.001747,0.001386,0.001666
700,ENST00000551146.5,0.503075,0.531365,0.505535,0.472325,0.002526,0.002379,0.00236
701,ENST00000550601.5,0.455696,0.518987,0.400844,0.447257,0.010505,0.010097,0.010486
702,ENST00000546767.5,0.489011,0.486264,0.486264,0.494505,0.000108,7.4e-05,0.000144
703,ENST00000546793.1,0.537548,0.539644,0.52707,0.545931,0.000281,0.000278,0.000261
704,ENST00000555596.1,0.421965,0.410405,0.416185,0.439306,0.000778,0.000693,0.000768
705,ENST00000501008.2,0.514752,0.508957,0.51686,0.51844,8.5e-05,0.0001,0.000106
706,ENST00000499685.2,0.376382,0.375329,0.377961,0.375855,6e-06,7e-06,8e-06
707,ENST00000548760.2,0.493893,0.512958,0.490617,0.478105,0.00092,0.000895,0.000899
708,ENST00000546421.1,0.700542,0.691057,0.743902,0.666667,0.004626,0.004655,0.004506
709,ENST00000547179.1,0.398442,0.383665,0.41913,0.392531,0.001025,0.001011,0.000982
710,ENST00000590479.5,0.486188,0.585635,0.458564,0.414365,0.023319,0.024202,0.023901
711,ENST00000552992.1,0.471476,0.45302,0.468121,0.493289,0.001344,0.001213,0.001185
712,ENST00000470091.1,0.554023,0.6,0.531034,0.531034,0.004507,0.004122,0.004328
713,ENST00000489452.1,0.563536,0.546961,0.585635,0.558011,0.001231,0.001076,0.000932
714,ENST00000429892.5,0.562788,0.564103,0.564103,0.560158,1.2e-05,1e-05,6e-06
715,ENST00000542933.5,0.586885,0.580328,0.577869,0.602459,0.000584,0.000606,0.000633
716,ENST00000537157.5,0.672234,0.663883,0.676409,0.676409,0.000216,0.000282,0.000255
717,ENST00000428029.6,0.550781,0.521484,0.55957,0.571289,0.002118,0.002242,0.002203
718,ENST00000535643.5,0.5,0.532544,0.47929,0.488166,0.002379,0.002243,0.002155
719,ENST00000543334.5,0.455538,0.449298,0.468019,0.449298,0.000351,0.000331,0.000372
720,ENST00000535614.5,0.622917,0.59375,0.675,0.6,0.006185,0.005834,0.005503
721,ENST00000536662.5,0.471429,0.455357,0.455357,0.503571,0.002462,0.002335,0.002209
722,ENST00000538790.1,0.520564,0.518214,0.497062,0.546416,0.001899,0.001913,0.002034
723,ENST00000540968.1,0.562181,0.55707,0.541738,0.587734,0.001746,0.001696,0.001847
724,ENST00000423999.2,0.543113,0.524076,0.56103,0.544233,0.001066,0.001161,0.001079
725,ENST00000535337.1,0.520642,0.488532,0.516055,0.557339,0.00387,0.003526,0.003579
726,ENST00000544499.1,0.448087,0.508197,0.401639,0.434426,0.008689,0.007942,0.008587
727,ENST00000536517.1,0.475059,0.441805,0.491686,0.491686,0.002668,0.003083,0.00327
728,ENST00000509760.1,0.561175,0.547308,0.562806,0.573409,0.000529,0.00051,0.000512
729,ENST00000537095.1,0.649706,0.651663,0.639922,0.657534,0.00027,0.000291,0.000365
730,ENST00000520432.1,0.552954,0.511706,0.555184,0.591973,0.005004,0.005201,0.005208
731,ENST00000593672.5,0.490029,0.504274,0.482906,0.482906,0.000414,0.000331,0.000377
732,ENST00000595435.5,0.494723,0.522427,0.486807,0.474934,0.001744,0.001589,0.001633
733,ENST00000596050.5,0.487374,0.44697,0.477273,0.537879,0.006617,0.006863,0.006906
734,ENST00000594959.5,0.492159,0.52111,0.48854,0.466828,0.002148,0.001998,0.002014
735,ENST00000595424.5,0.45515,0.508306,0.428571,0.428571,0.006021,0.005241,0.004905
736,ENST00000593709.5,0.478395,0.481481,0.472222,0.481481,8.8e-05,7.6e-05,0.000122
737,ENST00000434512.1,0.454936,0.476395,0.43133,0.457082,0.001483,0.001281,0.001095
738,ENST00000600477.5,0.442308,0.451049,0.466783,0.409091,0.002587,0.002517,0.002302
739,ENST00000597745.5,0.470509,0.462466,0.490617,0.458445,0.000918,0.000977,0.00085
740,ENST00000601572.5,0.458283,0.486094,0.493349,0.395405,0.008818,0.008647,0.008432
741,ENST00000594488.5,0.418651,0.35119,0.428571,0.47619,0.012296,0.013056,0.012902
742,ENST00000593928.5,0.437919,0.432886,0.468121,0.412752,0.002324,0.002374,0.002122
743,ENST00000596303.5,0.451613,0.408602,0.5,0.446237,0.006437,0.006843,0.006426
744,ENST00000599315.5,0.453846,0.411538,0.476923,0.473077,0.004152,0.004439,0.004287
745,ENST00000595997.5,0.456019,0.430556,0.479167,0.458333,0.00188,0.002203,0.00194
746,ENST00000593429.5,0.446456,0.457014,0.466063,0.41629,0.002038,0.001964,0.001816
747,ENST00000594358.5,0.410898,0.424153,0.410898,0.397644,0.000481,0.00039,0.000389
748,ENST00000598864.5,0.424588,0.414449,0.444867,0.414449,0.000928,0.001003,0.000871
749,ENST00000596180.5,0.464179,0.447761,0.492537,0.452239,0.00184,0.001968,0.001768
750,ENST00000602089.5,0.4125,0.408333,0.420833,0.408333,0.000158,0.000198,0.000137
751,ENST00000499499.2,0.421596,0.40337,0.461142,0.400275,0.003527,0.003559,0.003614
752,ENST00000555379.1,0.415668,0.431889,0.399816,0.4153,0.000768,0.000753,0.000768
753,ENST00000548819.5,0.413669,0.410072,0.447842,0.383094,0.003131,0.003096,0.003333
754,ENST00000555968.1,0.566759,0.561517,0.567993,0.570768,7.3e-05,6.4e-05,6.3e-05
755,ENST00000550680.5,0.443737,0.426752,0.509554,0.394904,0.010477,0.010294,0.00965
756,ENST00000548631.5,0.440415,0.471503,0.419689,0.430052,0.002165,0.001915,0.001784
757,ENST00000556002.5,0.424447,0.407122,0.418672,0.447546,0.001354,0.00129,0.001322
758,ENST00000555707.5,0.396369,0.375189,0.405446,0.408472,0.001037,0.001097,0.001114
759,ENST00000557660.5,0.450424,0.453814,0.433475,0.463983,0.000731,0.000736,0.000707
760,ENST00000553657.5,0.359296,0.346734,0.339196,0.39196,0.002589,0.002476,0.002309
761,ENST00000551597.6,0.514793,0.514793,0.473373,0.556213,0.005308,0.005304,0.004951
762,ENST00000555432.5,0.344196,0.372709,0.360489,0.299389,0.004502,0.004177,0.004281
763,ENST00000554086.1,0.540333,0.568502,0.533931,0.518566,0.001864,0.002044,0.001999
764,ENST00000500036.2,0.372972,0.386753,0.364748,0.367415,0.000428,0.000438,0.000449
765,ENST00000554058.1,0.552239,0.547646,0.540758,0.568312,0.00066,0.000632,0.000567
766,ENST00000500370.2,0.490529,0.489876,0.517309,0.464402,0.00208,0.002076,0.002154
767,ENST00000455286.1,0.557114,0.523046,0.571142,0.577154,0.00283,0.003131,0.003285
768,ENST00000521812.1,0.461417,0.514961,0.420472,0.448819,0.00692,0.006539,0.006856
769,ENST00000455531.1,0.534826,0.541196,0.54736,0.515924,0.000825,0.000819,0.000832
770,ENST00000522618.1,0.640461,0.647799,0.713836,0.559748,0.01781,0.017818,0.017584
771,ENST00000398460.3,0.569485,0.583678,0.589888,0.534891,0.0027,0.00272,0.002751
772,ENST00000521256.1,0.613861,0.635644,0.671287,0.534653,0.014797,0.014987,0.0146
773,ENST00000554323.1,0.447552,0.503497,0.398601,0.440559,0.008099,0.008934,0.009875
774,ENST00000556475.1,0.404167,0.38125,0.41875,0.4125,0.001295,0.001125,0.000983
775,ENST00000553421.1,0.453303,0.505695,0.437358,0.416856,0.006238,0.006755,0.00658
776,ENST00000555578.1,0.591342,0.599285,0.579031,0.595711,0.000348,0.000365,0.000384
777,ENST00000553134.5,0.4,0.414894,0.395745,0.389362,0.000468,0.000322,0.00037
778,ENST00000552781.2,0.463768,0.48913,0.440217,0.461957,0.001738,0.001535,0.001373
779,ENST00000546682.5,0.400023,0.39188,0.395951,0.412237,0.000351,0.000356,0.000358
780,ENST00000447911.6,0.589902,0.628079,0.554187,0.587438,0.004026,0.003863,0.003641
781,ENST00000424208.5,0.596968,0.607391,0.587492,0.59602,0.000293,0.000281,0.000292
782,ENST00000452731.5,0.444549,0.448308,0.403195,0.482143,0.004762,0.00474,0.004593
783,ENST00000560812.5,0.561765,0.538235,0.577941,0.569118,0.001385,0.001534,0.001439
784,ENST00000559853.5,0.516975,0.537037,0.481481,0.532407,0.00285,0.002721,0.00297
785,ENST00000558945.5,0.481481,0.486998,0.489362,0.468085,0.000388,0.000406,0.00038
786,ENST00000561275.5,0.514007,0.500609,0.559074,0.482339,0.004802,0.004716,0.004492
787,ENST00000559368.5,0.515576,0.514019,0.481308,0.551402,0.003801,0.003777,0.003534
788,ENST00000560706.5,0.526427,0.513742,0.513742,0.551797,0.001589,0.001458,0.001327
789,ENST00000561226.5,0.427097,0.418065,0.437419,0.425806,0.000299,0.000368,0.000299
790,ENST00000559357.5,0.454945,0.507692,0.421978,0.435165,0.006187,0.005665,0.006019
791,ENST00000560350.5,0.447174,0.44226,0.398034,0.501229,0.008303,0.008354,0.0079
792,ENST00000558831.5,0.420404,0.440583,0.411996,0.408632,0.000903,0.000846,0.00087
793,ENST00000561256.5,0.651246,0.651246,0.66726,0.635231,0.000721,0.000729,0.000917
794,ENST00000559298.5,0.41335,0.40153,0.42291,0.415609,0.000357,0.000369,0.00036
795,ENST00000568229.5,0.584314,0.556863,0.623529,0.572549,0.003689,0.0035,0.003322
796,ENST00000568087.5,0.612389,0.621239,0.615929,0.6,0.000302,0.000258,0.000236
797,ENST00000567644.5,0.567187,0.604688,0.539062,0.557812,0.00331,0.003099,0.003272
798,ENST00000562130.5,0.551595,0.641651,0.489681,0.523452,0.018769,0.019677,0.020156
799,ENST00000564137.5,0.483066,0.481283,0.481283,0.486631,4.5e-05,3.1e-05,6.1e-05
800,ENST00000499217.6,0.498125,0.488372,0.488372,0.517629,0.000891,0.000858,0.000893
801,ENST00000567286.5,0.479094,0.486063,0.486063,0.465157,0.000389,0.000345,0.000287
802,ENST00000561107.5,0.436709,0.444304,0.421519,0.444304,0.000521,0.000559,0.000666
803,ENST00000558174.5,0.434483,0.430345,0.413793,0.45931,0.001653,0.001687,0.001834
804,ENST00000560800.5,0.495446,0.497268,0.486339,0.502732,0.000227,0.000241,0.000168
805,ENST00000560395.5,0.403628,0.421769,0.414966,0.37415,0.001873,0.001676,0.001784
806,ENST00000502125.6,0.443005,0.436788,0.453886,0.438342,0.00027,0.000287,0.000311
807,ENST00000561344.5,0.478261,0.481366,0.453416,0.5,0.001683,0.001669,0.001565
808,ENST00000558929.5,0.54007,0.496516,0.512195,0.611498,0.012051,0.012368,0.012115
809,ENST00000567961.5,0.56982,0.547297,0.547297,0.614865,0.004864,0.005071,0.005256
810,ENST00000565069.5,0.660517,0.656827,0.664207,0.660517,5.2e-05,7.1e-05,0.000107
811,ENST00000578265.5,0.396307,0.383523,0.417614,0.387784,0.001046,0.00098,0.000829
812,ENST00000444464.1,0.474609,0.498047,0.439453,0.486328,0.002863,0.002661,0.002999
813,ENST00000614277.1,0.509375,0.496875,0.529688,0.501562,0.00096,0.001057,0.000919
814,ENST00000578280.5,0.478304,0.494083,0.517751,0.423077,0.007205,0.007124,0.007296
815,ENST00000589716.5,0.551637,0.550126,0.544081,0.560705,0.000222,0.000226,0.000208
816,ENST00000587694.5,0.54889,0.531412,0.549835,0.565423,0.000897,0.000932,0.000934
817,ENST00000586376.5,0.636256,0.604265,0.671801,0.632701,0.00352,0.003652,0.003519
818,ENST00000585280.5,0.48642,0.503704,0.503704,0.451852,0.002525,0.002347,0.002558
819,ENST00000478824.1,0.463092,0.495125,0.463788,0.430362,0.003089,0.002985,0.002985
820,ENST00000523470.1,0.630713,0.630713,0.625229,0.636197,0.000114,0.000125,8.7e-05
821,ENST00000514358.1,0.572464,0.578261,0.534783,0.604348,0.003788,0.00382,0.004048
822,ENST00000519432.1,0.554529,0.515712,0.582255,0.565619,0.003761,0.003413,0.003219
823,ENST00000585065.1,0.414867,0.404701,0.426938,0.412961,0.000381,0.000393,0.000403
824,ENST00000580633.5,0.614014,0.655582,0.566508,0.619952,0.005962,0.00624,0.006451
825,ENST00000529667.1,0.470588,0.476471,0.423529,0.511765,0.006122,0.006159,0.005593
826,ENST00000414600.1,0.423181,0.456873,0.396226,0.416442,0.002796,0.002975,0.002837
827,ENST00000533179.1,0.423913,0.391304,0.417391,0.463043,0.004178,0.003909,0.003992
828,ENST00000443037.1,0.497462,0.48731,0.48731,0.517766,0.001056,0.0012,0.00111
829,ENST00000532249.1,0.45234,0.462738,0.426343,0.467938,0.001561,0.001631,0.001875
830,ENST00000453722.6,0.573427,0.566434,0.575175,0.578671,0.000132,0.000111,0.000108
831,ENST00000580500.5,0.506239,0.540107,0.470588,0.508021,0.003554,0.003836,0.003552
832,ENST00000448136.5,0.451345,0.451622,0.442473,0.459939,0.000232,0.000232,0.000223
833,ENST00000568363.5,0.522901,0.591603,0.484733,0.492366,0.010479,0.010919,0.011125
834,ENST00000566583.5,0.521674,0.542601,0.53139,0.491031,0.002151,0.002225,0.002193
835,ENST00000575606.5,0.488372,0.531977,0.47093,0.462209,0.004057,0.004644,0.004901
836,ENST00000576606.5,0.491049,0.460358,0.544757,0.468031,0.006598,0.006238,0.005666
837,ENST00000574411.5,0.480392,0.492647,0.544118,0.404412,0.014781,0.014598,0.013881
838,ENST00000595135.5,0.49858,0.519886,0.519886,0.455966,0.003968,0.003834,0.003692
839,ENST00000601445.5,0.446774,0.474194,0.435484,0.430645,0.001619,0.001803,0.001904
840,ENST00000601523.5,0.438532,0.39633,0.445872,0.473394,0.004778,0.004483,0.004521
841,ENST00000600183.5,0.442413,0.438757,0.45521,0.433272,0.000381,0.000354,0.000448
842,ENST00000591854.5,0.481013,0.499096,0.482821,0.461121,0.001042,0.001114,0.001108
843,ENST00000562391.5,0.485185,0.493333,0.482222,0.48,0.000139,0.000166,0.000178
844,ENST00000568911.5,0.463081,0.470792,0.445922,0.472527,0.000665,0.000671,0.000658
845,ENST00000564686.5,0.497326,0.561497,0.417112,0.513369,0.016126,0.015627,0.015045
846,ENST00000546512.5,0.571691,0.573529,0.573529,0.568015,1.6e-05,3.4e-05,3.4e-05
847,ENST00000549718.5,0.588752,0.653779,0.595782,0.516696,0.013836,0.014462,0.014377
848,ENST00000590092.5,0.538612,0.519062,0.548387,0.548387,0.000908,0.000993,0.001044
849,ENST00000588223.5,0.507965,0.515044,0.483186,0.525664,0.001504,0.001557,0.001771
850,ENST00000596705.5,0.522968,0.59894,0.514134,0.45583,0.015188,0.014659,0.014548
851,ENST00000600643.5,0.473398,0.467532,0.488898,0.463762,0.00055,0.000562,0.000531
852,ENST00000593573.5,0.513784,0.503759,0.56391,0.473684,0.006296,0.006344,0.006655
853,ENST00000601293.5,0.50805,0.456172,0.509839,0.55814,0.008114,0.007703,0.00769
854,ENST00000602077.5,0.508197,0.506557,0.516393,0.501639,0.00016,0.000147,0.000209
855,ENST00000601338.5,0.509839,0.531306,0.504472,0.493739,0.001025,0.001206,0.001158
856,ENST00000594576.5,0.521277,0.548936,0.53617,0.478723,0.00399,0.003751,0.003602
857,ENST00000597683.1,0.480671,0.494405,0.489827,0.457782,0.00117,0.001138,0.001115
858,ENST00000588027.5,0.494662,0.571174,0.496441,0.41637,0.017638,0.018278,0.018212
859,ENST00000588150.5,0.397566,0.359026,0.425963,0.407708,0.003718,0.004181,0.004401
860,ENST00000586248.5,0.484305,0.569507,0.443946,0.439462,0.016092,0.016699,0.016963
861,ENST00000588122.5,0.51145,0.508397,0.462595,0.563359,0.007803,0.007758,0.008108
862,ENST00000592347.5,0.488917,0.477032,0.495342,0.494378,0.000327,0.000345,0.000355
863,ENST00000593065.5,0.474642,0.495449,0.448635,0.479844,0.00168,0.00156,0.001426
864,ENST00000591920.5,0.497364,0.511424,0.490334,0.490334,0.000392,0.000505,0.000575
865,ENST00000589137.5,0.547019,0.54579,0.540258,0.555009,0.000177,0.000173,0.000191
866,ENST00000427868.6,0.485507,0.434783,0.473913,0.547826,0.010162,0.009844,0.009744
867,ENST00000590622.5,0.525443,0.507719,0.51458,0.554031,0.001919,0.001963,0.001988
868,ENST00000595649.5,0.479576,0.467474,0.517398,0.453858,0.003342,0.003431,0.003171
869,ENST00000601116.5,0.429285,0.414309,0.434276,0.439268,0.00058,0.000484,0.000455
870,ENST00000600742.1,0.519648,0.533794,0.508331,0.516819,0.000496,0.000478,0.000461
871,ENST00000594950.5,0.582654,0.590221,0.591967,0.565774,0.00062,0.000643,0.000623
872,ENST00000599728.5,0.615385,0.57424,0.595707,0.676208,0.009054,0.008639,0.008419
873,ENST00000600379.5,0.605337,0.585674,0.615169,0.615169,0.000949,0.001057,0.001006
874,ENST00000593642.5,0.59646,0.60531,0.6,0.584071,0.000304,0.000258,0.000308
875,ENST00000600726.5,0.608229,0.563506,0.59034,0.670841,0.009761,0.009318,0.009115
876,ENST00000422961.5,0.471555,0.439949,0.515803,0.458913,0.004718,0.004917,0.005172
877,ENST00000447070.1,0.544118,0.518627,0.557843,0.555882,0.001485,0.001445,0.001427
878,ENST00000453289.1,0.460821,0.458955,0.43097,0.492537,0.002957,0.00298,0.002766
