,Seqname,SLDLD: Structural logarithm distance to lncRNA of acguD,SLDPD: Structural logarithm distance to pcRNA of acguD,SLDRD: Structural logarithm distance acguD ratio,SLDLN: Structural logarithm distance to lncRNA of acguACGU,SLDPN: Structural logarithm distance to pcRNA of acguACGU,SLDRN: Structural logarithm distance acguACGU ratio,SDMFE: Secondary structural minimum free energy,SFPUS: Secondary structural UP frequency paired-unpaired,nMFE
441,ENST00000418442.1,-0.298036,-0.294691,1.011351,-0.312006,-0.300088,1.039715,-126.7,0.110922,-0.215843
442,ENST00000428100.1,-0.554145,-0.560566,0.988546,-0.405496,-0.39718,1.020938,-156.7,0.126068,-0.334115
443,ENST00000425358.2,-0.228017,-0.26264,0.868173,-0.23372,-0.245204,0.953166,-223.1,0.124214,-0.350235
444,ENST00000428939.3,-0.115149,-0.130837,0.880097,-0.128683,-0.131205,0.980772,-258.5,0.128378,-0.290776
445,ENST00000593300.1,-0.32804,-0.3137,1.045715,-0.287632,-0.272235,1.056558,-153.5,0.106811,-0.237249
446,ENST00000593438.1,-0.33274,-0.355179,0.936825,-0.265448,-0.264875,1.002164,-180.3,0.101911,-0.286645
447,ENST00000518947.6,-0.030229,-0.036759,0.822348,-0.02252,-0.024761,0.909482,-1429.3,0.109747,-0.358041
448,ENST00000519694.1,-0.765583,-0.792831,0.965633,-0.518877,-0.534163,0.971384,-118.6,0.113636,-0.268934
449,ENST00000522674.1,-0.071856,-0.093585,0.767815,-0.078199,-0.085639,0.913132,-636.1,0.115633,-0.410652
450,ENST00000511893.1,-0.281764,-0.28924,0.974153,-0.251879,-0.248149,1.015029,-168.1,0.107667,-0.273779
451,ENST00000582549.1,-0.374393,-0.401893,0.931574,-0.328786,-0.332604,0.988521,-193.9,0.117117,-0.348741
452,ENST00000445938.1,-0.216973,-0.259721,0.835409,-0.146214,-0.166765,0.876764,-308.2,0.127298,-0.435311
453,ENST00000568457.1,-0.08082,-0.08548,0.945488,-0.065885,-0.065189,1.010681,-604.8,0.108901,-0.316484
454,ENST00000412730.1,-0.112308,-0.118459,0.948075,-0.130987,-0.128008,1.023267,-349.7,0.108677,-0.29436
455,ENST00000414227.1,-0.04796,-0.049038,0.978013,-0.074256,-0.070928,1.046922,-484.9,0.120277,-0.30516
456,ENST00000427458.1,-0.37649,-0.374024,1.006593,-0.328899,-0.323527,1.016602,-124.2,0.095016,-0.193157
457,ENST00000437541.1,-0.417784,-0.422465,0.988919,-0.298315,-0.284682,1.047891,-174,0.108156,-0.307965
458,ENST00000450686.1,-0.378819,-0.39443,0.960422,-0.28896,-0.292071,0.989348,-154.1,0.115456,-0.286431
459,ENST00000445184.1,-0.232251,-0.235609,0.985746,-0.245321,-0.2406,1.019621,-183.9,0.10365,-0.268076
460,ENST00000604666.1,-0.029171,-0.032899,0.886697,-0.047046,-0.046819,1.004843,-645.04,0.106722,-0.24489
461,ENST00000602609.1,-0.167188,-0.166692,1.002977,-0.155384,-0.147621,1.052589,-257.8,0.112554,-0.277838
462,ENST00000602575.1,-0.031456,-0.038249,0.822391,-0.053205,-0.052956,1.004712,-530.7,0.115251,-0.263505
463,ENST00000517774.1,-0.509825,-0.563417,0.90488,-0.381739,-0.406366,0.939398,-247.8,0.116466,-0.492986
464,ENST00000500853.1,-0.052084,-0.064187,0.811433,-0.059352,-0.061531,0.964586,-630.4,0.1097,-0.32
465,ENST00000569835.1,-0.047086,-0.044782,1.05146,-0.070518,-0.067879,1.038872,-445.6,0.115928,-0.216943
466,ENST00000520930.1,-0.501893,-0.550031,0.91248,-0.396884,-0.412743,0.961575,-173.4,0.113333,-0.384479
467,ENST00000522914.1,-0.464298,-0.475462,0.976519,-0.340618,-0.339972,1.001901,-117.6,0.116998,-0.259031
468,ENST00000521851.1,-0.37991,-0.393048,0.966575,-0.324139,-0.323217,1.002853,-179.5,0.116697,-0.321685
469,ENST00000523831.1,-0.636891,-0.631117,1.009149,-0.573701,-0.567992,1.01005,-67,0.133333,-0.202417
470,ENST00000565617.1,-0.040918,-0.042182,0.970038,-0.038496,-0.037868,1.016588,-758.94,0.109773,-0.268651
471,ENST00000499653.1,-0.058229,-0.057651,1.01003,-0.072206,-0.069127,1.044541,-465.7,0.100147,-0.227393
472,ENST00000518591.1,-0.578189,-0.577572,1.001069,-0.398446,-0.388118,1.026608,-119.3,0.105368,-0.236706
473,ENST00000518639.1,-0.054113,-0.056,0.966294,-0.063327,-0.062273,1.016927,-647.17,0.099405,-0.274807
474,ENST00000568248.1,-0.013127,-0.014517,0.904288,-0.02049,-0.020361,1.006311,-1545.2,0.103327,-0.247113
475,ENST00000531565.1,-0.018777,-0.035441,0.529805,-0.043802,-0.04809,0.910832,-814.4,0.118247,-0.414875
476,ENST00000534006.1,-0.860718,-0.869342,0.990079,-0.601835,-0.588629,1.022436,-87.6,0.111111,-0.277215
477,ENST00000527067.1,-0.007992,-0.015537,0.514407,-0.015884,-0.018442,0.861337,-1082.2,0.116229,-0.334271
478,ENST00000563205.1,-0.048116,-0.04729,1.017475,-0.062413,-0.058753,1.062291,-503.2,0.114053,-0.256081
479,ENST00000566293.1,-0.01576,-0.017206,0.915931,-0.019143,-0.019167,0.998753,-1688.42,0.103052,-0.245374
480,ENST00000377680.3,-0.005594,-0.012756,0.438567,-0.021573,-0.023587,0.914599,-1078.3,0.114959,-0.313733
481,ENST00000431813.1,-0.289134,-0.286362,1.00968,-0.211205,-0.203084,1.039985,-181.4,0.112696,-0.258405
482,ENST00000416066.1,-0.443484,-0.427733,1.036823,-0.383645,-0.361971,1.059879,-121,0.112051,-0.255274
483,ENST00000563434.1,-0.009852,-0.01168,0.843507,-0.019193,-0.019327,0.993037,-1374.4,0.114553,-0.305994
484,ENST00000563249.1,-0.235436,-0.244487,0.962981,-0.284755,-0.280365,1.015655,-215,0.095318,-0.358932
485,ENST00000567068.1,-0.025069,-0.03285,0.763125,-0.026508,-0.028545,0.928617,-1293.5,0.113552,-0.342286
486,ENST00000566531.1,-0.129141,-0.124829,1.034546,-0.161528,-0.152895,1.056462,-236.4,0.110624,-0.258643
487,ENST00000449175.1,-0.009121,-0.013695,0.665998,-0.013183,-0.014628,0.901207,-2379.7,0.11399,-0.397677
488,ENST00000425991.1,-0.356512,-0.398941,0.893646,-0.300261,-0.31838,0.943091,-224.7,0.125,-0.431286
489,ENST00000443993.1,-0.040787,-0.04636,0.879802,-0.047564,-0.047748,0.996147,-898,0.122141,-0.36668
490,ENST00000429224.1,-0.240581,-0.276815,0.869104,-0.208773,-0.223866,0.932578,-360.4,0.128901,-0.488347
491,ENST00000450304.1,-0.496475,-0.537692,0.923344,-0.373269,-0.38513,0.969205,-164.1,0.135321,-0.375515
492,ENST00000569497.1,-0.280053,-0.298393,0.938538,-0.220836,-0.223894,0.986341,-275.4,0.113553,-0.335854
493,ENST00000433061.1,-0.378534,-0.397787,0.9516,-0.330009,-0.3342,0.987459,-162.7,0.132576,-0.307561
494,ENST00000561973.1,-0.097906,-0.092542,1.057959,-0.118938,-0.110301,1.078306,-316.5,0.09993,-0.22102
495,ENST00000604070.1,-0.030413,-0.029492,1.031235,-0.041092,-0.039322,1.045016,-822.2,0.108035,-0.223121
496,ENST00000546674.1,-0.234288,-0.24303,0.964028,-0.304036,-0.30156,1.008209,-265.2,0.09037,-0.392308
497,ENST00000340301.5,-0.37695,-0.404468,0.931966,-0.307766,-0.313131,0.982867,-171,0.113553,-0.312614
498,ENST00000574212.1,-0.254874,-0.268163,0.950444,-0.200138,-0.200993,0.995749,-250.9,0.112575,-0.30012
499,ENST00000549796.1,-0.107145,-0.127488,0.840438,-0.084555,-0.090708,0.93216,-556.6,0.118656,-0.381494
500,ENST00000565266.1,-0.727171,-0.739524,0.983295,-0.569425,-0.573116,0.993559,-130.5,0.113208,-0.350806
501,ENST00000566537.1,-0.385105,-0.443099,0.869116,-0.285114,-0.314054,0.907851,-274.6,0.126374,-0.502011
502,ENST00000457283.3,-0.064063,-0.07943,0.806542,-0.061393,-0.064313,0.954589,-452,0.118421,-0.312803
503,ENST00000569752.1,-0.186051,-0.206173,0.902402,-0.187269,-0.190998,0.980476,-236.3,0.107856,-0.314229
504,ENST00000563777.1,-0.015192,-0.023267,0.652971,-0.023211,-0.025245,0.919427,-1537.3,0.108608,-0.389091
505,ENST00000576336.1,-0.539432,-0.54629,0.987447,-0.386269,-0.383867,1.006257,-118.4,0.105166,-0.218048
506,ENST00000564629.1,-0.016811,-0.028977,0.580135,-0.0254,-0.02844,0.893111,-1287.7,0.120992,-0.425545
507,ENST00000560208.1,-0.178994,-0.209451,0.854588,-0.163562,-0.174527,0.937173,-305.7,0.121253,-0.415918
508,ENST00000565861.1,-0.299523,-0.296466,1.010312,-0.284457,-0.271153,1.049067,-212.3,0.096667,-0.353245
509,ENST00000570210.1,-0.205646,-0.199327,1.031702,-0.199948,-0.186714,1.070882,-183.6,0.114613,-0.262661
510,ENST00000548144.1,-0.348202,-0.345919,1.006601,-0.303175,-0.294822,1.028334,-126.9,0.107664,-0.231148
511,ENST00000571975.1,-0.040146,-0.041404,0.9696,-0.045093,-0.043402,1.038954,-844.8,0.101622,-0.27955
512,ENST00000564147.1,-0.337526,-0.39176,0.861561,-0.302536,-0.321751,0.94028,-230.6,0.12406,-0.432645
513,ENST00000568179.1,-0.348189,-0.338702,1.028012,-0.265767,-0.251851,1.055254,-132.69,0.101562,-0.207005
514,ENST00000567834.1,-0.03843,-0.039556,0.971532,-0.051843,-0.049681,1.043514,-642.4,0.104959,-0.265345
515,ENST00000561622.1,-0.10969,-0.103813,1.056604,-0.098878,-0.091169,1.084556,-306.5,0.098299,-0.19301
516,ENST00000561788.1,-0.0892,-0.089327,0.998585,-0.091914,-0.08792,1.045426,-394.6,0.107237,-0.259435
517,ENST00000568764.1,-0.236572,-0.234935,1.006964,-0.203852,-0.197991,1.029605,-220.6,0.121813,-0.312023
518,ENST00000566639.1,-0.394444,-0.399207,0.988069,-0.291432,-0.286834,1.016031,-163.7,0.090909,-0.228631
519,ENST00000597578.1,-0.390842,-0.425295,0.91899,-0.324991,-0.334595,0.971297,-202.8,0.125,-0.366727
520,ENST00000594398.1,-0.289025,-0.306469,0.943082,-0.217694,-0.220877,0.985589,-172.5,0.12812,-0.286545
521,ENST00000562866.1,-0.086022,-0.104383,0.824096,-0.073929,-0.080283,0.920856,-732.3,0.128425,-0.417228
522,ENST00000466740.2,-0.528889,-0.565853,0.934675,-0.450331,-0.460866,0.97714,-130.3,0.108527,-0.335825
523,ENST00000599026.1,-0.163592,-0.187726,0.871439,-0.170357,-0.174073,0.978651,-275.3,0.107223,-0.310147
524,ENST00000570809.1,-0.073125,-0.079925,0.914914,-0.083254,-0.082358,1.010875,-456.4,0.095781,-0.260057
525,ENST00000570712.1,-0.494361,-0.485938,1.017333,-0.410447,-0.395439,1.037953,-109.02,0.108235,-0.255915
526,ENST00000575890.1,-0.020458,-0.027563,0.742239,-0.057456,-0.056676,1.013758,-592.9,0.113578,-0.305934
527,ENST00000572453.1,-0.030424,-0.036476,0.834083,-0.027243,-0.029108,0.935923,-1582.9,0.112067,-0.412194
528,ENST00000415124.1,-0.621169,-0.657607,0.94459,-0.544156,-0.550216,0.988986,-127.7,0.116809,-0.362784
529,ENST00000573187.1,-0.171553,-0.220826,0.776872,-0.147009,-0.168309,0.873444,-316.8,0.144543,-0.466568
530,ENST00000602597.1,-0.344055,-0.352246,0.976746,-0.284148,-0.282511,1.005797,-214.6,0.093611,-0.318398
531,ENST00000602743.1,-0.230331,-0.259354,0.888098,-0.226869,-0.242659,0.934929,-220.9,0.137391,-0.383507
532,ENST00000623598.1,-0.05299,-0.051615,1.026635,-0.064719,-0.06154,1.05166,-460.4,0.110647,-0.240167
533,ENST00000379640.1,-0.014444,-0.018539,0.779128,-0.035382,-0.035095,1.008168,-855.6,0.109443,-0.28539
534,ENST00000573866.2,-0.22374,-0.264342,0.846404,-0.217519,-0.229154,0.949226,-246.2,0.121069,-0.386499
535,ENST00000602353.1,-0.253191,-0.251064,1.008471,-0.233184,-0.222806,1.046579,-152.8,0.116176,-0.224376
536,ENST00000602532.1,-0.474732,-0.48404,0.980772,-0.357043,-0.350284,1.019294,-119.8,0.118143,-0.252211
537,ENST00000577841.1,-0.332379,-0.329356,1.009177,-0.269295,-0.260565,1.033505,-133.8,0.102686,-0.211041
538,ENST00000568970.1,-1.047108,-1.082895,0.966953,-0.743283,-0.76908,0.966458,-100.5,0.129964,-0.361511
539,ENST00000564160.1,-0.107884,-0.141875,0.760415,-0.129817,-0.140502,0.923953,-458.1,0.127291,-0.466022
540,ENST00000382313.2,-0.056286,-0.06199,0.907984,-0.04999,-0.051662,0.967631,-1666.2,0.114991,-0.472694
541,ENST00000575139.1,-0.387818,-0.41982,0.923771,-0.301023,-0.310368,0.96989,-188.6,0.128544,-0.355849
542,ENST00000573414.1,-0.544367,-0.577424,0.942752,-0.420734,-0.427473,0.984236,-174.3,0.123913,-0.378091
543,ENST00000577163.1,-0.400572,-0.427621,0.936745,-0.33532,-0.340064,0.986049,-209.3,0.100173,-0.360862
544,ENST00000570843.1,-0.274796,-0.296804,0.925849,-0.187463,-0.194882,0.961932,-247.6,0.109772,-0.331016
545,ENST00000570409.1,-0.176602,-0.195797,0.901968,-0.15122,-0.154001,0.981946,-363.2,0.103093,-0.340075
546,ENST00000415295.1,-0.134421,-0.143674,0.935601,-0.143284,-0.145732,0.983206,-294,0.113102,-0.328859
547,ENST00000457898.1,-0.004744,-0.010119,0.468807,-0.033475,-0.033171,1.009162,-1238.3,0.103576,-0.381602
548,ENST00000415386.2,-0.058307,-0.08012,0.727738,-0.062886,-0.069364,0.906614,-596.5,0.120233,-0.385336
549,ENST00000420503.1,-0.236506,-0.260395,0.908256,-0.183802,-0.188325,0.975985,-265.3,0.109091,-0.344099
550,ENST00000474814.1,-0.011723,-0.026211,0.447258,-0.044393,-0.047801,0.928697,-691,0.115668,-0.363111
551,ENST00000464115.1,-0.216292,-0.251555,0.859821,-0.170533,-0.180039,0.947199,-286,0.126582,-0.401685
552,ENST00000398804.7,-0.28484,-0.31102,0.915825,-0.215915,-0.228182,0.94624,-200.7,0.14044,-0.33902
553,ENST00000439057.5,-0.206926,-0.240262,0.86125,-0.198696,-0.210011,0.946125,-264.2,0.121168,-0.385131
554,ENST00000437643.1,-0.376046,-0.387429,0.970619,-0.275051,-0.271796,1.011975,-189.3,0.137031,-0.308306
555,ENST00000447959.1,-0.293224,-0.294509,0.995637,-0.185496,-0.178508,1.039148,-224.1,0.119895,-0.294868
556,ENST00000438589.1,-0.639883,-0.671631,0.952731,-0.499254,-0.503122,0.992312,-147,0.125616,-0.361179
557,ENST00000455380.5,-0.432352,-0.433893,0.996448,-0.354063,-0.343642,1.030325,-132.5,0.110895,-0.253204
558,ENST00000599146.5,-0.196497,-0.192543,1.02054,-0.170065,-0.166856,1.019234,-199.6,0.111559,-0.267919
559,ENST00000596952.5,-0.282998,-0.280647,1.008378,-0.24117,-0.234485,1.02851,-165.7,0.117175,-0.265545
560,ENST00000594152.5,-0.267475,-0.26707,1.001518,-0.219581,-0.217807,1.008147,-159.1,0.130217,-0.265167
561,ENST00000415780.1,-1.072762,-1.067419,1.005005,-0.726502,-0.714536,1.016747,-60,0.141129,-0.240964
562,ENST00000411721.1,-0.394624,-0.374874,1.052685,-0.420209,-0.399635,1.051484,-93,0.108317,-0.179537
563,ENST00000587306.5,-0.191541,-0.188095,1.018325,-0.244977,-0.235835,1.038762,-161.5,0.116667,-0.244327
564,ENST00000586006.5,-0.174341,-0.170465,1.02274,-0.18881,-0.182027,1.037263,-208.4,0.10823,-0.234685
565,ENST00000587066.5,-0.331567,-0.333578,0.99397,-0.308141,-0.298271,1.033091,-143.8,0.111111,-0.234584
566,ENST00000585499.5,-0.228823,-0.225495,1.014755,-0.204651,-0.198272,1.032176,-196.1,0.097561,-0.238855
567,ENST00000590186.5,-0.192654,-0.18662,1.03233,-0.224185,-0.215647,1.039594,-169.5,0.121168,-0.247085
568,ENST00000591654.5,-0.242708,-0.236344,1.026928,-0.213943,-0.199848,1.070526,-182.1,0.116992,-0.253268
569,ENST00000424517.3,-1.244267,-1.261068,0.986677,-0.882504,-0.87571,1.007758,-77.3,0.107807,-0.286296
570,ENST00000436200.2,-0.383196,-0.378959,1.011181,-0.385629,-0.37192,1.036858,-120.4,0.107943,-0.244715
571,ENST00000425884.5,-0.242347,-0.271367,0.893062,-0.213888,-0.222989,0.959185,-283.1,0.112903,-0.38
572,ENST00000440150.5,-0.020129,-0.029078,0.692248,-0.040109,-0.041609,0.963951,-837.9,0.113047,-0.339368
573,ENST00000413531.5,-0.081715,-0.079439,1.028648,-0.129552,-0.122556,1.057083,-292,0.105811,-0.253033
574,ENST00000457719.1,-0.149079,-0.164048,0.908752,-0.144995,-0.143423,1.010957,-293.3,0.108138,-0.326615
575,ENST00000457390.1,-0.550316,-0.577072,0.953635,-0.51451,-0.518985,0.991378,-160.5,0.106132,-0.377647
576,ENST00000382265.3,-0.049087,-0.050388,0.97417,-0.073096,-0.070881,1.031262,-602.2,0.113218,-0.335674
577,ENST00000446880.5,-0.071308,-0.081974,0.869887,-0.067479,-0.067555,0.998867,-640.3,0.111717,-0.348747
578,ENST00000456633.1,-0.116289,-0.154404,0.753149,-0.137597,-0.153131,0.898558,-408.4,0.126374,-0.448299
579,ENST00000452809.1,-0.095025,-0.120851,0.786301,-0.123876,-0.13043,0.949752,-328.7,0.111233,-0.361606
580,ENST00000451759.5,-0.198507,-0.192616,1.030581,-0.18408,-0.175382,1.049593,-211.7,0.110312,-0.253533
581,ENST00000449680.5,-0.225944,-0.237962,0.949496,-0.201312,-0.199444,1.00937,-229.8,0.104193,-0.291624
582,ENST00000427213.5,-0.319637,-0.333338,0.958899,-0.271362,-0.267206,1.015554,-182.9,0.112195,-0.296916
583,ENST00000429865.5,-0.168349,-0.181087,0.929654,-0.139431,-0.144242,0.966645,-216.7,0.130146,-0.287401
584,ENST00000528019.5,-0.409333,-0.407665,1.004092,-0.342433,-0.335134,1.021779,-130.1,0.135029,-0.254102
585,ENST00000528689.5,-0.340836,-0.35401,0.962786,-0.283836,-0.281391,1.008687,-153.7,0.125664,-0.271555
586,ENST00000454813.1,-0.223659,-0.227904,0.981374,-0.248985,-0.236078,1.054673,-146.6,0.125806,-0.236071
587,ENST00000458220.1,-0.411312,-0.398558,1.031999,-0.32419,-0.307474,1.054363,-123.7,0.115385,-0.263753
588,ENST00000419458.1,-0.051213,-0.055606,0.921,-0.055184,-0.055806,0.988848,-546.8,0.103046,-0.277423
589,ENST00000458683.1,-0.230022,-0.225918,1.018166,-0.204458,-0.193965,1.054096,-195.5,0.095683,-0.227855
590,ENST00000412162.1,-0.189406,-0.187408,1.010658,-0.191112,-0.184117,1.037993,-224.7,0.107333,-0.238535
591,ENST00000432296.1,-0.176381,-0.176265,1.00066,-0.154629,-0.147753,1.046543,-219.5,0.114101,-0.236022
592,ENST00000437232.5,-0.045599,-0.046113,0.988847,-0.08368,-0.079381,1.054152,-342,0.117778,-0.25322
593,ENST00000457649.6,-0.416004,-0.424638,0.979666,-0.297376,-0.295602,1.006001,-156.1,0.113309,-0.280251
594,ENST00000527986.5,-0.031288,-0.040357,0.775272,-0.040198,-0.04246,0.946718,-739.3,0.118002,-0.317176
595,ENST00000418818.6,-0.347918,-0.374222,0.929711,-0.317938,-0.323756,0.982028,-147.3,0.133733,-0.293426
596,ENST00000596088.5,-0.608275,-0.641707,0.947901,-0.537386,-0.544353,0.9872,-102.7,0.106849,-0.280601
597,ENST00000600376.5,-0.321755,-0.30893,1.041511,-0.359663,-0.342635,1.049699,-100.9,0.102161,-0.197843
598,ENST00000419697.1,-0.454073,-0.429485,1.057249,-0.412261,-0.387332,1.064361,-94.1,0.119141,-0.183431
599,ENST00000456104.5,-0.512679,-0.530227,0.966905,-0.386046,-0.385852,1.000503,-165.8,0.115464,-0.341152
600,ENST00000433920.5,-0.207443,-0.228903,0.90625,-0.168019,-0.172906,0.971741,-285.8,0.105143,-0.326256
601,ENST00000447424.5,-0.336273,-0.342115,0.982924,-0.329281,-0.320172,1.028449,-148.7,0.114035,-0.26042
602,ENST00000413961.5,-0.392375,-0.40751,0.962859,-0.36181,-0.357469,1.012143,-131.8,0.106,-0.263074
603,ENST00000451364.5,-0.228815,-0.235719,0.970711,-0.199741,-0.198501,1.006249,-200.7,0.124476,-0.280307
604,ENST00000458228.5,-0.003736,-0.008299,0.450119,-0.028005,-0.028291,0.989904,-1016.4,0.111518,-0.310446
605,ENST00000454935.1,-0.071134,-0.078489,0.906295,-0.06147,-0.062449,0.984329,-774.88,0.100392,-0.303755
606,ENST00000547077.1,-0.372551,-0.413317,0.901368,-0.296025,-0.305765,0.968145,-199,0.122378,-0.347295
607,ENST00000450314.6,-0.500149,-0.529267,0.944984,-0.355688,-0.363549,0.978379,-164.5,0.129094,-0.316346
608,ENST00000527483.5,-0.251603,-0.264238,0.952185,-0.213488,-0.209318,1.019923,-242.2,0.104849,-0.318586
609,ENST00000423178.6,-0.021513,-0.027255,0.789311,-0.033776,-0.035267,0.957727,-826.6,0.120431,-0.317923
610,ENST00000527683.1,-0.261464,-0.268167,0.975005,-0.184671,-0.18408,1.003208,-198.9,0.131965,-0.291215
611,ENST00000527620.5,-0.076123,-0.088857,0.856691,-0.063929,-0.06822,0.937101,-1032.1,0.115437,-0.466606
612,ENST00000524947.1,-0.374757,-0.417673,0.897248,-0.289182,-0.314198,0.92038,-260.6,0.12478,-0.457193
613,ENST00000424148.1,-0.047537,-0.061189,0.776882,-0.057537,-0.060434,0.952055,-848.2,0.126325,-0.374481
614,ENST00000532922.1,-0.365709,-0.410096,0.891762,-0.303846,-0.328025,0.926289,-223.7,0.138996,-0.431021
615,ENST00000530846.1,-0.339583,-0.337658,1.005699,-0.286291,-0.274134,1.044347,-157.8,0.113238,-0.251274
616,ENST00000525534.1,-0.319345,-0.317263,1.006561,-0.268663,-0.259899,1.033717,-198.3,0.099301,-0.276955
617,ENST00000526706.1,-0.510498,-0.515585,0.990133,-0.375938,-0.370785,1.013896,-114.3,0.14554,-0.267682
618,ENST00000533684.1,-0.141625,-0.140514,1.007906,-0.136431,-0.130163,1.048148,-302.8,0.121557,-0.287287
619,ENST00000498905.2,-0.027253,-0.034498,0.789978,-0.049613,-0.04935,1.005321,-735.9,0.110783,-0.27165
620,ENST00000527406.1,-0.218934,-0.246006,0.889956,-0.184426,-0.190739,0.966902,-240.4,0.124812,-0.360961
621,ENST00000534671.1,-0.183434,-0.177975,1.03067,-0.163213,-0.154372,1.057268,-202.4,0.131854,-0.263885
622,ENST00000526617.1,-0.402652,-0.399228,1.008577,-0.373971,-0.36144,1.03467,-140,0.110883,-0.286885
623,ENST00000529328.1,-0.461572,-0.462824,0.997295,-0.364756,-0.354914,1.02773,-174.1,0.110535,-0.300172
624,ENST00000501541.1,-0.066891,-0.080918,0.826657,-0.05907,-0.062397,0.946675,-833.1,0.110568,-0.407384
625,ENST00000540904.1,-0.291012,-0.298323,0.975494,-0.231816,-0.227138,1.020599,-165,0.116358,-0.277778
626,ENST00000501122.2,0.000992,-0.000448,-2.215115,-0.002043,-0.002453,0.833079,-7169.8,0.110588,-0.315196
627,ENST00000450804.3,-0.036196,-0.041528,0.871601,-0.045112,-0.045164,0.998847,-764.9,0.117599,-0.312204
628,ENST00000525952.1,-0.694146,-0.696742,0.996273,-0.497677,-0.482087,1.032339,-127.2,0.118519,-0.3133
629,ENST00000534593.1,-0.301438,-0.308598,0.976798,-0.220724,-0.214763,1.027756,-170.6,0.112656,-0.236944
630,ENST00000526091.1,-0.060783,-0.069859,0.870094,-0.070152,-0.070919,0.989187,-577.5,0.113924,-0.304428
631,ENST00000526795.1,-0.238278,-0.249557,0.954807,-0.244048,-0.250827,0.97297,-156.1,0.121908,-0.275309
632,ENST00000533528.1,-0.678659,-0.694043,0.977834,-0.57972,-0.575504,1.007326,-100.1,0.097345,-0.294412
633,ENST00000533708.1,-0.145167,-0.16786,0.864812,-0.161876,-0.162792,0.994375,-250.5,0.112864,-0.303636
634,ENST00000528156.1,-0.158409,-0.163682,0.967786,-0.177481,-0.174428,1.017501,-151,0.13242,-0.229483
635,ENST00000624533.1,-0.040732,-0.044874,0.907701,-0.051498,-0.051274,1.004375,-621.5,0.109416,-0.270806
636,ENST00000577297.5,-0.312575,-0.329926,0.947408,-0.214347,-0.215357,0.995311,-204.9,0.114826,-0.297388
637,ENST00000500970.5,-0.069813,-0.083402,0.837066,-0.071373,-0.074667,0.955878,-653.9,0.124509,-0.366536
638,ENST00000501964.1,-0.028997,-0.033511,0.865289,-0.033782,-0.034497,0.979277,-871.7,0.114551,-0.299759
639,ENST00000504932.2,-0.08209,-0.092542,0.887054,-0.082922,-0.082508,1.005023,-428.2,0.109249,-0.285399
640,ENST00000529392.1,-0.033748,-0.037159,0.908198,-0.045374,-0.044748,1.014006,-777.6,0.106413,-0.27851
641,ENST00000435921.6,-0.357416,-0.376645,0.948947,-0.294621,-0.299893,0.982422,-194.9,0.115587,-0.340734
642,ENST00000541775.5,-0.016799,-0.021616,0.777169,-0.018583,-0.019793,0.93888,-1919.7,0.114969,-0.364131
643,ENST00000500682.1,-0.029276,-0.035535,0.82385,-0.035225,-0.035906,0.981021,-752.9,0.107812,-0.266042
644,ENST00000545914.5,-0.380678,-0.39355,0.967293,-0.275185,-0.274539,1.002354,-169.8,0.127434,-0.3
645,ENST00000536949.1,-0.263303,-0.268333,0.981256,-0.210394,-0.203732,1.032703,-220.6,0.103761,-0.285751
646,ENST00000552133.1,-0.823342,-0.827462,0.995021,-0.620898,-0.615938,1.008054,-87,0.14377,-0.27707
647,ENST00000551146.5,-0.190555,-0.202527,0.940891,-0.153392,-0.15272,1.004399,-275.3,0.115764,-0.338622
648,ENST00000550601.5,-0.199663,-0.215374,0.927054,-0.177848,-0.174439,1.019544,-208.3,0.129577,-0.292968
649,ENST00000546767.5,-0.625616,-0.624078,1.002464,-0.535966,-0.52321,1.024379,-101.3,0.121212,-0.278297
650,ENST00000546793.1,-0.019706,-0.026087,0.755398,-0.03251,-0.0335,0.97046,-1115.3,0.120894,-0.389556
651,ENST00000555596.1,-0.446868,-0.445206,1.003733,-0.331077,-0.319564,1.036027,-122.7,0.117761,-0.236416
652,ENST00000501008.2,-0.025696,-0.04326,0.593995,-0.062575,-0.067411,0.928267,-660.9,0.115973,-0.348209
653,ENST00000499685.2,-0.016626,-0.01882,0.883396,-0.020561,-0.020841,0.986534,-1385.37,0.106178,-0.24309
654,ENST00000548760.2,-0.027268,-0.035827,0.761109,-0.031641,-0.033964,0.931611,-1067.78,0.108164,-0.317986
655,ENST00000547179.1,-0.021513,-0.025896,0.830755,-0.023598,-0.024032,0.981953,-986.8,0.109379,-0.265126
656,ENST00000552992.1,-0.316274,-0.322895,0.979495,-0.252049,-0.246121,1.024083,-185.5,0.122689,-0.311242
657,ENST00000470091.1,-0.631481,-0.645218,0.978709,-0.426042,-0.425235,1.001898,-151.4,0.110599,-0.348046
658,ENST00000489452.1,-0.378239,-0.39171,0.96561,-0.273335,-0.279548,0.977774,-203.9,0.132841,-0.375506
659,ENST00000429892.5,-0.077508,-0.095411,0.812359,-0.0736,-0.078164,0.9416,-570.4,0.1125,-0.375148
660,ENST00000542933.5,-0.123501,-0.139731,0.883844,-0.100535,-0.102815,0.977824,-495.4,0.126333,-0.406066
661,ENST00000537157.5,-0.497697,-0.543188,0.916252,-0.345252,-0.368816,0.936109,-234.9,0.117155,-0.490397
662,ENST00000428029.6,-0.131308,-0.14433,0.909775,-0.124591,-0.127045,0.980688,-394.2,0.121212,-0.384961
